DIGNIDAD_CODIGO,PROVINCIA_CODIGO,CANTON_CODIGO,PARROQUIA_CODIGO,SEXO,NUMERO_DE_JUNTAS,VOTOS_EN_BLANCO,VOTOS_NULOS,OP_CODIGO,CANDIDATO_CODIGO,CANDIDATO_VOTOS,CANDIDATO_ESTADO
1,1,260,285,1,30,25,321,202,1000000000002,2424,1
1,1,260,285,1,30,25,321,7,1000000000004,494, 
1,1,260,285,2,31,54,373,202,1000000000002,3099,1
1,1,260,285,2,31,54,373,7,1000000000004,660, 
1,1,260,730,1,11,11,81,202,1000000000002,873,1
1,1,260,730,1,11,11,81,7,1000000000004,157, 
1,1,260,730,2,12,9,154,202,1000000000002,1202,1
1,1,260,730,2,12,9,154,7,1000000000004,242, 
1,1,260,845,1,3,1,30,202,1000000000002,229,1
1,1,260,845,1,3,1,30,7,1000000000004,29, 
1,1,260,845,2,3,9,67,202,1000000000002,203,1
1,1,260,845,2,3,9,67,7,1000000000004,28, 
1,1,260,860,1,9,0,32,202,1000000000002,336,1
1,1,260,860,1,9,0,32,7,1000000000004,55, 
1,1,260,860,2,8,12,95,202,1000000000002,624,1
1,1,260,860,2,8,12,95,7,1000000000004,73, 
1,1,260,905,1,10,6,66,202,1000000000002,555,1
1,1,260,905,1,10,6,66,7,1000000000004,88, 
1,1,260,905,2,10,9,110,202,1000000000002,927,1
1,1,260,905,2,10,9,110,7,1000000000004,114, 
1,1,260,2255,1,6,4,53,202,1000000000002,539,1
1,1,260,2255,1,6,4,53,7,1000000000004,109, 
1,1,260,2255,2,6,13,93,202,1000000000002,643,1
1,1,260,2255,2,6,13,93,7,1000000000004,127, 
1,1,260,2430,1,9,6,68,202,1000000000002,1065,1
1,1,260,2430,1,9,6,68,7,1000000000004,152, 
1,1,260,2430,2,8,24,94,202,1000000000002,956,1
1,1,260,2430,2,8,24,94,7,1000000000004,142, 
1,1,260,2570,1,7,2,80,202,1000000000002,638,1
1,1,260,2570,1,7,2,80,7,1000000000004,137, 
1,1,260,2570,2,7,10,92,202,1000000000002,705,1
1,1,260,2570,2,7,10,92,7,1000000000004,196, 
1,1,260,2595,1,7,3,39,202,1000000000002,286,1
1,1,260,2595,1,7,3,39,7,1000000000004,47, 
1,1,260,2595,2,7,10,82,202,1000000000002,494,1
1,1,260,2595,2,7,10,82,7,1000000000004,88, 
1,1,260,2680,1,7,5,46,202,1000000000002,641,1
1,1,260,2680,1,7,5,46,7,1000000000004,115, 
1,1,260,2680,2,8,20,118,202,1000000000002,857,1
1,1,260,2680,2,8,20,118,7,1000000000004,159, 
1,1,260,3105,1,9,15,120,202,1000000000002,825,1
1,1,260,3105,1,9,15,120,7,1000000000004,159, 
1,1,260,3105,2,10,49,207,202,1000000000002,859,1
1,1,260,3105,2,10,49,207,7,1000000000004,242, 
1,1,260,3165,1,22,10,221,202,1000000000002,2063,1
1,1,260,3165,1,22,10,221,7,1000000000004,369, 
1,1,260,3165,2,23,56,321,202,1000000000002,2622,1
1,1,260,3165,2,23,56,321,7,1000000000004,450, 
1,1,260,3460,1,11,5,110,202,1000000000002,955,1
1,1,260,3460,1,11,5,110,7,1000000000004,206, 
1,1,260,3460,2,12,11,151,202,1000000000002,1221,1
1,1,260,3460,2,12,11,151,7,1000000000004,235, 
1,1,260,3685,1,9,8,89,202,1000000000002,648,1
1,1,260,3685,1,9,8,89,7,1000000000004,130, 
1,1,260,3685,2,9,40,205,202,1000000000002,895,1
1,1,260,3685,2,9,40,205,7,1000000000004,191, 
1,1,260,3795,1,14,12,180,202,1000000000002,1334,1
1,1,260,3795,1,14,12,180,7,1000000000004,247, 
1,1,260,3795,2,15,37,266,202,1000000000002,1644,1
1,1,260,3795,2,15,37,266,7,1000000000004,266, 
1,1,260,3850,1,8,3,35,202,1000000000002,490,1
1,1,260,3850,1,8,3,35,7,1000000000004,78, 
1,1,260,3850,2,9,16,123,202,1000000000002,829,1
1,1,260,3850,2,9,16,123,7,1000000000004,130, 
1,1,260,3870,1,18,11,145,202,1000000000002,1295,1
1,1,260,3870,1,18,11,145,7,1000000000004,208, 
1,1,260,3870,2,19,46,208,202,1000000000002,1992,1
1,1,260,3870,2,19,46,208,7,1000000000004,338, 
1,1,260,3980,1,15,12,178,202,1000000000002,1188,1
1,1,260,3980,1,15,12,178,7,1000000000004,195, 
1,1,260,3980,2,15,56,261,202,1000000000002,1532,1
1,1,260,3980,2,15,56,261,7,1000000000004,279, 
1,1,260,4095,1,9,8,87,202,1000000000002,733,1
1,1,260,4095,1,9,8,87,7,1000000000004,147, 
1,1,260,4095,2,10,37,195,202,1000000000002,1014,1
1,1,260,4095,2,10,37,195,7,1000000000004,205, 
1,1,260,4200,1,21,31,230,202,1000000000002,1960,1
1,1,260,4200,1,21,31,230,7,1000000000004,370, 
1,1,260,4200,2,23,43,356,202,1000000000002,2546,1
1,1,260,4200,2,23,43,356,7,1000000000004,474, 
1,1,260,4225,1,8,9,85,202,1000000000002,599,1
1,1,260,4225,1,8,9,85,7,1000000000004,116, 
1,1,260,4225,2,9,28,142,202,1000000000002,868,1
1,1,260,4225,2,9,28,142,7,1000000000004,189, 
1,1,260,5075,1,20,17,491,202,1000000000002,1670,1
1,1,260,5075,1,20,17,491,7,1000000000004,691, 
1,1,260,5075,2,23,21,644,202,1000000000002,2031,1
1,1,260,5075,2,23,21,644,7,1000000000004,794, 
1,1,260,5080,1,14,17,342,202,1000000000002,1161,1
1,1,260,5080,1,14,17,342,7,1000000000004,465, 
1,1,260,5080,2,15,11,430,202,1000000000002,1298,1
1,1,260,5080,2,15,11,430,7,1000000000004,534, 
1,1,260,5135,1,10,4,211,202,1000000000002,837,1
1,1,260,5135,1,10,4,211,7,1000000000004,334, 
1,1,260,5135,2,11,10,281,202,1000000000002,965,1
1,1,260,5135,2,11,10,281,7,1000000000004,414, 
1,1,260,5140,1,8,5,107,202,1000000000002,712,1
1,1,260,5140,1,8,5,107,7,1000000000004,185, 
1,1,260,5140,2,9,6,153,202,1000000000002,853,1
1,1,260,5140,2,9,6,153,7,1000000000004,223, 
1,1,260,5290,1,13,6,249,202,1000000000002,1145,1
1,1,260,5290,1,13,6,249,7,1000000000004,356, 
1,1,260,5290,2,14,10,373,202,1000000000002,1341,1
1,1,260,5290,2,14,10,373,7,1000000000004,396, 
1,1,260,5330,1,80,71,1323,202,1000000000002,6513,1
1,1,260,5330,1,80,71,1323,7,1000000000004,2217, 
1,1,260,5330,2,84,60,1592,202,1000000000002,7794,1
1,1,260,5330,2,84,60,1592,7,1000000000004,2524, 
1,1,260,5360,1,27,24,515,202,1000000000002,2434,1
1,1,260,5360,1,27,24,515,7,1000000000004,751, 
1,1,260,5360,2,30,33,704,202,1000000000002,2886,1
1,1,260,5360,2,30,33,704,7,1000000000004,915, 
1,1,260,5370,1,18,15,283,202,1000000000002,1525,1
1,1,260,5370,1,18,15,283,7,1000000000004,543, 
1,1,260,5370,2,20,23,401,202,1000000000002,1981,1
1,1,260,5370,2,20,23,401,7,1000000000004,572, 
1,1,260,5450,1,28,17,656,202,1000000000002,2172,1
1,1,260,5450,1,28,17,656,7,1000000000004,1083, 
1,1,260,5450,2,31,26,890,202,1000000000002,2625,1
1,1,260,5450,2,31,26,890,7,1000000000004,1222, 
1,1,260,5875,1,30,44,547,202,1000000000002,2303,1
1,1,260,5875,1,30,44,547,7,1000000000004,1038, 
1,1,260,5875,2,34,16,700,202,1000000000002,2768,1
1,1,260,5875,2,34,16,700,7,1000000000004,1200, 
1,1,260,5905,1,49,44,828,202,1000000000002,3412,1
1,1,260,5905,1,49,44,828,7,1000000000004,1614, 
1,1,260,5905,2,50,41,1005,202,1000000000002,3849,1
1,1,260,5905,2,50,41,1005,7,1000000000004,1712, 
1,1,260,5930,1,56,34,1108,202,1000000000002,4494,1
1,1,260,5930,1,56,34,1108,7,1000000000004,2009, 
1,1,260,5930,2,63,40,1431,202,1000000000002,5314,1
1,1,260,5930,2,63,40,1431,7,1000000000004,2212, 
1,1,260,6010,1,59,63,1109,202,1000000000002,4937,1
1,1,260,6010,1,59,63,1109,7,1000000000004,1923, 
1,1,260,6010,2,65,78,1413,202,1000000000002,5879,1
1,1,260,6010,2,65,78,1413,7,1000000000004,2194, 
1,1,260,6090,1,46,39,825,202,1000000000002,3855,1
1,1,260,6090,1,46,39,825,7,1000000000004,1490, 
1,1,260,6090,2,51,40,1221,202,1000000000002,4574,1
1,1,260,6090,2,51,40,1221,7,1000000000004,1665, 
1,1,260,6865,1,5,33,69,202,1000000000002,650,1
1,1,260,6865,1,5,33,69,7,1000000000004,200, 
1,1,260,6865,2,8,8,128,202,1000000000002,1008,1
1,1,260,6865,2,8,8,128,7,1000000000004,303, 
1,1,265,1005,1,5,8,51,202,1000000000002,215,1
1,1,265,1005,1,5,8,51,7,1000000000004,37, 
1,1,265,1005,2,5,19,71,202,1000000000002,402,1
1,1,265,1005,2,5,19,71,7,1000000000004,75, 
1,1,265,1760,1,1,0,15,202,1000000000002,48,1
1,1,265,1760,1,1,0,15,7,1000000000004,4, 
1,1,265,1760,2,1,4,13,202,1000000000002,67,1
1,1,265,1760,2,1,4,13,7,1000000000004,9, 
1,1,265,1805,1,6,13,72,202,1000000000002,520,1
1,1,265,1805,1,6,13,72,7,1000000000004,103, 
1,1,265,1805,2,7,33,101,202,1000000000002,655,1
1,1,265,1805,2,7,33,101,7,1000000000004,149, 
1,1,265,2385,1,5,3,25,202,1000000000002,277,1
1,1,265,2385,1,5,3,25,7,1000000000004,29, 
1,1,265,2385,2,4,5,48,202,1000000000002,437,1
1,1,265,2385,2,4,5,48,7,1000000000004,44, 
1,1,265,3160,1,2,4,11,202,1000000000002,136,1
1,1,265,3160,1,2,4,11,7,1000000000004,26, 
1,1,265,3160,2,2,5,12,202,1000000000002,192,1
1,1,265,3160,2,2,5,12,7,1000000000004,23, 
1,1,265,3505,1,7,14,89,202,1000000000002,551,1
1,1,265,3505,1,7,14,89,7,1000000000004,53, 
1,1,265,3505,2,9,59,202,202,1000000000002,823,1
1,1,265,3505,2,9,59,202,7,1000000000004,107, 
1,1,265,4340,1,4,5,42,202,1000000000002,361,1
1,1,265,4340,1,4,5,42,7,1000000000004,37, 
1,1,265,4340,2,4,16,61,202,1000000000002,372,1
1,1,265,4340,2,4,16,61,7,1000000000004,54, 
1,1,265,5420,1,41,47,457,202,1000000000002,2580,1
1,1,265,5420,1,41,47,457,7,1000000000004,590, 
1,1,265,5420,2,41,101,850,202,1000000000002,3621,1
1,1,265,5420,2,41,101,850,7,1000000000004,837, 
1,1,270,175,1,5,5,39,202,1000000000002,363,1
1,1,270,175,1,5,5,39,7,1000000000004,119, 
1,1,270,175,2,5,7,65,202,1000000000002,406,1
1,1,270,175,2,5,7,65,7,1000000000004,167, 
1,1,270,885,1,1,1,4,202,1000000000002,17,1
1,1,270,885,1,1,1,4,7,1000000000004,0, 
1,1,270,885,2,1,0,7,202,1000000000002,31,1
1,1,270,885,2,1,0,7,7,1000000000004,3, 
1,1,270,5395,1,24,8,185,202,1000000000002,1167,1
1,1,270,5395,1,24,8,185,7,1000000000004,289, 
1,1,270,5395,2,25,39,296,202,1000000000002,1795,1
1,1,270,5395,2,25,39,296,7,1000000000004,465, 
1,1,275,395,1,3,3,28,202,1000000000002,298,1
1,1,275,395,1,3,3,28,7,1000000000004,42, 
1,1,275,395,2,3,2,35,202,1000000000002,317,1
1,1,275,395,2,3,2,35,7,1000000000004,50, 
1,1,275,870,1,3,1,31,202,1000000000002,292,1
1,1,275,870,1,3,1,31,7,1000000000004,16, 
1,1,275,870,2,4,9,63,202,1000000000002,373,1
1,1,275,870,2,4,9,63,7,1000000000004,30, 
1,1,275,890,1,1,2,16,202,1000000000002,99,1
1,1,275,890,1,1,2,16,7,1000000000004,19, 
1,1,275,890,2,1,6,15,202,1000000000002,106,1
1,1,275,890,2,1,6,15,7,1000000000004,27, 
1,1,275,1455,1,3,3,30,202,1000000000002,222,1
1,1,275,1455,1,3,3,30,7,1000000000004,27, 
1,1,275,1455,2,2,2,13,202,1000000000002,222,1
1,1,275,1455,2,2,2,13,7,1000000000004,30, 
1,1,275,3375,1,3,2,37,202,1000000000002,283,1
1,1,275,3375,1,3,2,37,7,1000000000004,66, 
1,1,275,3375,2,3,11,87,202,1000000000002,282,1
1,1,275,3375,2,3,11,87,7,1000000000004,58, 
1,1,275,4050,1,3,2,45,202,1000000000002,169,1
1,1,275,4050,1,3,2,45,7,1000000000004,27, 
1,1,275,4050,2,3,7,68,202,1000000000002,204,1
1,1,275,4050,2,3,7,68,7,1000000000004,36, 
1,1,275,4565,1,2,0,23,202,1000000000002,145,1
1,1,275,4565,1,2,0,23,7,1000000000004,12, 
1,1,275,4565,2,2,5,44,202,1000000000002,193,1
1,1,275,4565,2,2,5,44,7,1000000000004,19, 
1,1,275,5775,1,25,25,260,202,1000000000002,1997,1
1,1,275,5775,1,25,25,260,7,1000000000004,396, 
1,1,275,5775,2,27,59,460,202,1000000000002,2638,1
1,1,275,5775,2,27,59,460,7,1000000000004,473, 
1,1,280,750,1,2,1,26,202,1000000000002,186,1
1,1,280,750,1,2,1,26,7,1000000000004,14, 
1,1,280,750,2,3,4,56,202,1000000000002,312,1
1,1,280,750,2,3,4,56,7,1000000000004,22, 
1,1,280,1355,1,6,5,75,202,1000000000002,477,1
1,1,280,1355,1,6,5,75,7,1000000000004,54, 
1,1,280,1355,2,7,20,112,202,1000000000002,720,1
1,1,280,1355,2,7,20,112,7,1000000000004,91, 
1,1,280,1490,1,2,2,19,202,1000000000002,155,1
1,1,280,1490,1,2,2,19,7,1000000000004,16, 
1,1,280,1490,2,2,3,22,202,1000000000002,269,1
1,1,280,1490,2,2,3,22,7,1000000000004,21, 
1,1,280,2215,1,5,5,57,202,1000000000002,353,1
1,1,280,2215,1,5,5,57,7,1000000000004,63, 
1,1,280,2215,2,5,10,92,202,1000000000002,443,1
1,1,280,2215,2,5,10,92,7,1000000000004,87, 
1,1,280,3360,1,5,4,51,202,1000000000002,489,1
1,1,280,3360,1,5,4,51,7,1000000000004,57, 
1,1,280,3360,2,6,13,166,202,1000000000002,589,1
1,1,280,3360,2,6,13,166,7,1000000000004,85, 
1,1,280,3495,1,4,7,25,202,1000000000002,265,1
1,1,280,3495,1,4,7,25,7,1000000000004,31, 
1,1,280,3495,2,4,12,108,202,1000000000002,331,1
1,1,280,3495,2,4,12,108,7,1000000000004,63, 
1,1,280,6085,1,20,38,196,202,1000000000002,1611,1
1,1,280,6085,1,20,38,196,7,1000000000004,247, 
1,1,280,6085,2,23,49,435,202,1000000000002,2460,1
1,1,280,6085,2,23,49,435,7,1000000000004,353, 
1,1,285,15,1,5,7,38,202,1000000000002,393,1
1,1,285,15,1,5,7,38,7,1000000000004,118, 
1,1,285,15,2,4,14,56,202,1000000000002,340,1
1,1,285,15,2,4,14,56,7,1000000000004,153, 
1,1,285,1130,1,2,3,11,202,1000000000002,185,1
1,1,285,1130,1,2,3,11,7,1000000000004,20, 
1,1,285,1130,2,2,2,15,202,1000000000002,154,1
1,1,285,1130,2,2,2,15,7,1000000000004,28, 
1,1,285,3835,1,4,1,20,202,1000000000002,389,1
1,1,285,3835,1,4,1,20,7,1000000000004,65, 
1,1,285,3835,2,4,7,45,202,1000000000002,399,1
1,1,285,3835,2,4,7,45,7,1000000000004,71, 
1,1,285,6045,1,25,19,206,202,1000000000002,1807,1
1,1,285,6045,1,25,19,206,7,1000000000004,607, 
1,1,285,6045,2,24,56,322,202,1000000000002,1978,1
1,1,285,6045,2,24,56,322,7,1000000000004,804, 
1,1,555,1690,1,1,0,9,202,1000000000002,108,1
1,1,555,1690,1,1,0,9,7,1000000000004,13, 
1,1,555,1690,2,1,1,24,202,1000000000002,97,1
1,1,555,1690,2,1,1,24,7,1000000000004,20, 
1,1,555,5690,1,15,18,138,202,1000000000002,1395,1
1,1,555,5690,1,15,18,138,7,1000000000004,172, 
1,1,555,5690,2,14,39,223,202,1000000000002,1273,1
1,1,555,5690,2,14,39,223,7,1000000000004,169, 
1,1,556,6875,1,13,13,111,202,1000000000002,1332,1
1,1,556,6875,1,13,13,111,7,1000000000004,409, 
1,1,556,6875,2,11,19,128,202,1000000000002,1038,1
1,1,556,6875,2,11,19,128,7,1000000000004,387, 
1,1,780,1540,1,1,1,12,202,1000000000002,99,1
1,1,780,1540,1,1,1,12,7,1000000000004,22, 
1,1,780,1540,2,1,1,15,202,1000000000002,126,1
1,1,780,1540,2,1,1,15,7,1000000000004,23, 
1,1,780,6360,1,5,7,51,202,1000000000002,366,1
1,1,780,6360,1,5,7,51,7,1000000000004,106, 
1,1,780,6360,2,6,14,84,202,1000000000002,538,1
1,1,780,6360,2,6,14,84,7,1000000000004,140, 
1,1,855,4560,1,1,1,3,202,1000000000002,59,1
1,1,855,4560,1,1,1,3,7,1000000000004,11, 
1,1,855,4560,2,1,3,4,202,1000000000002,87,1
1,1,855,4560,2,1,3,4,7,1000000000004,20, 
1,1,855,6565,1,8,4,43,202,1000000000002,476,1
1,1,855,6565,1,8,4,43,7,1000000000004,185, 
1,1,855,6565,2,8,6,75,202,1000000000002,690,1
1,1,855,6565,2,8,6,75,7,1000000000004,251, 
1,1,885,575,1,5,4,41,202,1000000000002,492,1
1,1,885,575,1,5,4,41,7,1000000000004,45, 
1,1,885,575,2,5,14,65,202,1000000000002,504,1
1,1,885,575,2,5,14,65,7,1000000000004,72, 
1,1,885,1175,1,3,0,20,202,1000000000002,295,1
1,1,885,1175,1,3,0,20,7,1000000000004,45, 
1,1,885,1175,2,2,6,23,202,1000000000002,240,1
1,1,885,1175,2,2,6,23,7,1000000000004,26, 
1,1,885,2550,1,3,8,23,202,1000000000002,272,1
1,1,885,2550,1,3,8,23,7,1000000000004,33, 
1,1,885,2550,2,3,6,21,202,1000000000002,280,1
1,1,885,2550,2,3,6,21,7,1000000000004,43, 
1,1,885,6595,1,16,30,196,202,1000000000002,1640,1
1,1,885,6595,1,16,30,196,7,1000000000004,149, 
1,1,885,6595,2,15,40,342,202,1000000000002,1642,1
1,1,885,6595,2,15,40,342,7,1000000000004,227, 
1,1,915,1535,1,1,1,11,202,1000000000002,66,1
1,1,915,1535,1,1,1,11,7,1000000000004,14, 
1,1,915,1535,2,1,2,21,202,1000000000002,83,1
1,1,915,1535,2,1,2,21,7,1000000000004,9, 
1,1,915,1575,1,1,0,6,202,1000000000002,41,1
1,1,915,1575,1,1,0,6,7,1000000000004,6, 
1,1,915,1575,2,1,2,18,202,1000000000002,69,1
1,1,915,1575,2,1,2,18,7,1000000000004,12, 
1,1,915,1585,1,1,3,19,202,1000000000002,93,1
1,1,915,1585,1,1,3,19,7,1000000000004,5, 
1,1,915,1585,2,2,13,38,202,1000000000002,181,1
1,1,915,1585,2,2,13,38,7,1000000000004,26, 
1,1,915,2950,1,2,1,11,202,1000000000002,95,1
1,1,915,2950,1,2,1,11,7,1000000000004,9, 
1,1,915,2950,2,2,3,22,202,1000000000002,156,1
1,1,915,2950,2,2,3,22,7,1000000000004,19, 
1,1,915,6435,1,15,17,157,202,1000000000002,957,1
1,1,915,6435,1,15,17,157,7,1000000000004,235, 
1,1,915,6435,2,15,46,238,202,1000000000002,1336,1
1,1,915,6435,2,15,46,238,7,1000000000004,278, 
1,1,955,85,1,3,3,18,202,1000000000002,178,1
1,1,955,85,1,3,3,18,7,1000000000004,31, 
1,1,955,85,2,3,4,25,202,1000000000002,172,1
1,1,955,85,2,3,4,25,7,1000000000004,21, 
1,1,955,2725,1,6,7,47,202,1000000000002,446,1
1,1,955,2725,1,6,7,47,7,1000000000004,97, 
1,1,955,2725,2,5,11,59,202,1000000000002,426,1
1,1,955,2725,2,5,11,59,7,1000000000004,116, 
1,1,955,6480,1,5,2,51,202,1000000000002,384,1
1,1,955,6480,1,5,2,51,7,1000000000004,111, 
1,1,955,6480,2,5,10,63,202,1000000000002,451,1
1,1,955,6480,2,5,10,63,7,1000000000004,117, 
1,1,960,1650,1,2,2,23,202,1000000000002,110,1
1,1,960,1650,1,2,2,23,7,1000000000004,56, 
1,1,960,1650,2,2,1,27,202,1000000000002,151,1
1,1,960,1650,2,2,1,27,7,1000000000004,62, 
1,1,960,6485,1,5,8,51,202,1000000000002,319,1
1,1,960,6485,1,5,8,51,7,1000000000004,113, 
1,1,960,6485,2,5,9,55,202,1000000000002,363,1
1,1,960,6485,2,5,9,55,7,1000000000004,127, 
1,1,990,6615,1,6,5,80,202,1000000000002,497,1
1,1,990,6615,1,6,5,80,7,1000000000004,109, 
1,1,990,6615,2,6,6,110,202,1000000000002,584,1
1,1,990,6615,2,6,6,110,7,1000000000004,148, 
1,2,165,795,1,4,4,69,202,1000000000002,687,1
1,2,165,795,1,4,4,69,7,1000000000004,177, 
1,2,165,795,2,4,8,81,202,1000000000002,507,1
1,2,165,795,2,4,8,81,7,1000000000004,181, 
1,2,165,1255,1,4,10,98,202,1000000000002,492,1
1,2,165,1255,1,4,10,98,7,1000000000004,93, 
1,2,165,1255,2,4,9,110,202,1000000000002,376,1
1,2,165,1255,2,4,9,110,7,1000000000004,93, 
1,2,165,1890,1,3,4,59,202,1000000000002,331,1
1,2,165,1890,1,3,4,59,7,1000000000004,66, 
1,2,165,1890,2,3,8,97,202,1000000000002,222,1
1,2,165,1890,2,3,8,97,7,1000000000004,71, 
1,2,165,3285,1,3,3,102,202,1000000000002,477,1
1,2,165,3285,1,3,3,102,7,1000000000004,102, 
1,2,165,3285,2,3,14,163,202,1000000000002,349,1
1,2,165,3285,2,3,14,163,7,1000000000004,113, 
1,2,165,3545,1,3,8,62,202,1000000000002,404,1
1,2,165,3545,1,3,8,62,7,1000000000004,76, 
1,2,165,3545,2,4,7,60,202,1000000000002,419,1
1,2,165,3545,2,4,7,60,7,1000000000004,124, 
1,2,165,3670,1,5,9,96,202,1000000000002,625,1
1,2,165,3670,1,5,9,96,7,1000000000004,142, 
1,2,165,3670,2,5,13,124,202,1000000000002,547,1
1,2,165,3670,2,5,13,124,7,1000000000004,154, 
1,2,165,3710,1,3,1,40,202,1000000000002,313,1
1,2,165,3710,1,3,1,40,7,1000000000004,204, 
1,2,165,3710,2,3,1,55,202,1000000000002,237,1
1,2,165,3710,2,3,1,55,7,1000000000004,217, 
1,2,165,3860,1,11,26,510,202,1000000000002,1381,1
1,2,165,3860,1,11,26,510,7,1000000000004,154, 
1,2,165,3860,2,11,84,672,202,1000000000002,933,1
1,2,165,3860,2,11,84,672,7,1000000000004,200, 
1,2,165,5035,1,16,14,433,202,1000000000002,1611,1
1,2,165,5035,1,16,14,433,7,1000000000004,1147, 
1,2,165,5035,2,19,21,524,202,1000000000002,1676,1
1,2,165,5035,2,19,21,524,7,1000000000004,1483, 
1,2,165,5375,1,21,33,633,202,1000000000002,2688,1
1,2,165,5375,1,21,33,633,7,1000000000004,1311, 
1,2,165,5375,2,22,52,875,202,1000000000002,2510,1
1,2,165,5375,2,22,52,875,7,1000000000004,1491, 
1,2,165,6630,1,26,52,712,202,1000000000002,4006,1
1,2,165,6630,1,26,52,712,7,1000000000004,591, 
1,2,165,6630,2,28,122,1337,202,1000000000002,3383,1
1,2,165,6630,2,28,122,1337,7,1000000000004,690, 
1,2,170,170,1,4,8,121,202,1000000000002,482,1
1,2,170,170,1,4,8,121,7,1000000000004,142, 
1,2,170,170,2,4,11,155,202,1000000000002,385,1
1,2,170,170,2,4,11,155,7,1000000000004,173, 
1,2,170,2315,1,4,2,80,202,1000000000002,550,1
1,2,170,2315,1,4,2,80,7,1000000000004,192, 
1,2,170,2315,2,4,7,119,202,1000000000002,451,1
1,2,170,2315,2,4,7,119,7,1000000000004,199, 
1,2,170,3655,1,1,0,26,202,1000000000002,162,1
1,2,170,3655,1,1,0,26,7,1000000000004,30, 
1,2,170,3655,2,1,1,25,202,1000000000002,152,1
1,2,170,3655,2,1,1,25,7,1000000000004,34, 
1,2,170,3995,1,3,0,18,202,1000000000002,272,1
1,2,170,3995,1,3,0,18,7,1000000000004,88, 
1,2,170,3995,2,2,3,34,202,1000000000002,184,1
1,2,170,3995,2,2,3,34,7,1000000000004,90, 
1,2,170,5975,1,9,15,178,202,1000000000002,971,1
1,2,170,5975,1,9,15,178,7,1000000000004,652, 
1,2,170,5975,2,10,13,239,202,1000000000002,936,1
1,2,170,5975,2,10,13,239,7,1000000000004,719, 
1,2,175,275,1,5,2,90,202,1000000000002,635,1
1,2,175,275,1,5,2,90,7,1000000000004,183, 
1,2,175,275,2,5,7,83,202,1000000000002,548,1
1,2,175,275,2,5,7,83,7,1000000000004,209, 
1,2,175,345,1,4,6,51,202,1000000000002,419,1
1,2,175,345,1,4,6,51,7,1000000000004,125, 
1,2,175,345,2,4,6,76,202,1000000000002,372,1
1,2,175,345,2,4,6,76,7,1000000000004,102, 
1,2,175,3595,1,7,8,147,202,1000000000002,1072,1
1,2,175,3595,1,7,8,147,7,1000000000004,264, 
1,2,175,3595,2,7,14,174,202,1000000000002,942,1
1,2,175,3595,2,7,14,174,7,1000000000004,264, 
1,2,175,3775,1,3,3,40,202,1000000000002,361,1
1,2,175,3775,1,3,3,40,7,1000000000004,72, 
1,2,175,3775,2,3,4,56,202,1000000000002,310,1
1,2,175,3775,2,3,4,56,7,1000000000004,71, 
1,2,175,3900,1,1,1,29,202,1000000000002,154,1
1,2,175,3900,1,1,1,29,7,1000000000004,46, 
1,2,175,3900,2,1,1,23,202,1000000000002,137,1
1,2,175,3900,2,1,1,23,7,1000000000004,53, 
1,2,175,4515,1,1,0,11,202,1000000000002,135,1
1,2,175,4515,1,1,0,11,7,1000000000004,67, 
1,2,175,4515,2,1,2,20,202,1000000000002,96,1
1,2,175,4515,2,1,2,20,7,1000000000004,58, 
1,2,175,5995,1,16,16,342,202,1000000000002,2278,1
1,2,175,5995,1,16,16,342,7,1000000000004,695, 
1,2,175,5995,2,18,29,453,202,1000000000002,2475,1
1,2,175,5995,2,18,29,453,7,1000000000004,848, 
1,2,180,3500,1,7,10,87,202,1000000000002,933,1
1,2,180,3500,1,7,10,87,7,1000000000004,363, 
1,2,180,3500,2,6,16,124,202,1000000000002,748,1
1,2,180,3500,2,6,16,124,7,1000000000004,346, 
1,2,180,5245,1,16,30,267,202,1000000000002,2371,1
1,2,180,5245,1,16,30,267,7,1000000000004,524, 
1,2,180,5245,2,16,42,457,202,1000000000002,2047,1
1,2,180,5245,2,16,42,457,7,1000000000004,654, 
1,2,185,5350,1,17,21,247,202,1000000000002,2362,1
1,2,185,5350,1,17,21,247,7,1000000000004,1110, 
1,2,185,5350,2,15,34,323,202,1000000000002,1782,1
1,2,185,5350,2,15,34,323,7,1000000000004,1125, 
1,2,760,6340,1,16,12,249,202,1000000000002,2161,1
1,2,760,6340,1,16,12,249,7,1000000000004,1194, 
1,2,760,6340,2,15,14,279,202,1000000000002,1721,1
1,2,760,6340,2,15,14,279,7,1000000000004,1216, 
1,2,950,6470,1,6,3,80,202,1000000000002,740,1
1,2,950,6470,1,6,3,80,7,1000000000004,418, 
1,2,950,6470,2,6,14,91,202,1000000000002,578,1
1,2,950,6470,2,6,14,91,7,1000000000004,425, 
1,2,950,6475,1,1,2,10,202,1000000000002,92,1
1,2,950,6475,1,1,2,10,7,1000000000004,88, 
1,2,950,6475,2,1,0,6,202,1000000000002,72,1
1,2,950,6475,2,1,0,6,7,1000000000004,78, 
1,3,235,585,1,6,7,55,202,1000000000002,375,1
1,3,235,585,1,6,7,55,7,1000000000004,96, 
1,3,235,585,2,7,11,102,202,1000000000002,679,1
1,3,235,585,2,7,11,102,7,1000000000004,165, 
1,3,235,1445,1,10,10,84,202,1000000000002,852,1
1,3,235,1445,1,10,10,84,7,1000000000004,148, 
1,3,235,1445,2,11,19,168,202,1000000000002,1625,1
1,3,235,1445,2,11,19,168,7,1000000000004,275, 
