DIGNIDAD_CODIGO,PROVINCIA_CODIGO,CANTON_CODIGO,PARROQUIA_CODIGO,SEXO,NUMERO_DE_JUNTAS,VOTOS_EN_BLANCO,VOTOS_NULOS,OP_CODIGO,CANDIDATO_CODIGO,CANDIDATO_VOTOS,CANDIDATO_ESTADO
1,6,200,1415,1,1,3,25,7,1000000000004,37, 
1,6,200,1415,2,2,1,22,202,1000000000002,121,1
1,6,200,1415,2,2,1,22,7,1000000000004,35, 
1,6,200,1705,1,3,6,55,202,1000000000002,459,1
1,6,200,1705,1,3,6,55,7,1000000000004,112, 
1,6,200,1705,2,3,9,86,202,1000000000002,440,1
1,6,200,1705,2,3,9,86,7,1000000000004,132, 
1,6,200,2080,1,1,1,10,202,1000000000002,108,1
1,6,200,2080,1,1,1,10,7,1000000000004,28, 
1,6,200,2080,2,1,1,7,202,1000000000002,115,1
1,6,200,2080,2,1,1,7,7,1000000000004,32, 
1,6,200,3295,1,12,14,340,202,1000000000002,1927,1
1,6,200,3295,1,12,14,340,7,1000000000004,381, 
1,6,200,3295,2,13,50,491,202,1000000000002,2032,1
1,6,200,3295,2,13,50,491,7,1000000000004,442, 
1,6,200,3425,1,3,2,32,202,1000000000002,327,1
1,6,200,3425,1,3,2,32,7,1000000000004,89, 
1,6,200,3425,2,3,7,70,202,1000000000002,388,1
1,6,200,3425,2,3,7,70,7,1000000000004,95, 
1,6,200,3450,1,5,7,134,202,1000000000002,665,1
1,6,200,3450,1,5,7,134,7,1000000000004,149, 
1,6,200,3450,2,5,20,162,202,1000000000002,655,1
1,6,200,3450,2,5,20,162,7,1000000000004,152, 
1,6,200,5315,1,3,5,61,202,1000000000002,379,1
1,6,200,5315,1,3,5,61,7,1000000000004,52, 
1,6,200,5315,2,4,14,61,202,1000000000002,422,1
1,6,200,5315,2,4,14,61,7,1000000000004,59, 
1,6,200,5550,1,16,17,254,202,1000000000002,2110,1
1,6,200,5550,1,16,17,254,7,1000000000004,542, 
1,6,200,5550,2,18,30,330,202,1000000000002,2418,1
1,6,200,5550,2,18,30,330,7,1000000000004,613, 
1,6,205,500,1,1,0,28,202,1000000000002,137,1
1,6,205,500,1,1,0,28,7,1000000000004,52, 
1,6,205,500,2,1,6,28,202,1000000000002,115,1
1,6,205,500,2,1,6,28,7,1000000000004,57, 
1,6,205,610,1,20,20,513,202,1000000000002,3266,1
1,6,205,610,1,20,20,513,7,1000000000004,990, 
1,6,205,610,2,21,71,823,202,1000000000002,2808,1
1,6,205,610,2,21,71,823,7,1000000000004,1007, 
1,6,205,1865,1,3,6,86,202,1000000000002,490,1
1,6,205,1865,1,3,6,86,7,1000000000004,37, 
1,6,205,1865,2,3,8,118,202,1000000000002,395,1
1,6,205,1865,2,3,8,118,7,1000000000004,47, 
1,6,205,4430,1,5,16,90,202,1000000000002,397,1
1,6,205,4430,1,5,16,90,7,1000000000004,148, 
1,6,205,4430,2,5,28,151,202,1000000000002,269,1
1,6,205,4430,2,5,28,151,7,1000000000004,166, 
1,6,205,5145,1,21,37,339,202,1000000000002,2533,1
1,6,205,5145,1,21,37,339,7,1000000000004,754, 
1,6,205,5145,2,21,92,766,202,1000000000002,2063,1
1,6,205,5145,2,21,92,766,7,1000000000004,768, 
1,6,205,6080,1,15,29,487,202,1000000000002,2062,1
1,6,205,6080,1,15,29,487,7,1000000000004,509, 
1,6,205,6080,2,16,53,748,202,1000000000002,1740,1
1,6,205,6080,2,16,53,748,7,1000000000004,543, 
1,6,210,555,1,7,10,265,202,1000000000002,961,1
1,6,210,555,1,7,10,265,7,1000000000004,266, 
1,6,210,555,2,7,34,399,202,1000000000002,738,1
1,6,210,555,2,7,34,399,7,1000000000004,299, 
1,6,210,2730,1,9,14,231,202,1000000000002,1496,1
1,6,210,2730,1,9,14,231,7,1000000000004,233, 
1,6,210,2730,2,9,43,591,202,1000000000002,1194,1
1,6,210,2730,2,9,43,591,7,1000000000004,301, 
1,6,210,5430,1,22,22,657,202,1000000000002,3551,1
1,6,210,5430,1,22,22,657,7,1000000000004,672, 
1,6,210,5430,2,22,38,1130,202,1000000000002,3040,1
1,6,210,5430,2,22,38,1130,7,1000000000004,797, 
1,6,215,20,1,11,44,407,202,1000000000002,1202,1
1,6,215,20,1,11,44,407,7,1000000000004,300, 
1,6,215,20,2,10,95,689,202,1000000000002,903,1
1,6,215,20,2,10,95,689,7,1000000000004,374, 
1,6,215,1465,1,4,10,77,202,1000000000002,293,1
1,6,215,1465,1,4,10,77,7,1000000000004,68, 
1,6,215,1465,2,4,33,186,202,1000000000002,332,1
1,6,215,1465,2,4,33,186,7,1000000000004,114, 
1,6,215,1660,1,4,13,48,202,1000000000002,374,1
1,6,215,1660,1,4,13,48,7,1000000000004,72, 
1,6,215,1660,2,4,13,91,202,1000000000002,392,1
1,6,215,1660,2,4,13,91,7,1000000000004,119, 
1,6,215,2485,1,2,10,35,202,1000000000002,257,1
1,6,215,2485,1,2,10,35,7,1000000000004,39, 
1,6,215,2485,2,2,9,56,202,1000000000002,207,1
1,6,215,2485,2,2,9,56,7,1000000000004,36, 
1,6,215,2905,1,1,1,5,202,1000000000002,30,1
1,6,215,2905,1,1,1,5,7,1000000000004,8, 
1,6,215,2905,2,1,2,15,202,1000000000002,34,1
1,6,215,2905,2,1,2,15,7,1000000000004,3, 
1,6,215,3025,1,1,3,31,202,1000000000002,115,1
1,6,215,3025,1,1,3,31,7,1000000000004,32, 
1,6,215,3025,2,1,6,59,202,1000000000002,99,1
1,6,215,3025,2,1,6,59,7,1000000000004,36, 
1,6,215,3820,1,1,4,25,202,1000000000002,133,1
1,6,215,3820,1,1,4,25,7,1000000000004,17, 
1,6,215,3820,2,1,5,44,202,1000000000002,124,1
1,6,215,3820,2,1,5,44,7,1000000000004,20, 
1,6,215,3845,1,5,12,89,202,1000000000002,460,1
1,6,215,3845,1,5,12,89,7,1000000000004,124, 
1,6,215,3845,2,4,11,152,202,1000000000002,397,1
1,6,215,3845,2,4,11,152,7,1000000000004,149, 
1,6,215,4030,1,9,37,397,202,1000000000002,1385,1
1,6,215,4030,1,9,37,397,7,1000000000004,252, 
1,6,215,4030,2,10,35,755,202,1000000000002,1121,1
1,6,215,4030,2,10,35,755,7,1000000000004,274, 
1,6,215,5010,1,15,21,329,202,1000000000002,1439,1
1,6,215,5010,1,15,21,329,7,1000000000004,477, 
1,6,215,5010,2,16,46,557,202,1000000000002,1415,1
1,6,215,5010,2,16,46,557,7,1000000000004,633, 
1,6,220,515,1,1,2,13,202,1000000000002,62,1
1,6,220,515,1,1,2,13,7,1000000000004,28, 
1,6,220,515,2,1,4,19,202,1000000000002,79,1
1,6,220,515,2,1,4,19,7,1000000000004,20, 
1,6,220,615,1,1,3,18,202,1000000000002,107,1
1,6,220,615,1,1,3,18,7,1000000000004,36, 
1,6,220,615,2,1,5,32,202,1000000000002,117,1
1,6,220,615,2,1,5,32,7,1000000000004,58, 
1,6,220,1370,1,2,2,33,202,1000000000002,193,1
1,6,220,1370,1,2,2,33,7,1000000000004,46, 
1,6,220,1370,2,2,31,60,202,1000000000002,179,1
1,6,220,1370,2,2,31,60,7,1000000000004,66, 
1,6,220,2260,1,2,2,21,202,1000000000002,165,1
1,6,220,2260,1,2,2,21,7,1000000000004,36, 
1,6,220,2260,2,2,7,37,202,1000000000002,184,1
1,6,220,2260,2,2,7,37,7,1000000000004,54, 
1,6,220,5255,1,12,9,203,202,1000000000002,1008,1
1,6,220,5255,1,12,9,203,7,1000000000004,355, 
1,6,220,5255,2,12,43,411,202,1000000000002,1125,1
1,6,220,5255,2,12,43,411,7,1000000000004,505, 
1,6,225,925,1,1,0,6,202,1000000000002,70,1
1,6,225,925,1,1,0,6,7,1000000000004,11, 
1,6,225,925,2,1,0,12,202,1000000000002,57,1
1,6,225,925,2,1,0,12,7,1000000000004,8, 
1,6,225,1110,1,2,4,33,202,1000000000002,262,1
1,6,225,1110,1,2,4,33,7,1000000000004,66, 
1,6,225,1110,2,2,3,37,202,1000000000002,239,1
1,6,225,1110,2,2,3,37,7,1000000000004,51, 
1,6,225,1325,1,1,0,7,202,1000000000002,64,1
1,6,225,1325,1,1,0,7,7,1000000000004,14, 
1,6,225,1325,2,1,1,0,202,1000000000002,54,1
1,6,225,1325,2,1,1,0,7,1000000000004,12, 
1,6,225,2400,1,1,0,20,202,1000000000002,162,1
1,6,225,2400,1,1,0,20,7,1000000000004,41, 
1,6,225,2400,2,1,1,25,202,1000000000002,159,1
1,6,225,2400,2,1,1,25,7,1000000000004,56, 
1,6,225,2975,1,2,0,24,202,1000000000002,170,1
1,6,225,2975,1,2,0,24,7,1000000000004,37, 
1,6,225,2975,2,2,7,47,202,1000000000002,133,1
1,6,225,2975,2,2,7,47,7,1000000000004,42, 
1,6,225,3335,1,2,4,26,202,1000000000002,284,1
1,6,225,3335,1,2,4,26,7,1000000000004,87, 
1,6,225,3335,2,2,5,55,202,1000000000002,308,1
1,6,225,3335,2,2,5,55,7,1000000000004,81, 
1,6,225,5740,1,4,4,60,202,1000000000002,432,1
1,6,225,5740,1,4,4,60,7,1000000000004,128, 
1,6,225,5740,2,4,3,70,202,1000000000002,402,1
1,6,225,5740,2,4,3,70,7,1000000000004,128, 
1,6,830,6540,1,14,21,195,202,1000000000002,2083,1
1,6,830,6540,1,14,21,195,7,1000000000004,425, 
1,6,830,6540,2,13,27,305,202,1000000000002,1964,1
1,6,830,6540,2,13,27,305,7,1000000000004,394, 
1,6,900,6420,1,13,22,206,202,1000000000002,1819,1
1,6,900,6420,1,13,22,206,7,1000000000004,539, 
1,6,900,6420,2,12,36,307,202,1000000000002,1600,1
1,6,900,6420,2,12,36,307,7,1000000000004,697, 
1,7,350,255,1,1,3,14,202,1000000000002,151,1
1,7,350,255,1,1,3,14,7,1000000000004,59, 
1,7,350,255,2,1,1,4,202,1000000000002,118,1
1,7,350,255,2,1,1,4,7,1000000000004,50, 
1,7,350,5565,1,3,3,37,202,1000000000002,380,1
1,7,350,5565,1,3,3,37,7,1000000000004,202, 
1,7,350,5565,2,3,3,51,202,1000000000002,344,1
1,7,350,5565,2,3,3,51,7,1000000000004,199, 
1,7,350,5625,1,197,289,3234,202,1000000000002,20510,1
1,7,350,5625,1,197,289,3234,7,1000000000004,15009, 
1,7,350,5625,2,196,224,4351,202,1000000000002,20665,1
1,7,350,5625,2,196,224,4351,7,1000000000004,15237, 
1,7,350,5805,1,27,39,353,202,1000000000002,2400,1
1,7,350,5805,1,27,39,353,7,1000000000004,2661, 
1,7,350,5805,2,25,42,461,202,1000000000002,2052,1
1,7,350,5805,2,25,42,461,7,1000000000004,2661, 
1,7,350,6490,1,4,10,62,202,1000000000002,621,1
1,7,350,6490,1,4,10,62,7,1000000000004,267, 
1,7,350,6490,2,5,8,88,202,1000000000002,708,1
1,7,350,6490,2,5,8,88,7,1000000000004,352, 
1,7,350,6795,1,8,10,102,202,1000000000002,987,1
1,7,350,6795,1,8,10,102,7,1000000000004,462, 
1,7,350,6795,2,7,7,115,202,1000000000002,837,1
1,7,350,6795,2,7,7,115,7,1000000000004,431, 
1,7,355,325,1,3,3,45,202,1000000000002,353,1
1,7,355,325,1,3,3,45,7,1000000000004,201, 
1,7,355,325,2,3,3,56,202,1000000000002,336,1
1,7,355,325,2,3,3,56,7,1000000000004,225, 
1,7,355,1665,1,2,2,8,202,1000000000002,165,1
1,7,355,1665,1,2,2,8,7,1000000000004,55, 
1,7,355,1665,2,2,2,16,202,1000000000002,161,1
1,7,355,1665,2,2,2,16,7,1000000000004,64, 
1,7,355,1815,1,2,3,7,202,1000000000002,66,1
1,7,355,1815,1,2,3,7,7,1000000000004,46, 
1,7,355,1815,2,2,5,10,202,1000000000002,64,1
1,7,355,1815,2,2,5,10,7,1000000000004,42, 
1,7,355,2005,1,3,4,29,202,1000000000002,364,1
1,7,355,2005,1,3,4,29,7,1000000000004,146, 
1,7,355,2005,2,3,1,32,202,1000000000002,364,1
1,7,355,2005,2,3,1,32,7,1000000000004,154, 
1,7,355,3330,1,1,0,3,202,1000000000002,82,1
1,7,355,3330,1,1,0,3,7,1000000000004,57, 
1,7,355,3330,2,1,0,0,202,1000000000002,86,1
1,7,355,3330,2,1,0,0,7,1000000000004,52, 
1,7,355,4215,1,2,5,22,202,1000000000002,202,1
1,7,355,4215,1,2,5,22,7,1000000000004,64, 
1,7,355,4215,2,1,1,22,202,1000000000002,162,1
1,7,355,4215,2,1,1,22,7,1000000000004,61, 
1,7,355,4525,1,1,1,13,202,1000000000002,163,1
1,7,355,4525,1,1,1,13,7,1000000000004,50, 
1,7,355,4525,2,1,0,13,202,1000000000002,181,1
1,7,355,4525,2,1,0,13,7,1000000000004,62, 
1,7,355,6060,1,61,79,637,202,1000000000002,6726,1
1,7,355,6060,1,61,79,637,7,1000000000004,4222, 
1,7,355,6060,2,58,94,888,202,1000000000002,6294,1
1,7,355,6060,2,58,94,888,7,1000000000004,4435, 
1,7,355,6670,1,1,0,5,202,1000000000002,62,1
1,7,355,6670,1,1,0,5,7,1000000000004,26, 
1,7,355,6670,2,1,0,6,202,1000000000002,51,1
1,7,355,6670,2,1,0,6,7,1000000000004,29, 
1,7,360,5,1,2,2,26,202,1000000000002,221,1
1,7,360,5,1,2,2,26,7,1000000000004,27, 
1,7,360,5,2,2,1,24,202,1000000000002,177,1
1,7,360,5,2,2,1,24,7,1000000000004,24, 
1,7,360,1420,1,4,5,74,202,1000000000002,541,1
1,7,360,1420,1,4,5,74,7,1000000000004,51, 
1,7,360,1420,2,4,12,145,202,1000000000002,430,1
1,7,360,1420,2,4,12,145,7,1000000000004,99, 
1,7,360,1425,1,2,2,19,202,1000000000002,234,1
1,7,360,1425,1,2,2,19,7,1000000000004,67, 
1,7,360,1425,2,2,0,27,202,1000000000002,210,1
1,7,360,1425,2,2,0,27,7,1000000000004,52, 
1,7,360,1655,1,3,4,33,202,1000000000002,359,1
1,7,360,1655,1,3,4,33,7,1000000000004,115, 
1,7,360,1655,2,3,3,38,202,1000000000002,347,1
1,7,360,1655,2,3,3,38,7,1000000000004,127, 
1,7,360,1700,1,1,1,4,202,1000000000002,113,1
1,7,360,1700,1,1,1,4,7,1000000000004,13, 
1,7,360,1700,2,1,2,15,202,1000000000002,130,1
1,7,360,1700,2,1,2,15,7,1000000000004,24, 
1,7,360,1750,1,1,1,4,202,1000000000002,95,1
1,7,360,1750,1,1,1,4,7,1000000000004,16, 
1,7,360,1750,2,1,0,11,202,1000000000002,88,1
1,7,360,1750,2,1,0,11,7,1000000000004,18, 
1,7,360,2350,1,2,2,16,202,1000000000002,177,1
1,7,360,2350,1,2,2,16,7,1000000000004,62, 
1,7,360,2350,2,2,2,8,202,1000000000002,148,1
1,7,360,2350,2,2,2,8,7,1000000000004,61, 
1,7,360,4445,1,2,1,12,202,1000000000002,213,1
1,7,360,4445,1,2,1,12,7,1000000000004,65, 
1,7,360,4445,2,1,0,6,202,1000000000002,163,1
1,7,360,4445,2,1,0,6,7,1000000000004,66, 
1,7,360,4450,1,1,0,6,202,1000000000002,135,1
1,7,360,4450,1,1,0,6,7,1000000000004,37, 
1,7,360,4450,2,1,1,12,202,1000000000002,128,1
1,7,360,4450,2,1,1,12,7,1000000000004,28, 
1,7,360,6310,1,17,18,249,202,1000000000002,2034,1
1,7,360,6310,1,17,18,249,7,1000000000004,820, 
1,7,360,6310,2,16,49,279,202,1000000000002,1890,1
1,7,360,6310,2,16,49,279,7,1000000000004,833, 
1,7,365,390,1,7,12,96,202,1000000000002,884,1
1,7,365,390,1,7,12,96,7,1000000000004,377, 
1,7,365,390,2,6,5,126,202,1000000000002,645,1
1,7,365,390,2,6,5,126,7,1000000000004,391, 
1,7,365,775,1,1,1,5,202,1000000000002,37,1
1,7,365,775,1,1,1,5,7,1000000000004,23, 
1,7,365,775,2,1,2,4,202,1000000000002,38,1
1,7,365,775,2,1,2,4,7,1000000000004,15, 
1,7,365,1225,1,3,0,30,202,1000000000002,328,1
1,7,365,1225,1,3,0,30,7,1000000000004,99, 
1,7,365,1225,2,3,6,33,202,1000000000002,291,1
1,7,365,1225,2,3,6,33,7,1000000000004,107, 
1,7,365,2075,1,4,4,49,202,1000000000002,414,1
1,7,365,2075,1,4,4,49,7,1000000000004,256, 
1,7,365,2075,2,3,0,71,202,1000000000002,313,1
1,7,365,2075,2,3,0,71,7,1000000000004,237, 
1,7,365,4160,1,3,2,34,202,1000000000002,314,1
1,7,365,4160,1,3,2,34,7,1000000000004,68, 
1,7,365,4160,2,2,4,30,202,1000000000002,251,1
1,7,365,4160,2,2,4,30,7,1000000000004,45, 
1,7,365,4495,1,1,1,13,202,1000000000002,134,1
1,7,365,4495,1,1,1,13,7,1000000000004,72, 
1,7,365,4495,2,1,1,18,202,1000000000002,122,1
1,7,365,4495,2,1,1,18,7,1000000000004,70, 
1,7,365,5770,1,67,76,1112,202,1000000000002,6860,1
1,7,365,5770,1,67,76,1112,7,1000000000004,5219, 
1,7,365,5770,2,64,71,1396,202,1000000000002,6073,1
1,7,365,5770,2,64,71,1396,7,1000000000004,5487, 
1,7,365,6365,1,1,1,16,202,1000000000002,74,1
1,7,365,6365,1,1,1,16,7,1000000000004,58, 
1,7,365,6365,2,1,1,14,202,1000000000002,83,1
1,7,365,6365,2,1,1,14,7,1000000000004,73, 
1,7,365,6370,1,1,0,0,202,1000000000002,9,1
1,7,365,6370,1,1,0,0,7,1000000000004,8, 
1,7,365,6370,2,1,0,2,202,1000000000002,8,1
1,7,365,6370,2,1,0,2,7,1000000000004,8, 
1,7,365,6375,1,1,0,1,202,1000000000002,37,1
1,7,365,6375,1,1,0,1,7,1000000000004,9, 
1,7,365,6375,2,1,1,0,202,1000000000002,49,1
1,7,365,6375,2,1,1,0,7,1000000000004,11, 
1,7,370,505,1,2,79,19,202,1000000000002,270,1
1,7,370,505,1,2,79,19,7,1000000000004,46, 
1,7,370,505,2,2,3,39,202,1000000000002,228,1
1,7,370,505,2,2,3,39,7,1000000000004,49, 
1,7,370,1385,1,1,2,9,202,1000000000002,133,1
1,7,370,1385,1,1,2,9,7,1000000000004,37, 
1,7,370,1385,2,1,3,20,202,1000000000002,156,1
1,7,370,1385,2,1,3,20,7,1000000000004,58, 
1,7,370,2230,1,2,1,14,202,1000000000002,232,1
1,7,370,2230,1,2,1,14,7,1000000000004,49, 
1,7,370,2230,2,2,2,33,202,1000000000002,192,1
1,7,370,2230,2,2,2,33,7,1000000000004,48, 
1,7,370,2465,1,3,3,31,202,1000000000002,337,1
1,7,370,2465,1,3,3,31,7,1000000000004,82, 
1,7,370,2465,2,2,5,36,202,1000000000002,275,1
1,7,370,2465,2,2,5,36,7,1000000000004,69, 
1,7,370,2850,1,2,1,9,202,1000000000002,144,1
1,7,370,2850,1,2,1,9,7,1000000000004,35, 
1,7,370,2850,2,1,2,6,202,1000000000002,113,1
1,7,370,2850,2,1,2,6,7,1000000000004,26, 
1,7,370,3650,1,1,3,10,202,1000000000002,151,1
1,7,370,3650,1,1,3,10,7,1000000000004,34, 
1,7,370,3650,2,1,5,18,202,1000000000002,122,1
1,7,370,3650,2,1,5,18,7,1000000000004,38, 
1,7,370,5790,1,23,22,380,202,1000000000002,2591,1
1,7,370,5790,1,23,22,380,7,1000000000004,1039, 
1,7,370,5790,2,22,34,572,202,1000000000002,2559,1
1,7,370,5790,2,22,34,572,7,1000000000004,1096, 
1,7,370,6675,1,1,0,0,202,1000000000002,1,1
1,7,370,6675,1,1,0,0,7,1000000000004,0, 
1,7,370,6675,2,1,0,0,202,1000000000002,4,1
1,7,370,6675,2,1,0,0,7,1000000000004,0, 
1,7,370,6680,1,1,0,4,202,1000000000002,13,1
1,7,370,6680,1,1,0,4,7,1000000000004,2, 
1,7,370,6680,2,1,0,3,202,1000000000002,12,1
1,7,370,6680,2,1,0,3,7,1000000000004,5, 
1,7,375,805,1,1,0,8,202,1000000000002,122,1
1,7,375,805,1,1,0,8,7,1000000000004,68, 
1,7,375,805,2,1,7,1,202,1000000000002,118,1
1,7,375,805,2,1,7,1,7,1000000000004,62, 
1,7,375,1695,1,1,0,1,202,1000000000002,28,1
1,7,375,1695,1,1,0,1,7,1000000000004,16, 
1,7,375,1695,2,1,0,4,202,1000000000002,22,1
1,7,375,1695,2,1,0,4,7,1000000000004,13, 
1,7,375,2715,1,3,2,21,202,1000000000002,318,1
1,7,375,2715,1,3,2,21,7,1000000000004,137, 
1,7,375,2715,2,2,1,32,202,1000000000002,252,1
1,7,375,2715,2,2,1,32,7,1000000000004,109, 
1,7,375,5040,1,21,28,226,202,1000000000002,2508,1
1,7,375,5040,1,21,28,226,7,1000000000004,1471, 
1,7,375,5040,2,20,26,290,202,1000000000002,2484,1
1,7,375,5040,2,20,26,290,7,1000000000004,1352, 
1,7,380,245,1,2,7,16,202,1000000000002,263,1
1,7,380,245,1,2,7,16,7,1000000000004,105, 
1,7,380,245,2,2,6,37,202,1000000000002,204,1
1,7,380,245,2,2,6,37,7,1000000000004,103, 
1,7,380,300,1,6,8,54,202,1000000000002,802,1
1,7,380,300,1,6,8,54,7,1000000000004,283, 
1,7,380,300,2,5,18,80,202,1000000000002,616,1
1,7,380,300,2,5,18,80,7,1000000000004,247, 
1,7,380,4000,1,8,9,58,202,1000000000002,810,1
1,7,380,4000,1,8,9,58,7,1000000000004,369, 
1,7,380,4000,2,7,12,77,202,1000000000002,617,1
1,7,380,4000,2,7,12,77,7,1000000000004,375, 
1,7,380,5340,1,34,42,399,202,1000000000002,4586,1
1,7,380,5340,1,34,42,399,7,1000000000004,1839, 
1,7,380,5340,2,28,47,539,202,1000000000002,3742,1
1,7,380,5340,2,28,47,539,7,1000000000004,1758, 
1,7,585,5715,1,4,3,39,202,1000000000002,556,1
1,7,585,5715,1,4,3,39,7,1000000000004,167, 
1,7,585,5715,2,4,5,53,202,1000000000002,452,1
1,7,585,5715,2,4,5,53,7,1000000000004,161, 
1,7,690,740,1,1,0,9,202,1000000000002,119,1
1,7,690,740,1,1,0,9,7,1000000000004,28, 
1,7,690,740,2,1,1,10,202,1000000000002,90,1
1,7,690,740,2,1,1,10,7,1000000000004,29, 
1,7,690,3275,1,2,3,15,202,1000000000002,196,1
1,7,690,3275,1,2,3,15,7,1000000000004,31, 
1,7,690,3275,2,2,3,10,202,1000000000002,147,1
1,7,690,3275,2,2,3,10,7,1000000000004,38, 
1,7,690,4520,1,1,0,7,202,1000000000002,95,1
1,7,690,4520,1,1,0,7,7,1000000000004,32, 
1,7,690,4520,2,1,2,13,202,1000000000002,81,1
1,7,690,4520,2,1,2,13,7,1000000000004,39, 
1,7,690,5850,1,11,8,144,202,1000000000002,1258,1
1,7,690,5850,1,11,8,144,7,1000000000004,753, 
1,7,690,5850,2,11,20,209,202,1000000000002,1131,1
1,7,690,5850,2,11,20,209,7,1000000000004,848, 
1,7,695,5460,1,37,33,328,202,1000000000002,4592,1
1,7,695,5460,1,37,33,328,7,1000000000004,2899, 
1,7,695,5460,2,37,59,446,202,1000000000002,4522,1
1,7,695,5460,2,37,59,446,7,1000000000004,3235, 
1,7,695,6800,1,1,0,0,202,1000000000002,0,1
1,7,695,6800,1,1,0,0,7,1000000000004,0, 
1,7,695,6800,2,1,0,0,202,1000000000002,0,1
1,7,695,6800,2,1,0,0,7,1000000000004,1, 
1,7,695,6805,1,1,0,0,202,1000000000002,0,1
1,7,695,6805,1,1,0,0,7,1000000000004,1, 
1,7,695,6805,2,1,0,0,202,1000000000002,0,1
1,7,695,6805,2,1,0,0,7,1000000000004,0, 
1,7,695,6810,1,1,0,0,202,1000000000002,1,1
1,7,695,6810,1,1,0,0,7,1000000000004,0, 
1,7,695,6810,2,1,0,0,202,1000000000002,1,1
1,7,695,6810,2,1,0,0,7,1000000000004,0, 
1,7,695,6815,1,1,0,1,202,1000000000002,1,1
1,7,695,6815,1,1,0,1,7,1000000000004,0, 
1,7,695,6815,2,1,0,0,202,1000000000002,1,1
1,7,695,6815,2,1,0,0,7,1000000000004,0, 
1,7,695,6820,1,1,0,1,202,1000000000002,0,1
1,7,695,6820,1,1,0,1,7,1000000000004,1, 
1,7,695,6820,2,1,0,0,202,1000000000002,1,1
1,7,695,6820,2,1,0,0,7,1000000000004,1, 
1,7,705,225,1,3,4,37,202,1000000000002,337,1
1,7,705,225,1,3,4,37,7,1000000000004,92, 
1,7,705,225,2,2,8,35,202,1000000000002,276,1
1,7,705,225,2,2,8,35,7,1000000000004,92, 
1,7,705,4480,1,1,0,12,202,1000000000002,124,1
1,7,705,4480,1,1,0,12,7,1000000000004,43, 
1,7,705,4480,2,1,2,13,202,1000000000002,125,1
1,7,705,4480,2,1,2,13,7,1000000000004,50, 
1,7,705,4530,1,1,0,7,202,1000000000002,72,1
1,7,705,4530,1,1,0,7,7,1000000000004,20, 
1,7,705,4530,2,1,2,3,202,1000000000002,71,1
1,7,705,4530,2,1,2,3,7,1000000000004,20, 
1,7,705,4535,1,1,1,2,202,1000000000002,76,1
1,7,705,4535,1,1,1,2,7,1000000000004,13, 
1,7,705,4535,2,1,0,5,202,1000000000002,70,1
1,7,705,4535,2,1,0,5,7,1000000000004,17, 
1,7,705,5745,1,5,8,56,202,1000000000002,575,1
1,7,705,5745,1,5,8,56,7,1000000000004,187, 
1,7,705,5745,2,4,6,79,202,1000000000002,537,1
1,7,705,5745,2,4,6,79,7,1000000000004,162, 
1,7,755,1075,1,1,1,3,202,1000000000002,61,1
1,7,755,1075,1,1,1,3,7,1000000000004,24, 
1,7,755,1075,2,1,1,3,202,1000000000002,58,1
1,7,755,1075,2,1,1,3,7,1000000000004,15, 
1,7,755,1080,1,1,1,2,202,1000000000002,46,1
1,7,755,1080,1,1,1,2,7,1000000000004,9, 
1,7,755,1080,2,1,1,0,202,1000000000002,34,1
1,7,755,1080,2,1,1,0,7,1000000000004,13, 
1,7,755,1100,1,1,0,10,202,1000000000002,81,1
1,7,755,1100,1,1,0,10,7,1000000000004,14, 
1,7,755,1100,2,1,1,4,202,1000000000002,68,1
1,7,755,1100,2,1,1,4,7,1000000000004,18, 
1,7,755,6335,1,7,7,42,202,1000000000002,830,1
1,7,755,6335,1,7,7,42,7,1000000000004,243, 
1,7,755,6335,2,6,11,68,202,1000000000002,679,1
1,7,755,6335,2,6,11,68,7,1000000000004,231, 
1,7,860,160,1,1,0,3,202,1000000000002,38,1
1,7,860,160,1,1,0,3,7,1000000000004,8, 
1,7,860,160,2,1,0,1,202,1000000000002,30,1
1,7,860,160,2,1,0,1,7,1000000000004,6, 
1,7,860,6570,1,7,4,85,202,1000000000002,787,1
1,7,860,6570,1,7,4,85,7,1000000000004,219, 
1,7,860,6570,2,7,14,85,202,1000000000002,709,1
1,7,860,6570,2,7,14,85,7,1000000000004,236, 
1,7,875,1975,1,1,1,7,202,1000000000002,122,1
1,7,875,1975,1,1,1,7,7,1000000000004,23, 
1,7,875,1975,2,1,0,24,202,1000000000002,118,1
1,7,875,1975,2,1,0,24,7,1000000000004,26, 
1,7,875,6590,1,7,18,78,202,1000000000002,1022,1
1,7,875,6590,1,7,18,78,7,1000000000004,252, 
1,7,875,6590,2,6,12,99,202,1000000000002,943,1
1,7,875,6590,2,6,12,99,7,1000000000004,263, 
1,8,560,450,1,2,3,66,202,1000000000002,135,1
1,8,560,450,1,2,3,66,7,1000000000004,170, 
1,8,560,450,2,2,5,58,202,1000000000002,78,1
1,8,560,450,2,2,5,58,7,1000000000004,173, 
1,8,560,655,1,2,2,51,202,1000000000002,84,1
1,8,560,655,1,2,2,51,7,1000000000004,159, 
1,8,560,655,2,1,4,58,202,1000000000002,33,1
1,8,560,655,2,1,4,58,7,1000000000004,116, 
1,8,560,895,1,3,6,53,202,1000000000002,190,1
1,8,560,895,1,3,6,53,7,1000000000004,268, 
1,8,560,895,2,3,13,66,202,1000000000002,118,1
