DIGNIDAD_CODIGO;PROVINCIA_CODIGO;CANTON_CODIGO;PARROQUIA_CODIGO;SEXO;NUMERO_DE_ACTAS;VOTOS_EN_BLANCO;VOTOS_NULOS;OP_CODIGO;CANDIDATO_CODIGO;CANDIDATO_VOTOS;CANDIDATO_ESTADO
1;11;310;1380;2;2;16;28;5;1000000000004;49; 
1;11;310;1380;1;2;9;21;5;1000000000004;73; 
1;11;310;2140;2;3;7;37;5;1000000000004;107; 
1;11;310;2140;1;3;10;35;5;1000000000004;110; 
1;11;310;5595;2;3;7;34;5;1000000000004;124; 
1;11;310;5595;1;3;5;19;5;1000000000004;135; 
1;11;310;2630;2;3;8;47;5;1000000000004;113; 
1;11;310;2630;1;3;5;20;5;1000000000004;121; 
1;11;310;545;2;1;0;6;5;1000000000004;30; 
1;11;310;545;1;1;1;7;5;1000000000004;32; 
1;11;310;1000;2;1;2;16;5;1000000000004;57; 
1;11;310;1000;1;1;2;12;5;1000000000004;65; 
1;11;730;1035;2;2;9;33;5;1000000000004;76; 
1;11;730;1035;1;2;6;21;5;1000000000004;100; 
1;11;730;835;2;1;4;24;5;1000000000004;95; 
1;11;730;835;1;1;2;17;5;1000000000004;97; 
1;11;730;5810;2;7;14;109;5;1000000000004;381; 
1;11;730;5810;1;7;22;63;5;1000000000004;426; 
1;11;330;5005;2;12;22;189;5;1000000000004;643; 
1;11;330;5005;1;13;30;168;5;1000000000004;656; 
1;11;330;565;2;2;11;26;5;1000000000004;68; 
1;11;330;565;1;2;8;31;5;1000000000004;97; 
1;11;330;270;2;1;3;12;5;1000000000004;33; 
1;11;330;270;1;1;1;8;5;1000000000004;40; 
1;11;330;1155;2;4;10;53;5;1000000000004;101; 
1;11;330;1155;1;4;14;43;5;1000000000004;109; 
1;11;330;2405;2;2;8;43;5;1000000000004;123; 
1;11;330;2405;1;2;4;31;5;1000000000004;118; 
1;11;330;4210;2;2;7;47;5;1000000000004;118; 
1;11;330;4210;1;2;5;31;5;1000000000004;110; 
1;11;740;360;2;1;1;1;5;1000000000004;22; 
1;11;740;360;1;1;0;1;5;1000000000004;34; 
1;11;740;6260;2;5;8;76;5;1000000000004;251; 
1;11;740;6260;1;5;10;61;5;1000000000004;271; 
1;11;740;3345;2;2;0;21;5;1000000000004;62; 
1;11;740;3345;1;2;1;16;5;1000000000004;45; 
1;11;305;1165;2;3;34;130;5;1000000000004;223; 
1;11;305;1165;1;3;14;90;5;1000000000004;201; 
1;11;305;1190;2;1;0;26;5;1000000000004;50; 
1;11;305;1190;1;1;3;11;5;1000000000004;41; 
1;11;305;2280;2;2;10;46;5;1000000000004;91; 
1;11;305;2280;1;2;7;27;5;1000000000004;98; 
1;11;305;2360;2;5;17;100;5;1000000000004;218; 
1;11;305;2360;1;5;16;63;5;1000000000004;182; 
1;11;305;3340;2;2;7;35;5;1000000000004;81; 
1;11;305;3340;1;2;1;24;5;1000000000004;87; 
1;11;305;3600;2;4;36;115;5;1000000000004;163; 
1;11;305;3600;1;4;9;90;5;1000000000004;159; 
1;11;305;3665;2;2;6;18;5;1000000000004;43; 
1;11;305;3665;1;2;3;14;5;1000000000004;41; 
1;11;305;6075;2;12;62;207;5;1000000000004;714; 
1;11;305;6075;1;11;19;165;5;1000000000004;674; 
1;11;305;3815;2;3;19;73;5;1000000000004;159; 
1;11;305;3815;1;3;10;48;5;1000000000004;176; 
1;11;305;310;2;1;5;12;5;1000000000004;12; 
1;11;305;310;1;1;5;5;5;1000000000004;16; 
1;11;305;4145;2;5;38;116;5;1000000000004;211; 
1;11;305;4145;1;4;17;64;5;1000000000004;182; 
1;11;345;2575;2;1;3;8;5;1000000000004;72; 
1;11;345;2575;1;1;4;5;5;1000000000004;66; 
1;11;345;6120;2;5;11;57;5;1000000000004;201; 
1;11;345;6120;1;5;20;47;5;1000000000004;202; 
1;11;345;3935;2;6;18;67;5;1000000000004;214; 
1;11;345;3935;1;6;11;29;5;1000000000004;162; 
1;11;295;550;2;4;11;31;5;1000000000004;137; 
1;11;295;550;1;5;6;23;5;1000000000004;160; 
1;11;295;290;2;1;3;6;5;1000000000004;36; 
1;11;295;290;1;1;1;7;5;1000000000004;45; 
1;11;295;280;2;1;5;9;5;1000000000004;76; 
1;11;295;280;1;1;5;12;5;1000000000004;87; 
1;11;295;2710;2;3;14;58;5;1000000000004;124; 
1;11;295;2710;1;3;17;53;5;1000000000004;151; 
1;11;295;6320;2;6;19;77;5;1000000000004;571; 
1;11;295;6320;1;7;22;55;5;1000000000004;584; 
1;12;520;5085;2;24;155;798;5;1000000000004;2260; 
1;12;520;5085;1;27;138;706;5;1000000000004;2344; 
1;12;520;1460;2;7;57;202;5;1000000000004;590; 
1;12;520;1460;1;8;44;226;5;1000000000004;617; 
1;12;520;1740;2;8;39;326;5;1000000000004;757; 
1;12;520;1740;1;9;51;299;5;1000000000004;887; 
1;12;515;6830;2;9;26;273;5;1000000000004;1390; 
1;12;515;6830;1;11;33;214;5;1000000000004;1571; 
1;12;515;520;2;6;35;246;5;1000000000004;491; 
1;12;515;520;1;6;42;176;5;1000000000004;548; 
1;12;515;5215;2;66;113;1994;5;1000000000004;8074; 
1;12;515;5215;1;63;138;1379;5;1000000000004;7892; 
1;12;515;5285;2;42;75;1278;5;1000000000004;5432; 
1;12;515;5285;1;39;69;881;5;1000000000004;5034; 
1;12;515;6835;2;1;0;12;5;1000000000004;57; 
1;12;515;6835;1;1;0;3;5;1000000000004;62; 
1;12;515;1265;2;15;61;511;5;1000000000004;1522; 
1;12;515;1265;1;18;72;476;5;1000000000004;1807; 
1;12;515;1525;2;9;33;237;5;1000000000004;1258; 
1;12;515;1525;1;9;31;209;5;1000000000004;1403; 
1;12;515;2875;2;16;98;591;5;1000000000004;1384; 
1;12;515;2875;1;19;111;534;5;1000000000004;1554; 
1;12;945;6860;1;1;2;0;5;1000000000004;0; 
1;12;945;6855;2;1;2;0;5;1000000000004;0; 
1;12;945;6855;1;1;3;0;5;1000000000004;0; 
1;12;945;150;2;8;44;289;5;1000000000004;585; 
1;12;945;150;1;9;43;218;5;1000000000004;723; 
1;12;945;6465;2;47;165;1591;5;1000000000004;4206; 
1;12;945;6465;1;50;163;1223;5;1000000000004;4402; 
1;12;946;6695;2;32;148;994;5;1000000000004;2882; 
1;12;946;6695;1;36;145;786;5;1000000000004;3200; 
1;12;710;5640;2;25;55;796;5;1000000000004;2632; 
1;12;710;5640;1;26;90;571;5;1000000000004;2820; 
1;12;750;6330;2;22;112;832;5;1000000000004;1594; 
1;12;750;6330;1;26;129;796;5;1000000000004;1841; 
1;12;530;5800;2;16;59;528;5;1000000000004;1873; 
1;12;530;5800;1;17;69;427;5;1000000000004;1862; 
1;12;530;3015;2;4;24;120;5;1000000000004;253; 
1;12;530;3015;1;5;30;122;5;1000000000004;308; 
1;12;530;3510;2;13;76;585;5;1000000000004;1209; 
1;12;530;3510;1;15;78;446;5;1000000000004;1427; 
1;12;540;6690;2;2;3;34;5;1000000000004;151; 
1;12;540;6690;1;2;0;14;5;1000000000004;131; 
1;12;540;6650;2;3;2;61;5;1000000000004;213; 
1;12;540;6650;1;3;5;39;5;1000000000004;227; 
1;12;540;4420;2;2;2;64;5;1000000000004;146; 
1;12;540;4420;1;2;29;29;5;1000000000004;165; 
1;12;540;6645;2;2;6;52;5;1000000000004;201; 
1;12;540;6645;1;2;1;40;5;1000000000004;205; 
1;12;540;5855;2;147;295;3887;5;1000000000004;14074; 
1;12;540;5855;1;152;304;2725;5;1000000000004;14327; 
1;12;540;6115;2;27;82;650;5;1000000000004;2580; 
1;12;540;6115;1;26;39;439;5;1000000000004;2465; 
1;12;540;4425;2;10;44;326;5;1000000000004;1049; 
1;12;540;4425;1;10;43;250;5;1000000000004;1107; 
1;12;540;6635;2;1;0;13;5;1000000000004;34; 
1;12;540;6635;1;1;0;7;5;1000000000004;29; 
1;12;540;6655;2;4;7;90;5;1000000000004;383; 
1;12;540;6655;1;4;5;78;5;1000000000004;349; 
1;12;540;6640;2;4;6;108;5;1000000000004;365; 
1;12;540;6640;1;4;5;66;5;1000000000004;331; 
1;12;540;6660;2;2;5;44;5;1000000000004;219; 
1;12;540;6660;1;2;2;38;5;1000000000004;204; 
1;12;535;5185;2;14;53;428;5;1000000000004;1476; 
1;12;535;5185;1;15;63;335;5;1000000000004;1665; 
1;12;535;3175;2;23;90;737;5;1000000000004;1992; 
1;12;535;3175;1;25;95;544;5;1000000000004;2187; 
1;12;516;6685;2;30;108;737;5;1000000000004;2141; 
1;12;516;6685;1;34;87;663;5;1000000000004;2805; 
1;12;545;3130;2;8;31;270;5;1000000000004;626; 
1;12;545;3130;1;9;36;242;5;1000000000004;796; 
1;12;545;6235;2;60;179;1791;5;1000000000004;7114; 
1;12;545;6235;1;62;177;1614;5;1000000000004;7105; 
1;12;545;4330;2;12;37;290;5;1000000000004;990; 
1;12;545;4330;1;14;33;250;5;1000000000004;1163; 
1;12;525;140;2;12;58;402;5;1000000000004;822; 
1;12;525;140;1;14;63;354;5;1000000000004;991; 
1;12;525;6245;2;66;306;2642;5;1000000000004;6224; 
1;12;525;6245;1;71;317;2057;5;1000000000004;6292; 
1;13;460;1570;2;1;14;46;5;1000000000004;115; 
1;13;460;1570;1;2;9;56;5;1000000000004;118; 
1;13;460;330;2;6;38;245;5;1000000000004;681; 
1;13;460;330;1;7;34;194;5;1000000000004;828; 
1;13;460;2555;2;9;93;341;5;1000000000004;877; 
1;13;460;2555;1;11;71;317;5;1000000000004;1137; 
1;13;460;6105;2;23;83;632;5;1000000000004;2804; 
1;13;460;6105;1;25;106;501;5;1000000000004;3124; 
1;13;485;5150;2;44;159;1104;5;1000000000004;6197; 
1;13;485;5150;1;46;119;709;5;1000000000004;6019; 
1;13;485;240;2;4;35;163;5;1000000000004;442; 
1;13;485;240;1;5;27;121;5;1000000000004;465; 
1;13;485;3110;2;5;17;131;5;1000000000004;615; 
1;13;485;3110;1;5;30;132;5;1000000000004;580; 
1;13;480;380;2;6;41;212;5;1000000000004;686; 
1;13;480;380;1;7;75;177;5;1000000000004;761; 
1;13;480;495;2;14;71;620;5;1000000000004;1653; 
1;13;480;495;1;14;57;416;5;1000000000004;1745; 
1;13;480;405;2;3;41;97;5;1000000000004;228; 
1;13;480;405;1;4;27;133;5;1000000000004;290; 
1;13;480;5250;2;90;164;2493;5;1000000000004;11719; 
1;13;480;5250;1;88;218;1509;5;1000000000004;11160; 
1;13;480;640;2;7;32;239;5;1000000000004;593; 
1;13;480;640;1;8;28;189;5;1000000000004;677; 
1;13;480;1160;2;6;61;180;5;1000000000004;542; 
1;13;480;1160;1;7;48;159;5;1000000000004;630; 
1;13;480;3170;2;7;24;228;5;1000000000004;862; 
1;13;480;3170;1;7;19;205;5;1000000000004;850; 
1;13;480;3350;2;8;18;253;5;1000000000004;1034; 
1;13;480;3350;1;8;18;183;5;1000000000004;1062; 
1;13;480;6055;2;20;110;713;5;1000000000004;2406; 
1;13;480;6055;1;21;102;630;5;1000000000004;2247; 
1;13;500;6195;2;2;7;43;5;1000000000004;165; 
1;13;500;6195;1;2;6;40;5;1000000000004;181; 
1;13;500;5300;2;91;380;2748;5;1000000000004;8906; 
1;13;500;5300;1;98;358;2241;5;1000000000004;9659; 
1;13;500;1980;2;2;3;52;5;1000000000004;179; 
1;13;500;1980;1;2;2;41;5;1000000000004;200; 
1;13;500;1070;2;1;3;18;5;1000000000004;67; 
1;13;500;1070;1;1;2;19;5;1000000000004;82; 
1;13;230;5480;2;28;190;1024;5;1000000000004;2512; 
1;13;230;5480;1;31;214;874;5;1000000000004;2858; 
1;13;230;1600;2;1;19;34;5;1000000000004;100; 
1;13;230;1600;1;1;5;33;5;1000000000004;130; 
1;13;230;1620;2;1;10;40;5;1000000000004;126; 
1;13;230;1620;1;2;7;32;5;1000000000004;197; 
1;13;476;6750;2;13;71;391;5;1000000000004;1626; 
1;13;476;6750;1;15;44;340;5;1000000000004;1857; 
1;13;446;6755;2;13;23;148;5;1000000000004;2588; 
1;13;446;6755;1;14;72;152;5;1000000000004;2650; 
1;13;455;105;2;5;28;242;5;1000000000004;444; 
1;13;455;105;1;6;24;176;5;1000000000004;580; 
1;13;455;1115;2;6;30;302;5;1000000000004;600; 
1;13;455;1115;1;8;21;245;5;1000000000004;793; 
1;13;455;5485;2;72;179;2222;5;1000000000004;7758; 
1;13;455;5485;1;73;161;1433;5;1000000000004;8015; 
1;13;455;1880;2;2;12;107;5;1000000000004;190; 
1;13;455;1880;1;3;8;73;5;1000000000004;283; 
1;13;455;560;2;1;4;23;5;1000000000004;59; 
1;13;455;560;1;1;6;34;5;1000000000004;84; 
1;13;455;4490;2;1;12;42;5;1000000000004;100; 
1;13;455;4490;1;2;9;38;5;1000000000004;114; 
1;13;455;2810;2;6;40;242;5;1000000000004;620; 
1;13;455;2810;1;8;35;246;5;1000000000004;793; 
1;13;455;2990;2;4;6;100;5;1000000000004;441; 
1;13;455;2990;1;4;20;91;5;1000000000004;519; 
1;13;490;5505;2;26;79;633;5;1000000000004;3593; 
1;13;490;5505;1;30;74;499;5;1000000000004;3750; 
1;13;450;6745;2;13;35;338;5;1000000000004;2217; 
1;13;450;6745;1;13;22;235;5;1000000000004;2037; 
1;13;450;5570;2;11;8;241;5;1000000000004;1900; 
1;13;450;5570;1;11;31;173;5;1000000000004;1792; 
1;13;450;5635;2;121;107;2169;5;1000000000004;15077; 
1;13;450;5635;1;112;87;1464;5;1000000000004;13537; 
1;13;450;3550;2;3;18;107;5;1000000000004;393; 
1;13;450;3550;1;4;8;78;5;1000000000004;508; 
1;13;450;6135;2;3;2;55;5;1000000000004;553; 
1;13;450;6135;1;3;6;49;5;1000000000004;608; 
1;13;450;1800;2;2;7;74;5;1000000000004;315; 
1;13;450;1800;1;2;6;50;5;1000000000004;363; 
1;13;450;6155;2;94;141;2030;5;1000000000004;13448; 
1;13;450;6155;1;92;136;1440;5;1000000000004;12833; 
1;13;445;1545;2;2;5;73;5;1000000000004;294; 
1;13;445;1545;1;3;4;29;5;1000000000004;375; 
1;13;445;5665;2;53;155;1216;5;1000000000004;8609; 
1;13;445;5665;1;53;74;763;5;1000000000004;8523; 
1;13;970;6495;2;14;102;520;5;1000000000004;1592; 
1;13;970;6495;1;17;137;439;5;1000000000004;1830; 
1;13;495;460;2;7;37;346;5;1000000000004;559; 
1;13;495;460;1;8;50;286;5;1000000000004;712; 
1;13;495;540;2;10;50;373;5;1000000000004;1102; 
1;13;495;540;1;12;44;285;5;1000000000004;1350; 
1;13;495;1395;2;6;53;291;5;1000000000004;582; 
1;13;495;1395;1;8;54;265;5;1000000000004;781; 
1;13;495;2090;2;4;35;186;5;1000000000004;328; 
1;13;495;2090;1;5;58;136;5;1000000000004;354; 
1;13;495;5755;2;30;123;1113;5;1000000000004;3085; 
1;13;495;5755;1;34;121;879;5;1000000000004;3556; 
1;13;910;1030;2;6;45;221;5;1000000000004;534; 
1;13;910;1030;1;7;26;192;5;1000000000004;621; 
1;13;910;785;2;1;4;39;5;1000000000004;160; 
1;13;910;785;1;1;2;33;5;1000000000004;178; 
1;13;910;580;2;5;25;128;5;1000000000004;644; 
1;13;910;580;1;6;9;148;5;1000000000004;783; 
1;13;910;6430;2;31;162;1357;5;1000000000004;4034; 
1;13;910;6430;1;36;124;1177;5;1000000000004;4321; 
1;13;840;1065;2;2;12;92;5;1000000000004;143; 
1;13;840;1065;1;2;14;79;5;1000000000004;209; 
1;13;840;6550;2;38;268;1251;5;1000000000004;3830; 
1;13;840;6550;1;45;227;1078;5;1000000000004;4243; 
1;13;840;1060;2;5;20;165;5;1000000000004;637; 
1;13;840;1060;1;6;39;127;5;1000000000004;746; 
1;13;440;5280;2;69;45;1237;5;1000000000004;7578; 
1;13;440;5280;1;61;36;751;5;1000000000004;6748; 
1;13;440;6770;2;1;1;9;5;1000000000004;47; 
1;13;440;6770;1;1;0;4;5;1000000000004;30; 
1;13;440;10;2;17;73;494;5;1000000000004;2362; 
1;13;440;10;1;19;61;471;5;1000000000004;2489; 
1;13;440;50;2;9;28;292;5;1000000000004;1124; 
1;13;440;50;1;11;36;233;5;1000000000004;1216; 
1;13;440;5030;2;78;111;2010;5;1000000000004;10313; 
1;13;440;5030;1;69;69;1200;5;1000000000004;9003; 
1;13;440;1925;2;1;7;47;5;1000000000004;175; 
1;13;440;1925;1;2;4;28;5;1000000000004;209; 
1;13;440;5265;2;21;69;754;5;1000000000004;2933; 
1;13;440;5265;1;21;80;553;5;1000000000004;3093; 
1;13;440;770;2;10;42;261;5;1000000000004;1474; 
1;13;440;770;1;10;28;224;5;1000000000004;1642; 
1;13;440;6775;2;1;0;25;5;1000000000004;174; 
1;13;440;6775;1;1;1;23;5;1000000000004;158; 
1;13;440;5845;2;22;74;593;5;1000000000004;3878; 
1;13;440;5845;1;21;72;389;5;1000000000004;3432; 
1;13;440;5795;2;55;59;1026;5;1000000000004;6621; 
1;13;440;5795;1;52;39;703;5;1000000000004;5645; 
1;13;440;2970;2;5;17;151;5;1000000000004;534; 
1;13;440;2970;1;5;26;129;5;1000000000004;574; 
1;13;440;3185;2;15;55;416;5;1000000000004;1941; 
1;13;440;3185;1;16;81;368;5;1000000000004;1986; 
1;13;440;6585;2;7;4;189;5;1000000000004;1021; 
1;13;440;6585;1;8;12;138;5;1000000000004;1043; 
1;13;440;3625;2;12;87;421;5;1000000000004;1567; 
1;13;440;3625;1;14;82;352;5;1000000000004;1670; 
1;13;440;6910;2;1;1;32;5;1000000000004;146; 
1;13;440;6910;1;1;0;26;5;1000000000004;137; 
1;13;975;2305;2;4;23;102;5;1000000000004;698; 
1;13;975;2305;1;5;12;116;5;1000000000004;749; 
1;13;975;6575;2;13;36;338;5;1000000000004;2009; 
1;13;975;6575;1;15;26;227;5;1000000000004;2184; 
1;13;975;1920;2;2;2;40;5;1000000000004;214; 
1;13;975;1920;1;2;5;27;5;1000000000004;235; 
1;13;465;5885;2;42;120;1135;5;1000000000004;5310; 
1;13;465;5885;1;43;95;806;5;1000000000004;5448; 
1;13;477;470;2;5;10;133;5;1000000000004;655; 
1;13;477;470;1;5;18;108;5;1000000000004;772; 
1;13;477;6785;2;19;56;464;5;1000000000004;2610; 
1;13;477;6785;1;20;56;316;5;1000000000004;2606; 
1;13;470;220;2;9;54;298;5;1000000000004;1280; 
1;13;470;220;1;10;39;209;5;1000000000004;1383; 
1;13;470;1610;2;7;35;240;5;1000000000004;862; 
1;13;470;1610;1;8;40;216;5;1000000000004;927; 
1;13;470;2135;2;9;66;383;5;1000000000004;936; 
1;13;470;2135;1;11;42;349;5;1000000000004;1173; 
1;13;470;6725;2;1;4;27;5;1000000000004;143; 
1;13;470;6725;1;1;1;20;5;1000000000004;157; 
1;13;470;1105;2;2;21;79;5;1000000000004;289; 
1;13;470;1105;1;3;6;49;5;1000000000004;370; 
1;13;470;6030;2;34;91;1007;5;1000000000004;4679; 
1;13;470;6030;1;37;97;863;5;1000000000004;4935; 
1;13;475;5095;2;28;43;552;5;1000000000004;4135; 
1;13;475;5095;1;29;29;338;5;1000000000004;3907; 
1;13;475;840;2;23;84;634;5;1000000000004;3605; 
1;13;475;840;1;24;66;486;5;1000000000004;3679; 
1;13;475;5580;2;5;10;89;5;1000000000004;777; 
1;13;475;5580;1;5;10;76;5;1000000000004;705; 
1;13;475;3445;2;14;131;493;5;1000000000004;1575; 
1;13;475;3445;1;16;72;429;5;1000000000004;1773; 
1;13;550;2030;2;4;47;92;5;1000000000004;616; 
1;13;550;2030;1;5;43;82;5;1000000000004;681; 
1;13;550;265;2;3;6;83;5;1000000000004;451; 
1;13;550;265;1;4;13;62;5;1000000000004;492; 
1;13;550;6170;2;34;133;1025;5;1000000000004;5120; 
1;13;550;6170;1;37;121;737;5;1000000000004;5303; 
1;14;595;90;2;1;2;4;5;1000000000004;3; 
1;14;595;90;1;1;0;2;5;1000000000004;6; 
1;14;595;340;2;1;1;5;5;1000000000004;8; 
1;14;595;340;1;1;3;8;5;1000000000004;7; 
1;14;595;350;2;6;8;56;5;1000000000004;70; 
1;14;595;350;1;6;5;44;5;1000000000004;79; 
1;14;595;880;2;1;1;7;5;1000000000004;26; 
1;14;595;880;1;1;4;9;5;1000000000004;21; 
1;14;595;1910;2;1;3;8;5;1000000000004;13; 
1;14;595;1910;1;1;0;6;5;1000000000004;13; 
1;14;595;5425;2;11;30;181;5;1000000000004;360; 
1;14;595;5425;1;11;21;106;5;1000000000004;366; 
1;14;595;5655;2;2;3;16;5;1000000000004;25; 
1;14;595;5655;1;2;1;8;5;1000000000004;25; 
1;14;595;2565;2;1;5;23;5;1000000000004;38; 
1;14;595;2565;1;1;3;11;5;1000000000004;37; 
1;14;595;3225;2;1;2;9;5;1000000000004;14; 
1;14;595;3225;1;1;1;8;5;1000000000004;6; 
1;14;595;3580;2;1;2;2;5;1000000000004;5; 
1;14;595;3580;1;1;1;3;5;1000000000004;9; 
1;14;795;875;2;6;22;90;5;1000000000004;65; 
1;14;795;875;1;6;9;69;5;1000000000004;82; 
1;14;795;6390;2;3;12;50;5;1000000000004;52; 
1;14;795;6390;1;3;7;28;5;1000000000004;67; 
1;14;600;5390;2;8;17;127;5;1000000000004;316; 
1;14;600;5390;1;8;9;75;5;1000000000004;299; 
1;14;600;1720;2;2;12;22;5;1000000000004;45; 
1;14;600;1720;1;2;6;11;5;1000000000004;56; 
1;14;600;3320;2;2;1;5;5;1000000000004;11; 
1;14;600;3320;1;2;0;6;5;1000000000004;9; 
1;14;600;3250;2;2;0;3;5;1000000000004;10; 
1;14;600;3250;1;2;1;5;5;1000000000004;9; 
1;14;600;3760;2;2;2;9;5;1000000000004;16; 
1;14;600;3760;1;2;0;5;5;1000000000004;20; 
1;14;600;4305;2;1;2;11;5;1000000000004;17; 
1;14;600;4305;1;1;0;7;5;1000000000004;21; 
1;14;611;6735;2;4;14;87;5;1000000000004;175; 
1;14;611;6735;1;5;7;61;5;1000000000004;183; 
1;14;611;525;2;2;5;20;5;1000000000004;23; 
1;14;611;525;1;2;0;12;5;1000000000004;16; 
1;14;611;4300;2;4;13;45;5;1000000000004;18; 
1;14;611;4300;1;4;4;20;5;1000000000004;13; 
1;14;590;65;2;1;1;9;5;1000000000004;22; 
1;14;590;65;1;1;0;2;5;1000000000004;28; 
1;14;590;1250;2;1;4;29;5;1000000000004;17; 
1;14;590;1250;1;1;4;15;5;1000000000004;16; 
1;14;590;1345;2;1;7;22;5;1000000000004;70; 
1;14;590;1345;1;1;2;13;5;1000000000004;75; 
1;14;590;5615;2;21;42;467;5;1000000000004;1396; 
1;14;590;5615;1;22;36;309;5;1000000000004;1418; 
1;14;590;1730;2;1;1;8;5;1000000000004;27; 
1;14;590;1730;1;1;2;3;5;1000000000004;21; 
1;14;590;3440;2;1;3;19;5;1000000000004;71; 
1;14;590;3440;1;1;1;9;5;1000000000004;74; 
1;14;590;3830;2;12;25;180;5;1000000000004;248; 
1;14;590;3830;1;12;20;119;5;1000000000004;240; 
1;14;590;4485;2;1;6;12;5;1000000000004;35; 
1;14;590;4485;1;1;3;10;5;1000000000004;38; 
1;14;590;4360;2;1;2;3;5;1000000000004;7; 
1;14;590;4360;1;1;0;0;5;1000000000004;10; 
1;14;796;6870;2;3;6;24;5;1000000000004;69; 
1;14;796;6870;1;3;2;21;5;1000000000004;95; 
1;14;615;1685;2;1;0;7;5;1000000000004;11; 
1;14;615;1685;1;1;1;3;5;1000000000004;17; 
1;14;615;155;2;1;1;5;5;1000000000004;18; 
1;14;615;155;1;1;3;3;5;1000000000004;30; 
1;14;615;715;2;2;2;0;5;1000000000004;19; 
1;14;615;715;1;2;2;3;5;1000000000004;23; 
1;14;615;5760;2;5;23;123;5;1000000000004;307; 
1;14;615;5760;1;6;8;100;5;1000000000004;307; 
1;14;615;3420;2;2;3;12;5;1000000000004;58; 
1;14;615;3420;1;2;3;6;5;1000000000004;52; 
1;14;925;2750;2;1;1;9;5;1000000000004;2; 
1;14;925;2750;1;1;1;1;5;1000000000004;4; 
1;14;925;3920;2;2;1;4;5;1000000000004;5; 
1;14;925;3920;1;2;4;3;5;1000000000004;7; 
1;14;925;710;2;1;0;1;5;1000000000004;1; 
1;14;925;710;1;1;0;0;5;1000000000004;2; 
1;14;925;6445;2;4;5;37;5;1000000000004;100; 
1;14;925;6445;1;4;6;27;5;1000000000004;90; 
1;14;925;1785;2;1;0;3;5;1000000000004;2; 
1;14;925;1785;1;1;0;1;5;1000000000004;3; 
1;14;605;970;2;1;1;3;5;1000000000004;18; 
1;14;605;970;1;1;2;3;5;1000000000004;30; 
1;14;605;645;2;1;2;5;5;1000000000004;15; 
1;14;605;645;1;1;0;1;5;1000000000004;27; 
1;14;605;5645;2;6;15;91;5;1000000000004;363; 
1;14;605;5645;1;6;14;58;5;1000000000004;346; 
1;14;605;2795;2;2;0;8;5;1000000000004;50; 
1;14;605;2795;1;2;2;12;5;1000000000004;30; 
1;14;605;1365;2;1;4;16;5;1000000000004;30; 
1;14;605;1365;1;1;2;13;5;1000000000004;39; 
1;14;605;3565;2;1;1;4;5;1000000000004;29; 
1;14;605;3565;1;1;2;4;5;1000000000004;25; 
1;14;605;4115;2;1;3;12;5;1000000000004;70; 
1;14;605;4115;1;2;3;14;5;1000000000004;69; 
1;14;610;180;2;1;1;10;5;1000000000004;20; 
1;14;610;180;1;1;1;6;5;1000000000004;17; 
1;14;610;1635;2;4;21;75;5;1000000000004;215; 
1;14;610;1635;1;5;10;60;5;1000000000004;175; 
1;14;610;1140;2;1;2;10;5;1000000000004;27; 
1;14;610;1140;1;1;0;4;5;1000000000004;18; 
1;14;610;6110;2;14;55;310;5;1000000000004;816; 
1;14;610;6110;1;15;28;196;5;1000000000004;740; 
1;14;926;595;2;4;7;9;5;1000000000004;12; 
1;14;926;595;1;4;1;14;5;1000000000004;6; 
1;14;926;2285;2;6;23;90;5;1000000000004;36; 
1;14;926;2285;1;6;11;57;5;1000000000004;29; 
1;14;926;6700;2;8;20;98;5;1000000000004;66; 
1;14;926;6700;1;8;5;58;5;1000000000004;62; 
1;14;926;1205;2;5;15;15;5;1000000000004;32; 
1;14;926;1205;1;5;6;11;5;1000000000004;27; 
1;14;797;1295;2;6;9;35;5;1000000000004;49; 
1;14;797;1295;1;6;4;25;5;1000000000004;38; 
1;14;797;6890;2;4;8;51;5;1000000000004;62; 
1;14;797;6890;1;4;10;26;5;1000000000004;55; 
1;15;700;5070;2;17;51;462;5;1000000000004;1237; 
1;15;700;5070;1;17;47;291;5;1000000000004;1192; 
1;15;700;685;2;9;35;170;5;1000000000004;532; 
1;15;700;685;1;9;12;132;5;1000000000004;632; 
1;15;700;3605;2;1;8;29;5;1000000000004;86; 
1;15;700;3605;1;1;3;20;5;1000000000004;110; 
1;15;621;6760;2;3;3;86;5;1000000000004;238; 
1;15;621;6760;1;4;12;57;5;1000000000004;300; 
1;15;255;5510;2;4;6;114;5;1000000000004;573; 
1;15;255;5510;1;5;7;95;5;1000000000004;632; 
1;15;255;1020;2;1;0;3;5;1000000000004;37; 
1;15;255;1020;1;1;1;5;5;1000000000004;41; 
1;15;255;2180;2;1;1;6;5;1000000000004;28; 
1;15;255;2180;1;1;1;6;5;1000000000004;38; 
1;15;255;2640;2;1;2;6;5;1000000000004;5; 
1;15;255;2640;1;1;1;3;5;1000000000004;10; 
1;15;255;3745;2;2;3;18;5;1000000000004;118; 
1;15;255;3745;1;2;3;23;5;1000000000004;130; 
1;15;255;3790;2;1;0;19;5;1000000000004;52; 
1;15;255;3790;1;1;0;17;5;1000000000004;80; 
1;15;635;5090;2;2;1;69;5;1000000000004;248; 
1;15;635;5090;1;2;0;40;5;1000000000004;273; 
1;15;635;670;2;1;0;15;5;1000000000004;69; 
