DIGNIDAD_CODIGO;PROVINCIA_CODIGO;CANTON_CODIGO;PARROQUIA_CODIGO;SEXO;NUMERO_DE_ACTAS;VOTOS_EN_BLANCO;VOTOS_NULOS;OP_CODIGO;CANDIDATO_CODIGO;CANDIDATO_VOTOS;CANDIDATO_ESTADO
1;2;165;3545;2;4;12;113;5;1000000000004;227; 
1;2;165;3545;1;3;13;109;5;1000000000004;243; 
1;2;165;795;2;5;20;157;5;1000000000004;279; 
1;2;165;795;1;6;21;154;5;1000000000004;378; 
1;2;165;3670;2;5;34;169;5;1000000000004;202; 
1;2;165;3670;1;5;16;117;5;1000000000004;254; 
1;2;165;3710;2;3;5;88;5;1000000000004;223; 
1;2;165;3710;1;3;6;86;5;1000000000004;254; 
1;2;165;3860;2;13;154;675;5;1000000000004;274; 
1;2;165;3860;1;12;86;489;5;1000000000004;217; 
1;2;950;6475;2;1;2;18;5;1000000000004;75; 
1;2;950;6475;1;1;2;19;5;1000000000004;100; 
1;2;950;6470;2;7;28;189;5;1000000000004;441; 
1;2;950;6470;1;8;15;132;5;1000000000004;639; 
1;2;175;275;2;5;19;141;5;1000000000004;225; 
1;2;175;275;1;5;14;137;5;1000000000004;308; 
1;2;175;345;2;5;17;135;5;1000000000004;148; 
1;2;175;345;1;4;11;117;5;1000000000004;176; 
1;2;175;4515;2;1;12;41;5;1000000000004;80; 
1;2;175;4515;1;1;3;38;5;1000000000004;110; 
1;2;175;5995;2;20;32;614;5;1000000000004;1138; 
1;2;175;5995;1;17;25;450;5;1000000000004;1062; 
1;2;175;3595;2;8;42;257;5;1000000000004;349; 
1;2;175;3595;1;7;41;229;5;1000000000004;436; 
1;2;175;3900;2;2;2;36;5;1000000000004;62; 
1;2;175;3900;1;2;5;39;5;1000000000004;74; 
1;2;175;3775;2;4;11;64;5;1000000000004;97; 
1;2;175;3775;1;4;5;61;5;1000000000004;129; 
1;3;235;6845;2;8;12;189;5;1000000000004;308; 
1;3;235;6845;1;7;5;82;5;1000000000004;249; 
1;3;235;5065;2;44;69;922;5;1000000000004;2699; 
1;3;235;5065;1;40;42;618;5;1000000000004;2365; 
1;3;235;6790;2;6;16;101;5;1000000000004;301; 
1;3;235;6790;1;5;7;60;5;1000000000004;234; 
1;3;235;585;2;7;22;142;5;1000000000004;248; 
1;3;235;585;1;7;8;59;5;1000000000004;182; 
1;3;235;1445;2;12;47;259;5;1000000000004;516; 
1;3;235;1445;1;12;16;114;5;1000000000004;329; 
1;3;235;1825;2;9;32;184;5;1000000000004;361; 
1;3;235;1825;1;8;13;103;5;1000000000004;311; 
1;3;235;2220;2;7;20;159;5;1000000000004;139; 
1;3;235;2220;1;7;3;64;5;1000000000004;101; 
1;3;235;2885;2;4;14;101;5;1000000000004;65; 
1;3;235;2885;1;4;4;43;5;1000000000004;42; 
1;3;235;3210;2;3;21;93;5;1000000000004;109; 
1;3;235;3210;1;3;14;67;5;1000000000004;116; 
1;3;235;5950;2;2;1;36;5;1000000000004;75; 
1;3;235;5950;1;1;1;18;5;1000000000004;67; 
1;3;235;3575;2;6;24;160;5;1000000000004;248; 
1;3;235;3575;1;5;15;69;5;1000000000004;179; 
1;3;235;3945;2;3;14;70;5;1000000000004;46; 
1;3;235;3945;1;3;5;32;5;1000000000004;47; 
1;3;245;5115;2;25;80;543;5;1000000000004;1304; 
1;3;245;5115;1;24;40;259;5;1000000000004;968; 
1;3;245;1085;2;1;2;13;5;1000000000004;34; 
1;3;245;1085;1;1;1;3;5;1000000000004;22; 
1;3;245;2545;2;8;44;160;5;1000000000004;350; 
1;3;245;2545;1;8;11;68;5;1000000000004;191; 
1;3;245;3410;2;2;6;47;5;1000000000004;74; 
1;3;245;3410;1;2;1;37;5;1000000000004;55; 
1;3;245;4100;2;2;0;41;5;1000000000004;50; 
1;3;245;4100;1;2;2;18;5;1000000000004;38; 
1;3;240;5160;2;33;96;692;5;1000000000004;1735; 
1;3;240;5160;1;30;40;433;5;1000000000004;1396; 
1;3;240;935;2;5;34;145;5;1000000000004;225; 
1;3;240;935;1;6;11;94;5;1000000000004;229; 
1;3;240;950;2;2;10;69;5;1000000000004;107; 
1;3;240;950;1;3;12;33;5;1000000000004;100; 
1;3;240;1895;2;2;12;47;5;1000000000004;75; 
1;3;240;1895;1;2;6;27;5;1000000000004;61; 
1;3;240;1335;2;5;45;136;5;1000000000004;98; 
1;3;240;1335;1;5;26;77;5;1000000000004;85; 
1;3;240;1410;2;7;22;165;5;1000000000004;114; 
1;3;240;1410;1;8;18;84;5;1000000000004;151; 
1;3;240;1605;2;8;29;185;5;1000000000004;224; 
1;3;240;1605;1;8;11;100;5;1000000000004;201; 
1;3;240;1725;2;11;76;481;5;1000000000004;558; 
1;3;240;1725;1;11;33;245;5;1000000000004;386; 
1;3;240;1900;2;3;11;99;5;1000000000004;136; 
1;3;240;1900;1;3;8;45;5;1000000000004;136; 
1;3;240;3305;2;3;8;33;5;1000000000004;125; 
1;3;240;3305;1;4;6;41;5;1000000000004;101; 
1;3;240;1775;2;1;3;10;5;1000000000004;4; 
1;3;240;1775;1;1;2;10;5;1000000000004;9; 
1;3;240;4345;2;3;16;85;5;1000000000004;89; 
1;3;240;4345;1;3;9;59;5;1000000000004;91; 
1;3;905;6425;2;12;16;157;5;1000000000004;292; 
1;3;905;6425;1;12;8;51;5;1000000000004;186; 
1;3;905;3875;2;3;15;50;5;1000000000004;124; 
1;3;905;3875;1;2;5;27;5;1000000000004;88; 
1;3;765;6345;2;13;41;364;5;1000000000004;748; 
1;3;765;6345;1;12;18;165;5;1000000000004;653; 
1;3;250;5610;2;42;121;1148;5;1000000000004;2525; 
1;3;250;5610;1;45;90;829;5;1000000000004;2551; 
1;3;250;2365;2;5;16;100;5;1000000000004;200; 
1;3;250;2365;1;5;5;75;5;1000000000004;253; 
1;3;250;2745;2;4;16;88;5;1000000000004;222; 
1;3;250;2745;1;5;11;87;5;1000000000004;272; 
1;3;241;6715;2;8;31;202;5;1000000000004;385; 
1;3;241;6715;1;9;27;133;5;1000000000004;327; 
1;4;25;6520;2;7;69;182;5;1000000000004;506; 
1;4;25;6520;1;7;10;146;5;1000000000004;578; 
1;4;25;1315;2;3;9;67;5;1000000000004;184; 
1;4;25;1315;1;3;5;42;5;1000000000004;217; 
1;4;25;2205;2;4;10;87;5;1000000000004;283; 
1;4;25;2205;1;4;6;72;5;1000000000004;317; 
1;4;25;2455;2;3;7;51;5;1000000000004;208; 
1;4;25;2455;1;4;7;66;5;1000000000004;223; 
1;4;25;1055;2;2;5;37;5;1000000000004;199; 
1;4;25;1055;1;2;3;20;5;1000000000004;188; 
1;4;25;3680;2;3;8;69;5;1000000000004;173; 
1;4;25;3680;1;3;9;66;5;1000000000004;195; 
1;4;15;6250;2;2;3;51;5;1000000000004;142; 
1;4;15;6250;1;2;5;35;5;1000000000004;168; 
1;4;15;5295;2;8;14;161;5;1000000000004;494; 
1;4;15;5295;1;8;13;147;5;1000000000004;532; 
1;4;15;1150;2;2;5;36;5;1000000000004;67; 
1;4;15;1150;1;2;5;45;5;1000000000004;65; 
1;4;15;2040;2;5;10;110;5;1000000000004;390; 
1;4;15;2040;1;5;11;78;5;1000000000004;402; 
1;4;15;3435;2;5;18;126;5;1000000000004;362; 
1;4;15;3435;1;5;10;83;5;1000000000004;345; 
1;4;20;1835;2;3;16;75;5;1000000000004;100; 
1;4;20;1835;1;4;9;82;5;1000000000004;104; 
1;4;20;1875;2;2;12;54;5;1000000000004;143; 
1;4;20;1875;1;2;25;23;5;1000000000004;164; 
1;4;20;2010;2;4;16;154;5;1000000000004;326; 
1;4;20;2010;1;4;22;143;5;1000000000004;342; 
1;4;20;5685;2;9;19;228;5;1000000000004;490; 
1;4;20;5685;1;9;14;183;5;1000000000004;548; 
1;4;10;910;2;1;2;18;5;1000000000004;66; 
1;4;10;910;1;1;1;6;5;1000000000004;52; 
1;4;10;690;2;5;15;146;5;1000000000004;333; 
1;4;10;690;1;4;10;116;5;1000000000004;350; 
1;4;10;1270;2;1;0;30;5;1000000000004;64; 
1;4;10;1270;1;2;3;23;5;1000000000004;89; 
1;4;10;5405;2;14;70;384;5;1000000000004;921; 
1;4;10;5405;1;14;26;313;5;1000000000004;961; 
1;4;10;2065;2;5;11;127;5;1000000000004;245; 
1;4;10;2065;1;4;5;91;5;1000000000004;280; 
1;4;10;250;2;2;4;30;5;1000000000004;66; 
1;4;10;250;1;2;3;24;5;1000000000004;89; 
1;4;10;5970;2;14;36;334;5;1000000000004;982; 
1;4;10;5970;1;13;25;273;5;1000000000004;1036; 
1;4;995;6665;2;8;14;180;5;1000000000004;693; 
1;4;995;6665;1;8;12;155;5;1000000000004;706; 
1;4;995;1520;2;2;3;22;5;1000000000004;92; 
1;4;995;1520;1;2;4;21;5;1000000000004;118; 
1;4;5;1125;2;3;5;66;5;1000000000004;307; 
1;4;5;1125;1;3;2;72;5;1000000000004;329; 
1;4;5;1195;2;2;20;126;5;1000000000004;168; 
1;4;5;1195;1;3;11;113;5;1000000000004;173; 
1;4;5;5415;2;33;57;646;5;1000000000004;3526; 
1;4;5;5415;1;31;35;484;5;1000000000004;3299; 
1;4;5;1885;2;11;19;297;5;1000000000004;1012; 
1;4;5;1885;1;11;24;229;5;1000000000004;1197; 
1;4;5;2340;2;2;7;53;5;1000000000004;170; 
1;4;5;2340;1;2;11;49;5;1000000000004;182; 
1;4;5;2900;2;1;1;25;5;1000000000004;67; 
1;4;5;2900;1;2;1;16;5;1000000000004;86; 
1;4;5;1765;2;2;6;25;5;1000000000004;168; 
1;4;5;1765;1;2;1;23;5;1000000000004;162; 
1;4;5;4040;2;1;2;33;5;1000000000004;4; 
1;4;5;4040;1;1;4;17;5;1000000000004;10; 
1;4;5;4070;2;3;6;85;5;1000000000004;350; 
1;4;5;4070;1;3;8;54;5;1000000000004;391; 
1;4;5;6165;2;41;48;929;5;1000000000004;4223; 
1;4;5;6165;1;39;47;716;5;1000000000004;4004; 
1;4;5;4130;2;2;5;46;5;1000000000004;171; 
1;4;5;4130;1;2;3;38;5;1000000000004;223; 
1;6;215;20;2;11;127;616;5;1000000000004;356; 
1;6;215;20;1;11;87;328;5;1000000000004;302; 
1;6;215;5010;2;17;71;462;5;1000000000004;739; 
1;6;215;5010;1;16;49;266;5;1000000000004;685; 
1;6;215;1465;2;4;38;184;5;1000000000004;150; 
1;6;215;1465;1;4;18;82;5;1000000000004;107; 
1;6;215;1660;2;4;28;102;5;1000000000004;145; 
1;6;215;1660;1;5;16;62;5;1000000000004;133; 
1;6;215;2485;2;2;8;85;5;1000000000004;89; 
1;6;215;2485;1;2;15;70;5;1000000000004;121; 
1;6;215;2905;2;1;2;19;5;1000000000004;17; 
1;6;215;2905;1;1;1;11;5;1000000000004;25; 
1;6;215;3025;2;1;8;58;5;1000000000004;52; 
1;6;215;3025;1;2;5;34;5;1000000000004;55; 
1;6;215;3820;2;2;11;40;5;1000000000004;33; 
1;6;215;3820;1;1;9;28;5;1000000000004;30; 
1;6;215;3845;2;4;13;146;5;1000000000004;216; 
1;6;215;3845;1;5;10;111;5;1000000000004;243; 
1;6;215;4030;2;12;98;666;5;1000000000004;382; 
1;6;215;4030;1;11;46;302;5;1000000000004;388; 
1;6;190;5475;2;15;55;504;5;1000000000004;1051; 
1;6;190;5475;1;14;32;309;5;1000000000004;1177; 
1;6;220;515;2;1;2;22;5;1000000000004;34; 
1;6;220;515;1;1;2;14;5;1000000000004;35; 
1;6;220;5255;2;13;81;352;5;1000000000004;689; 
1;6;220;5255;1;13;31;230;5;1000000000004;525; 
1;6;220;615;2;1;3;30;5;1000000000004;72; 
1;6;220;615;1;1;3;21;5;1000000000004;60; 
1;6;220;1370;2;2;16;59;5;1000000000004;91; 
1;6;220;1370;1;2;5;52;5;1000000000004;90; 
1;6;220;2260;2;2;18;71;5;1000000000004;70; 
1;6;220;2260;1;2;8;41;5;1000000000004;56; 
1;6;205;5145;2;22;141;682;5;1000000000004;871; 
1;6;205;5145;1;21;62;382;5;1000000000004;1062; 
1;6;205;500;2;1;7;34;5;1000000000004;53; 
1;6;205;500;1;2;4;35;5;1000000000004;76; 
1;6;205;610;2;25;187;692;5;1000000000004;815; 
1;6;205;610;1;24;91;459;5;1000000000004;1027; 
1;6;205;1865;2;4;31;134;5;1000000000004;95; 
1;6;205;1865;1;4;12;93;5;1000000000004;112; 
1;6;205;4430;2;5;33;182;5;1000000000004;147; 
1;6;205;4430;1;5;29;70;5;1000000000004;178; 
1;6;205;6080;2;16;128;741;5;1000000000004;637; 
1;6;205;6080;1;15;77;454;5;1000000000004;746; 
1;6;900;6420;2;16;67;450;5;1000000000004;789; 
1;6;900;6420;1;16;59;337;5;1000000000004;841; 
1;6;210;555;2;8;91;380;5;1000000000004;327; 
1;6;210;555;1;7;28;283;5;1000000000004;376; 
1;6;210;5430;2;25;163;1082;5;1000000000004;846; 
1;6;210;5430;1;23;88;658;5;1000000000004;950; 
1;6;210;2730;2;11;152;459;5;1000000000004;304; 
1;6;210;2730;1;10;93;249;5;1000000000004;327; 
1;6;200;5315;2;4;18;92;5;1000000000004;149; 
1;6;200;5315;1;3;6;58;5;1000000000004;150; 
1;6;200;1415;2;1;2;32;5;1000000000004;67; 
1;6;200;1415;1;1;6;28;5;1000000000004;60; 
1;6;200;1705;2;3;14;115;5;1000000000004;187; 
1;6;200;1705;1;3;6;76;5;1000000000004;231; 
1;6;200;5550;2;20;36;445;5;1000000000004;1335; 
1;6;200;5550;1;17;32;295;5;1000000000004;1209; 
1;6;200;2080;2;1;1;8;5;1000000000004;67; 
1;6;200;2080;1;1;3;7;5;1000000000004;57; 
1;6;200;3295;2;15;59;729;5;1000000000004;889; 
1;6;200;3295;1;13;37;404;5;1000000000004;933; 
1;6;200;3425;2;3;20;93;5;1000000000004;178; 
1;6;200;3425;1;3;4;57;5;1000000000004;168; 
1;6;200;3450;2;5;25;203;5;1000000000004;285; 
1;6;200;3450;1;5;13;157;5;1000000000004;347; 
1;6;200;45;2;1;6;48;5;1000000000004;134; 
1;6;200;45;1;1;6;32;5;1000000000004;131; 
1;6;200;40;2;1;3;47;5;1000000000004;58; 
1;6;200;40;1;1;0;30;5;1000000000004;75; 
1;6;200;410;2;1;1;13;5;1000000000004;10; 
1;6;200;410;1;1;0;5;5;1000000000004;10; 
1;6;830;6540;2;15;57;489;5;1000000000004;997; 
1;6;830;6540;1;15;52;376;5;1000000000004;1079; 
1;6;225;1325;2;1;1;8;5;1000000000004;19; 
1;6;225;1325;1;1;0;8;5;1000000000004;32; 
1;6;225;1110;2;2;4;49;5;1000000000004;125; 
1;6;225;1110;1;2;6;30;5;1000000000004;147; 
1;6;225;925;2;1;1;14;5;1000000000004;21; 
1;6;225;925;1;1;1;9;5;1000000000004;30; 
1;6;225;2400;2;2;4;26;5;1000000000004;134; 
1;6;225;2400;1;1;3;17;5;1000000000004;143; 
1;6;225;5740;2;4;10;73;5;1000000000004;244; 
1;6;225;5740;1;4;1;62;5;1000000000004;259; 
1;6;225;2975;2;2;5;48;5;1000000000004;80; 
1;6;225;2975;1;2;4;40;5;1000000000004;91; 
1;6;225;3335;2;2;3;67;5;1000000000004;207; 
1;6;225;3335;1;2;1;41;5;1000000000004;199; 
1;6;195;420;2;6;20;183;5;1000000000004;208; 
