DIGNIDAD_CODIGO;DIGNIDAD_NOMBRE;PROVINCIA_CODIGO;PROVINCIA_NOMBRE;CIRCUNSCRIPCION_CODIGO_ORIGINAL;CIRCUNSCRIPCION_NOMBRE;CANTON_CODIGO;CANTON_NOMBRE;PARROQUIA_CODIGO;PARROQUIA_NOMBRE;JUNTA_SEXO;CANDIDATO_CODIGO;VOTOS_EN_BLANCO;VOTOS_NULOS;ELECTORES_REGISTRO;ELECTORES_RESULTADOS;SUFRAGANTES;CANDIDATO_VOTOS
1;1;7;7;0;70;705;705;4530;4530;M;502;1;7;179;179;176;71
1;1;7;7;0;70;705;705;4535;4535;F;16;1;3;140;140;133;64
1;1;7;7;0;70;705;705;4535;4535;F;502;1;3;140;140;133;65
1;1;7;7;0;70;705;705;4535;4535;M;16;1;2;131;131;130;69
1;1;7;7;0;70;705;705;4535;4535;M;502;1;2;131;131;130;58
1;1;7;7;0;70;705;705;5745;5745;F;16;9;67;1275;1275;1082;575
1;1;7;7;0;70;705;705;5745;5745;F;502;9;67;1275;1275;1082;431
1;1;7;7;0;70;705;705;5745;5745;M;16;3;60;1425;1425;1202;734
1;1;7;7;0;70;705;705;5745;5745;M;502;3;60;1425;1425;1202;405
1;1;7;7;0;70;755;755;1075;1075;F;16;0;11;226;226;222;141
1;1;7;7;0;70;755;755;1075;1075;F;502;0;11;226;226;222;70
1;1;7;7;0;70;755;755;1075;1075;M;16;1;7;280;280;243;149
1;1;7;7;0;70;755;755;1075;1075;M;502;1;7;280;280;243;86
1;1;7;7;0;70;755;755;1080;1080;F;16;0;18;280;280;269;127
1;1;7;7;0;70;755;755;1080;1080;F;502;0;18;280;280;269;124
1;1;7;7;0;70;755;755;1080;1080;M;16;1;13;309;309;289;146
1;1;7;7;0;70;755;755;1080;1080;M;502;1;13;309;309;289;129
1;1;7;7;0;70;755;755;1100;1100;F;16;0;15;314;314;296;138
1;1;7;7;0;70;755;755;1100;1100;F;502;0;15;314;314;296;143
1;1;7;7;0;70;755;755;1100;1100;M;16;2;7;371;371;340;169
1;1;7;7;0;70;755;755;1100;1100;M;502;2;7;371;371;340;162
1;1;7;7;0;70;755;755;6335;6335;F;16;11;51;1257;1257;1060;539
1;1;7;7;0;70;755;755;6335;6335;F;502;11;51;1257;1257;1060;459
1;1;7;7;0;70;755;755;6335;6335;M;16;8;44;1514;1517;1216;653
1;1;7;7;0;70;755;755;6335;6335;M;502;8;44;1514;1517;1216;511
1;1;7;7;0;70;755;755;6950;6950;F;16;2;4;219;219;205;103
1;1;7;7;0;70;755;755;6950;6950;F;502;2;4;219;219;205;96
1;1;7;7;0;70;755;755;6950;6950;M;16;0;7;214;214;197;101
1;1;7;7;0;70;755;755;6950;6950;M;502;0;7;214;214;197;89
1;1;7;7;0;70;860;860;160;160;F;16;1;6;131;131;120;58
1;1;7;7;0;70;860;860;160;160;F;502;1;6;131;131;120;55
1;1;7;7;0;70;860;860;160;160;M;16;1;6;170;170;159;84
1;1;7;7;0;70;860;860;160;160;M;502;1;6;170;170;159;68
1;1;7;7;0;70;860;860;6570;6570;F;16;9;85;2433;2433;2020;911
1;1;7;7;0;70;860;860;6570;6570;F;502;9;85;2433;2433;2020;1015
1;1;7;7;0;70;860;860;6570;6570;M;16;21;68;2673;2675;2188;1079
1;1;7;7;0;70;860;860;6570;6570;M;502;21;68;2673;2675;2188;1020
1;1;7;7;0;70;875;875;1975;1975;F;16;1;24;336;336;319;100
1;1;7;7;0;70;875;875;1975;1975;F;502;1;24;336;336;319;194
1;1;7;7;0;70;875;875;1975;1975;M;16;7;22;358;358;325;115
1;1;7;7;0;70;875;875;1975;1975;M;502;7;22;358;358;325;181
1;1;7;7;0;70;875;875;6590;6590;F;16;13;105;2762;2763;2467;1009
1;1;7;7;0;70;875;875;6590;6590;F;502;13;105;2762;2763;2467;1340
1;1;7;7;0;70;875;875;6590;6590;M;16;19;85;3058;3058;2626;1225
1;1;7;7;0;70;875;875;6590;6590;M;502;19;85;3058;3058;2626;1297
1;1;8;8;0;80;560;560;450;450;F;16;14;111;957;957;858;267
1;1;8;8;0;80;560;560;450;450;F;502;14;111;957;957;858;466
1;1;8;8;0;80;560;560;450;450;M;16;16;98;1127;1131;899;378
1;1;8;8;0;80;560;560;450;450;M;502;16;98;1127;1131;899;407
1;1;8;8;0;80;560;560;655;655;F;16;7;92;640;640;564;205
1;1;8;8;0;80;560;560;655;655;F;502;7;92;640;640;564;260
1;1;8;8;0;80;560;560;655;655;M;16;20;114;845;846;691;293
1;1;8;8;0;80;560;560;655;655;M;502;20;114;845;846;691;264
1;1;8;8;0;80;560;560;895;895;F;16;20;104;1333;1333;1152;516
1;1;8;8;0;80;560;560;895;895;F;502;20;104;1333;1333;1152;512
1;1;8;8;0;80;560;560;895;895;M;16;14;142;1536;1539;1247;563
1;1;8;8;0;80;560;560;895;895;M;502;14;142;1536;1539;1247;528
1;1;8;8;0;80;560;560;2320;2320;F;16;20;97;807;807;732;264
1;1;8;8;0;80;560;560;2320;2320;F;502;20;97;807;807;732;351
1;1;8;8;0;80;560;560;2320;2320;M;16;20;101;1049;1050;861;358
1;1;8;8;0;80;560;560;2320;2320;M;502;20;101;1049;1050;861;382
1;1;8;8;0;80;560;560;3570;3570;F;16;20;164;1997;1997;1792;664
1;1;8;8;0;80;560;560;3570;3570;F;502;20;164;1997;1997;1792;944
1;1;8;8;0;80;560;560;3570;3570;M;16;15;129;2202;2205;1782;752
1;1;8;8;0;80;560;560;3570;3570;M;502;15;129;2202;2205;1782;886
1;1;8;8;0;80;560;560;3930;3930;F;16;23;125;1177;1178;1034;362
1;1;8;8;0;80;560;560;3930;3930;F;502;23;125;1177;1178;1034;524
1;1;8;8;0;80;560;560;3930;3930;M;16;14;153;1408;1410;1058;385
1;1;8;8;0;80;560;560;3930;3930;M;502;14;153;1408;1410;1058;506
1;1;8;8;0;80;560;560;3940;3940;F;16;8;117;1603;1603;1415;522
1;1;8;8;0;80;560;560;3940;3940;F;502;8;117;1603;1603;1415;768
1;1;8;8;0;80;560;560;3940;3940;M;16;11;98;1687;1687;1352;542
1;1;8;8;0;80;560;560;3940;3940;M;502;11;98;1687;1687;1352;698
1;1;8;8;0;80;560;560;4240;4240;F;16;53;614;10275;10282;8820;4001
1;1;8;8;0;80;560;560;4240;4240;F;502;53;614;10275;10282;8820;4152
1;1;8;8;0;80;560;560;4240;4240;M;16;58;533;10710;10773;8429;4180
1;1;8;8;0;80;560;560;4240;4240;M;502;58;533;10710;10773;8429;3658
1;1;8;8;0;80;560;560;5205;5205;F;16;74;758;12783;12789;10459;5177
1;1;8;8;0;80;560;560;5205;5205;F;502;74;758;12783;12789;10459;4450
1;1;8;8;0;80;560;560;5205;5205;M;16;57;491;11950;11990;9181;4702
1;1;8;8;0;80;560;560;5205;5205;M;502;57;491;11950;11990;9181;3931
1;1;8;8;0;80;560;560;5210;5210;F;16;88;1227;20017;20022;16745;8862
1;1;8;8;0;80;560;560;5210;5210;F;502;88;1227;20017;20022;16745;6568
1;1;8;8;0;80;560;560;5210;5210;M;16;89;804;17997;18035;14109;7731
1;1;8;8;0;80;560;560;5210;5210;M;502;89;804;17997;18035;14109;5482
1;1;8;8;0;80;560;560;5335;5335;F;16;97;1284;23310;23320;18454;9477
1;1;8;8;0;80;560;560;5335;5335;F;502;97;1284;23310;23320;18454;7596
1;1;8;8;0;80;560;560;5335;5335;M;16;104;963;22529;22601;16363;8750
1;1;8;8;0;80;560;560;5335;5335;M;502;104;963;22529;22601;16363;6546
1;1;8;8;0;80;560;560;5600;5600;F;16;17;222;4649;4649;3754;1822
1;1;8;8;0;80;560;560;5600;5600;F;502;17;222;4649;4649;3754;1693
1;1;8;8;0;80;560;560;5600;5600;M;16;23;168;4728;4738;3648;1871
1;1;8;8;0;80;560;560;5600;5600;M;502;23;168;4728;4738;3648;1586
1;1;8;8;0;80;560;560;6905;6905;F;16;12;300;4785;4785;4490;1962
1;1;8;8;0;80;560;560;6905;6905;F;502;12;300;4785;4785;4490;2216
1;1;8;8;0;80;560;560;6905;6905;M;16;23;214;4102;4112;3554;1747
1;1;8;8;0;80;560;560;6905;6905;M;502;23;214;4102;4112;3554;1570
1;1;8;8;0;80;561;561;930;930;F;16;11;138;1054;1054;915;216
1;1;8;8;0;80;561;561;930;930;F;502;11;138;1054;1054;915;550
1;1;8;8;0;80;561;561;930;930;M;16;16;132;1271;1276;1020;292
1;1;8;8;0;80;561;561;930;930;M;502;16;132;1271;1276;1020;580
1;1;8;8;0;80;561;561;965;965;F;16;14;97;983;983;829;192
1;1;8;8;0;80;561;561;965;965;F;502;14;97;983;983;829;526
1;1;8;8;0;80;561;561;965;965;M;16;22;103;1367;1370;1077;354
1;1;8;8;0;80;561;561;965;965;M;502;22;103;1367;1370;1077;598
1;1;8;8;0;80;561;561;2035;2035;F;16;24;108;1566;1566;1378;352
1;1;8;8;0;80;561;561;2035;2035;F;502;24;108;1566;1566;1378;894
1;1;8;8;0;80;561;561;2035;2035;M;16;28;146;1880;1886;1539;461
1;1;8;8;0;80;561;561;2035;2035;M;502;28;146;1880;1886;1539;904
1;1;8;8;0;80;561;561;2445;2445;F;16;16;154;1585;1585;1343;342
1;1;8;8;0;80;561;561;2445;2445;F;502;16;154;1585;1585;1343;831
1;1;8;8;0;80;561;561;2445;2445;M;16;21;183;1862;1865;1428;385
1;1;8;8;0;80;561;561;2445;2445;M;502;21;183;1862;1865;1428;839
1;1;8;8;0;80;561;561;3215;3215;F;16;16;158;2034;2035;1754;470
1;1;8;8;0;80;561;561;3215;3215;F;502;16;158;2034;2035;1754;1110
1;1;8;8;0;80;561;561;3215;3215;M;16;20;142;2278;2289;1745;523
1;1;8;8;0;80;561;561;3215;3215;M;502;20;142;2278;2289;1745;1060
1;1;8;8;0;80;561;561;6720;6720;F;16;12;182;2449;2450;2094;609
1;1;8;8;0;80;561;561;6720;6720;F;502;12;182;2449;2450;2094;1291
1;1;8;8;0;80;561;561;6720;6720;M;16;24;194;2825;2831;2194;785
1;1;8;8;0;80;561;561;6720;6720;M;502;24;194;2825;2831;2194;1191
1;1;8;8;0;80;565;565;120;120;F;16;2;28;470;470;392;73
1;1;8;8;0;80;565;565;120;120;F;502;2;28;470;470;392;290
1;1;8;8;0;80;565;565;120;120;M;16;2;44;593;594;441;91
1;1;8;8;0;80;565;565;120;120;M;502;2;44;593;594;441;304
1;1;8;8;0;80;565;565;200;200;F;16;3;61;874;875;509;152
1;1;8;8;0;80;565;565;200;200;F;502;3;61;874;875;509;293
1;1;8;8;0;80;565;565;200;200;M;16;11;35;1007;1007;518;178
1;1;8;8;0;80;565;565;200;200;M;502;11;35;1007;1007;518;294
1;1;8;8;0;80;565;565;370;370;F;16;41;236;3492;3492;2894;812
1;1;8;8;0;80;565;565;370;370;F;502;41;236;3492;3492;2894;1805
1;1;8;8;0;80;565;565;370;370;M;16;29;215;3879;3885;2886;1001
1;1;8;8;0;80;565;565;370;370;M;502;29;215;3879;3885;2886;1641
1;1;8;8;0;80;565;565;1505;1505;F;16;4;38;492;492;428;170
1;1;8;8;0;80;565;565;1505;1505;F;502;4;38;492;492;428;216
1;1;8;8;0;80;565;565;1505;1505;M;16;3;30;551;552;464;217
1;1;8;8;0;80;565;565;1505;1505;M;502;3;30;551;552;464;214
1;1;8;8;0;80;565;565;1510;1510;F;16;3;39;415;415;378;45
1;1;8;8;0;80;565;565;1510;1510;F;502;3;39;415;415;378;291
1;1;8;8;0;80;565;565;1510;1510;M;16;11;37;431;431;375;72
1;1;8;8;0;80;565;565;1510;1510;M;502;11;37;431;431;375;255
1;1;8;8;0;80;565;565;1515;1515;F;16;1;28;322;322;293;53
1;1;8;8;0;80;565;565;1515;1515;F;502;1;28;322;322;293;211
1;1;8;8;0;80;565;565;1515;1515;M;16;7;27;336;337;300;67
1;1;8;8;0;80;565;565;1515;1515;M;502;7;27;336;337;300;199
1;1;8;8;0;80;565;565;2125;2125;F;16;15;71;1049;1049;888;215
1;1;8;8;0;80;565;565;2125;2125;F;502;15;71;1049;1049;888;587
1;1;8;8;0;80;565;565;2125;2125;M;16;11;87;1348;1354;988;251
1;1;8;8;0;80;565;565;2125;2125;M;502;11;87;1348;1354;988;639
1;1;8;8;0;80;565;565;2225;2225;F;16;0;15;142;142;133;12
1;1;8;8;0;80;565;565;2225;2225;F;502;0;15;142;142;133;106
1;1;8;8;0;80;565;565;2225;2225;M;16;2;10;196;196;171;33
1;1;8;8;0;80;565;565;2225;2225;M;502;2;10;196;196;171;126
1;1;8;8;0;80;565;565;2335;2335;F;16;11;43;751;751;606;139
1;1;8;8;0;80;565;565;2335;2335;F;502;11;43;751;751;606;413
1;1;8;8;0;80;565;565;2335;2335;M;16;10;41;763;763;560;166
1;1;8;8;0;80;565;565;2335;2335;M;502;10;41;763;763;560;343
1;1;8;8;0;80;565;565;2670;2670;F;16;7;6;263;263;233;49
1;1;8;8;0;80;565;565;2670;2670;F;502;7;6;263;263;233;171
1;1;8;8;0;80;565;565;2670;2670;M;16;5;19;272;272;218;50
1;1;8;8;0;80;565;565;2670;2670;M;502;5;19;272;272;218;144
1;1;8;8;0;80;565;565;3405;3405;F;16;15;59;643;644;495;217
1;1;8;8;0;80;565;565;3405;3405;F;502;15;59;643;644;495;204
1;1;8;8;0;80;565;565;3405;3405;M;16;5;70;791;791;531;255
1;1;8;8;0;80;565;565;3405;3405;M;502;5;70;791;791;531;201
1;1;8;8;0;80;565;565;3805;3805;F;16;6;36;468;468;395;68
1;1;8;8;0;80;565;565;3805;3805;F;502;6;36;468;468;395;285
1;1;8;8;0;80;565;565;3805;3805;M;16;5;42;492;493;373;67
1;1;8;8;0;80;565;565;3805;3805;M;502;5;42;492;493;373;259
1;1;8;8;0;80;565;565;4170;4170;F;16;4;165;1356;1356;1213;432
1;1;8;8;0;80;565;565;4170;4170;F;502;4;165;1356;1356;1213;612
1;1;8;8;0;80;565;565;4170;4170;M;16;23;126;1442;1442;1232;532
1;1;8;8;0;80;565;565;4170;4170;M;502;23;126;1442;1442;1232;552
1;1;8;8;0;80;565;565;4465;4465;F;16;8;41;637;637;586;204
1;1;8;8;0;80;565;565;4465;4465;F;502;8;41;637;637;586;332
1;1;8;8;0;80;565;565;4465;4465;M;16;5;54;807;809;697;305
1;1;8;8;0;80;565;565;4465;4465;M;502;5;54;807;809;697;334
1;1;8;8;0;80;565;565;4595;4595;F;16;6;21;374;374;344;73
1;1;8;8;0;80;565;565;4595;4595;F;502;6;21;374;374;344;244
1;1;8;8;0;80;565;565;4595;4595;M;16;4;21;361;362;329;79
1;1;8;8;0;80;565;565;4595;4595;M;502;4;21;361;362;329;225
1;1;8;8;0;80;565;565;6205;6205;F;16;27;113;3000;3000;2306;479
1;1;8;8;0;80;565;565;6205;6205;F;502;27;113;3000;3000;2306;1687
1;1;8;8;0;80;565;565;6205;6205;M;16;52;96;3273;3281;2170;543
1;1;8;8;0;80;565;565;6205;6205;M;502;52;96;3273;3281;2170;1479
1;1;8;8;0;80;570;570;355;355;F;16;2;23;298;298;253;65
1;1;8;8;0;80;570;570;355;355;F;502;2;23;298;298;253;163
1;1;8;8;0;80;570;570;355;355;M;16;8;21;386;386;303;101
1;1;8;8;0;80;570;570;355;355;M;502;8;21;386;386;303;173
1;1;8;8;0;80;570;570;1010;1010;F;16;4;21;559;559;503;103
1;1;8;8;0;80;570;570;1010;1010;F;502;4;21;559;559;503;375
1;1;8;8;0;80;570;570;1010;1010;M;16;6;29;640;640;540;158
1;1;8;8;0;80;570;570;1010;1010;M;502;6;29;640;640;540;347
1;1;8;8;0;80;570;570;1305;1305;F;16;5;45;519;519;470;112
1;1;8;8;0;80;570;570;1305;1305;F;502;5;45;519;519;470;308
1;1;8;8;0;80;570;570;1305;1305;M;16;8;53;658;658;574;166
1;1;8;8;0;80;570;570;1305;1305;M;502;8;53;658;658;574;347
1;1;8;8;0;80;570;570;3125;3125;F;16;3;9;308;308;281;103
1;1;8;8;0;80;570;570;3125;3125;F;502;3;9;308;308;281;166
1;1;8;8;0;80;570;570;3125;3125;M;16;2;20;303;304;262;89
1;1;8;8;0;80;570;570;3125;3125;M;502;2;20;303;304;262;151
1;1;8;8;0;80;570;570;3280;3280;F;16;4;17;427;427;394;62
1;1;8;8;0;80;570;570;3280;3280;F;502;4;17;427;427;394;311
1;1;8;8;0;80;570;570;3280;3280;M;16;1;22;527;528;449;97
1;1;8;8;0;80;570;570;3280;3280;M;502;1;22;527;528;449;329
1;1;8;8;0;80;570;570;3390;3390;F;16;13;49;887;887;800;202
1;1;8;8;0;80;570;570;3390;3390;F;502;13;49;887;887;800;536
1;1;8;8;0;80;570;570;3390;3390;M;16;11;49;1041;1043;874;267
1;1;8;8;0;80;570;570;3390;3390;M;502;11;49;1041;1043;874;547
1;1;8;8;0;80;570;570;3430;3430;F;16;14;126;1715;1715;1520;367
1;1;8;8;0;80;570;570;3430;3430;F;502;14;126;1715;1715;1520;1013
1;1;8;8;0;80;570;570;3430;3430;M;16;8;129;1997;1997;1649;473
1;1;8;8;0;80;570;570;3430;3430;M;502;8;129;1997;1997;1649;1039
1;1;8;8;0;80;570;570;3470;3470;F;16;25;91;1415;1415;1292;266
1;1;8;8;0;80;570;570;3470;3470;F;502;25;91;1415;1415;1292;910
1;1;8;8;0;80;570;570;3470;3470;M;16;13;89;1625;1627;1406;381
1;1;8;8;0;80;570;570;3470;3470;M;502;13;89;1625;1627;1406;923
1;1;8;8;0;80;570;570;5670;5670;F;16;39;249;4178;4178;3558;1268
1;1;8;8;0;80;570;570;5670;5670;F;502;39;249;4178;4178;3558;2002
1;1;8;8;0;80;570;570;5670;5670;M;16;45;260;4996;5009;3959;1630
1;1;8;8;0;80;570;570;5670;5670;M;502;45;260;4996;5009;3959;2024
1;1;8;8;0;80;575;575;700;700;F;16;15;192;1223;1223;1080;353
1;1;8;8;0;80;575;575;700;700;F;502;15;192;1223;1223;1080;520
1;1;8;8;0;80;575;575;700;700;M;16;17;190;1569;1570;1309;535
1;1;8;8;0;80;575;575;700;700;M;502;17;190;1569;1570;1309;567
1;1;8;8;0;80;575;575;980;980;F;16;8;46;671;671;618;189
1;1;8;8;0;80;575;575;980;980;F;502;8;46;671;671;618;375
1;1;8;8;0;80;575;575;980;980;M;16;8;52;847;847;756;299
1;1;8;8;0;80;575;575;980;980;M;502;8;52;847;847;756;397
1;1;8;8;0;80;575;575;1530;1530;F;16;64;518;7075;7076;6553;2659
1;1;8;8;0;80;575;575;1530;1530;F;502;64;518;7075;7076;6553;3311
1;1;8;8;0;80;575;575;1530;1530;M;16;52;428;7363;7370;6507;3122
1;1;8;8;0;80;575;575;1530;1530;M;502;52;428;7363;7370;6507;2904
1;1;8;8;0;80;575;575;2345;2345;F;16;44;402;4294;4294;3949;1262
1;1;8;8;0;80;575;575;2345;2345;F;502;44;402;4294;4294;3949;2241
1;1;8;8;0;80;575;575;2345;2345;M;16;41;322;4754;4757;4268;1672
1;1;8;8;0;80;575;575;2345;2345;M;502;41;322;4754;4757;4268;2233
1;1;8;8;0;80;575;575;4230;4230;F;16;79;222;2818;2819;2498;927
1;1;8;8;0;80;575;575;4230;4230;F;502;79;222;2818;2819;2498;1270
1;1;8;8;0;80;575;575;4230;4230;M;16;31;217;3271;3277;2654;1163
1;1;8;8;0;80;575;575;4230;4230;M;502;31;217;3271;3277;2654;1243
1;1;8;8;0;80;575;575;5895;5895;F;16;226;1830;26047;26053;22739;10062
1;1;8;8;0;80;575;575;5895;5895;F;502;226;1830;26047;26053;22739;10618
1;1;8;8;0;80;575;575;5895;5895;M;16;221;1573;29776;29825;24500;12092
1;1;8;8;0;80;575;575;5895;5895;M;502;221;1573;29776;29825;24500;10614
1;1;8;8;0;80;580;580;70;70;F;16;11;59;447;447;395;138
1;1;8;8;0;80;580;580;70;70;F;502;11;59;447;447;395;187
1;1;8;8;0;80;580;580;70;70;M;16;6;60;479;479;398;164
1;1;8;8;0;80;580;580;70;70;M;502;6;60;479;479;398;168
1;1;8;8;0;80;580;580;110;110;F;16;14;29;606;606;509;71
1;1;8;8;0;80;580;580;110;110;F;502;14;29;606;606;509;395
1;1;8;8;0;80;580;580;110;110;M;16;9;23;529;531;428;122
1;1;8;8;0;80;580;580;110;110;M;502;9;23;529;531;428;274
1;1;8;8;0;80;580;580;435;435;F;16;2;12;243;243;211;52
1;1;8;8;0;80;580;580;435;435;F;502;2;12;243;243;211;145
1;1;8;8;0;80;580;580;435;435;M;16;0;21;305;305;226;73
1;1;8;8;0;80;580;580;435;435;M;502;0;21;305;305;226;132
1;1;8;8;0;80;580;580;535;535;F;16;5;25;372;372;320;93
1;1;8;8;0;80;580;580;535;535;F;502;5;25;372;372;320;197
1;1;8;8;0;80;580;580;535;535;M;16;5;17;419;420;340;89
1;1;8;8;0;80;580;580;535;535;M;502;5;17;419;420;340;229
1;1;8;8;0;80;580;580;570;570;F;16;1;2;119;119;92;13
1;1;8;8;0;80;580;580;570;570;F;502;1;2;119;119;92;76
1;1;8;8;0;80;580;580;570;570;M;16;7;5;130;130;104;23
1;1;8;8;0;80;580;580;570;570;M;502;7;5;130;130;104;69
1;1;8;8;0;80;580;580;620;620;F;16;4;33;529;529;406;92
1;1;8;8;0;80;580;580;620;620;F;502;4;33;529;529;406;277
1;1;8;8;0;80;580;580;620;620;M;16;4;22;642;644;451;144
1;1;8;8;0;80;580;580;620;620;M;502;4;22;642;644;451;281
1;1;8;8;0;80;580;580;2395;2395;F;16;13;43;351;351;304;46
1;1;8;8;0;80;580;580;2395;2395;F;502;13;43;351;351;304;202
1;1;8;8;0;80;580;580;2395;2395;M;16;1;24;424;424;343;64
1;1;8;8;0;80;580;580;2395;2395;M;502;1;24;424;424;343;254
1;1;8;8;0;80;580;580;3455;3455;F;16;2;18;281;281;244;61
1;1;8;8;0;80;580;580;3455;3455;F;502;2;18;281;281;244;163
1;1;8;8;0;80;580;580;3455;3455;M;16;2;29;302;302;231;73
1;1;8;8;0;80;580;580;3455;3455;M;502;2;29;302;302;231;127
1;1;8;8;0;80;580;580;3725;3725;F;16;3;26;436;436;389;58
1;1;8;8;0;80;580;580;3725;3725;F;502;3;26;436;436;389;302
1;1;8;8;0;80;580;580;3725;3725;M;16;5;21;363;363;286;59
1;1;8;8;0;80;580;580;3725;3725;M;502;5;21;363;363;286;201
1;1;8;8;0;80;580;580;3955;3955;F;16;5;47;461;461;402;76
1;1;8;8;0;80;580;580;3955;3955;F;502;5;47;461;461;402;274
1;1;8;8;0;80;580;580;3955;3955;M;16;4;36;514;514;404;127
1;1;8;8;0;80;580;580;3955;3955;M;502;4;36;514;514;404;237
1;1;8;8;0;80;580;580;4075;4075;F;16;9;57;619;619;536;177
1;1;8;8;0;80;580;580;4075;4075;F;502;9;57;619;619;536;293
1;1;8;8;0;80;580;580;4075;4075;M;16;4;43;708;708;540;223
1;1;8;8;0;80;580;580;4075;4075;M;502;4;43;708;708;540;270
1;1;8;8;0;80;580;580;4125;4125;F;16;4;37;387;387;335;102
1;1;8;8;0;80;580;580;4125;4125;F;502;4;37;387;387;335;192
1;1;8;8;0;80;580;580;4125;4125;M;16;3;21;419;420;313;126
1;1;8;8;0;80;580;580;4125;4125;M;502;3;21;419;420;313;163
1;1;8;8;0;80;580;580;6130;6130;F;16;114;671;8994;8998;7569;2569
1;1;8;8;0;80;580;580;6130;6130;F;502;114;671;8994;8998;7569;4215
1;1;8;8;0;80;580;580;6130;6130;M;16;99;440;9078;9103;6522;2603
1;1;8;8;0;80;580;580;6130;6130;M;502;99;440;9078;9103;6522;3380
1;1;8;8;0;80;785;785;1615;1615;F;16;45;226;3432;3435;3188;1015
1;1;8;8;0;80;785;785;1615;1615;F;502;45;226;3432;3435;3188;1902
1;1;8;8;0;80;785;785;1615;1615;M;16;26;204;3253;3259;2841;1145
1;1;8;8;0;80;785;785;1615;1615;M;502;26;204;3253;3259;2841;1466
1;1;8;8;0;80;785;785;2130;2130;F;16;8;75;1032;1032;918;289
1;1;8;8;0;80;785;785;2130;2130;F;502;8;75;1032;1032;918;546
1;1;8;8;0;80;785;785;2130;2130;M;16;7;89;1140;1143;942;309
1;1;8;8;0;80;785;785;2130;2130;M;502;7;89;1140;1143;942;537
1;1;8;8;0;80;785;785;3880;3880;F;16;8;108;1391;1391;1279;365
1;1;8;8;0;80;785;785;3880;3880;F;502;8;108;1391;1391;1279;798
1;1;8;8;0;80;785;785;3880;3880;M;16;12;79;1420;1421;1177;357
1;1;8;8;0;80;785;785;3880;3880;M;502;12;79;1420;1421;1177;729
1;1;8;8;0;80;785;785;4055;4055;F;16;64;170;2806;2806;2553;736
1;1;8;8;0;80;785;785;4055;4055;F;502;64;170;2806;2806;2553;1583
1;1;8;8;0;80;785;785;4055;4055;M;16;32;162;3158;3168;2653;921
1;1;8;8;0;80;785;785;4055;4055;M;502;32;162;3158;3168;2653;1538
1;1;8;8;0;80;785;785;6380;6380;F;16;45;429;6857;6861;5988;2142
1;1;8;8;0;80;785;785;6380;6380;F;502;45;429;6857;6861;5988;3372
1;1;8;8;0;80;785;785;6380;6380;M;16;40;401;7412;7436;6135;2506
1;1;8;8;0;80;785;785;6380;6380;M;502;40;401;7412;7436;6135;3188
1;1;9;9;1;91;390;390;5355;5355;F;16;820;9816;172858;172907;140766;67347
1;1;9;9;1;91;390;390;5355;5355;F;502;820;9816;172858;172907;140766;62767
1;1;9;9;1;91;390;390;5355;5355;M;16;946;7989;175263;175996;140683;63471
1;1;9;9;1;91;390;390;5355;5355;M;502;946;7989;175263;175996;140683;68267
1;1;9;9;1;91;390;390;6265;6265;F;16;1122;13563;221625;221682;186599;87616
1;1;9;9;1;91;390;390;6265;6265;F;502;1122;13563;221625;221682;186599;84288
1;1;9;9;1;91;390;390;6265;6265;M;16;1094;10190;209934;210873;171760;77587
1;1;9;9;1;91;390;390;6265;6265;M;502;1094;10190;209934;210873;171760;82862
1;1;9;9;2;92;390;390;6150;6150;F;16;955;13443;259318;259372;208753;108466
1;1;9;9;2;92;390;390;6150;6150;F;502;955;13443;259318;259372;208753;85883
1;1;9;9;2;92;390;390;6150;6150;M;16;961;11361;250996;251718;199957;101197
1;1;9;9;2;92;390;390;6150;6150;M;502;961;11361;250996;251718;199957;86431
1;1;9;9;2;92;390;390;6405;6405;F;16;642;7444;97728;97753;94086;34215
1;1;9;9;2;92;390;390;6405;6405;F;502;642;7444;97728;97753;94086;51773
1;1;9;9;2;92;390;390;6405;6405;M;16;540;5163;88362;88594;80282;29429
1;1;9;9;2;92;390;390;6405;6405;M;502;540;5163;88362;88594;80282;45146
1;1;9;9;3;93;390;390;1870;1870;F;16;22;214;3324;3324;3148;1306
1;1;9;9;3;93;390;390;1870;1870;F;502;22;214;3324;3324;3148;1604
1;1;9;9;3;93;390;390;1870;1870;M;16;23;191;3703;3709;3484;1476
1;1;9;9;3;93;390;390;1870;1870;M;502;23;191;3703;3709;3484;1794
1;1;9;9;3;93;390;390;2470;2470;F;16;26;78;1366;1366;1278;578
1;1;9;9;3;93;390;390;2470;2470;F;502;26;78;1366;1366;1278;596
1;1;9;9;3;93;390;390;2470;2470;M;16;18;54;1401;1401;1300;618
1;1;9;9;3;93;390;390;2470;2470;M;502;18;54;1401;1401;1300;610
1;1;9;9;3;93;390;390;2940;2940;F;16;92;536;7781;7782;7274;2107
1;1;9;9;3;93;390;390;2940;2940;F;502;92;536;7781;7782;7274;4539
1;1;9;9;3;93;390;390;2940;2940;M;16;82;390;8274;8284;7435;2300
1;1;9;9;3;93;390;390;2940;2940;M;502;82;390;8274;8284;7435;4663
1;1;9;9;3;93;390;390;3030;3030;F;16;81;253;2987;2987;2740;523
1;1;9;9;3;93;390;390;3030;3030;F;502;81;253;2987;2987;2740;1883
