DIGNIDAD_CODIGO;DIGNIDAD_NOMBRE;OP_CODIGO;NUM_PARTIDO;CANDIDATO_CODIGO;CANDIDATO_ORDEN_LISTA;CANDIDATO_NOMBRE;CANDIDATO_SEXO;CANDIDATO_GRUPO_EDAD;CANDIDATO_TERRITORIO_CODIGO;CANDIDATO_TERRITORIO_NOMBRE;CANDIDATO_PROVINCIA_CODIGO;CANDIDATO_PROVINCIA_NOMBRE;CANDIDATO_CIRCUNSCRIPCION_CODIGO_ORIGINAL;CANDIDATO_CIRCUNSCRIPCION_CODIGO;CANDIDATO_CIRCUNSCRIPCION_NOMBRE;SUPLENTE1_NOMBRE;SUPLENTE1_SEXO;SUPLENTE1_GRUPO_EDAD;SUPLENTE2_NOMBRE;SUPLENTE2_SEXO;SUPLENTE2_GRUPO_EDAD
7;7;676;019;262;3;DAVAS SUAREZ JONNY FAVIAN;1;3;1;1;8;8;0;80;80;QUIROZ SALTOS FABRICIO FABIAN;1;2; ; ; 
7;7;2;021023;170;1;CAMPAIN BRAMBILLA RINA ASUNCION;2;2;1;1;8;8;0;80;80;GALLARDO CHEME CARLOS DAVID;1;3; ; ; 
7;7;740;007;275;4;GUTIERREZ CAICEDO GLENDA PATRICIA;2;3;1;1;8;8;0;80;80;ZURITA GONZALEZ MARIA SALOME;2;2; ; ; 
7;7;620;003;991;2;ORTIZ OLMEDO FERNANDA AURELIA;2;2;1;1;8;8;0;80;80;CORNEJO QUIÑONEZ RICARDO FRANCISCO;1;1; ; ; 
9;9;700;008;1233;6;DELGADO MACIAS ELENA AURORA;2;2;1;1;0;0;0;0;0;ARROYO CARVACHE JUAN JAVIER;1;3; ; ; 
7;7;721;010;1154;1;OLEAS PLAZA MAICOL ALEJANDRO;1;2;1;1;8;8;0;80;80;QUINTERO QUIÑONEZ MARIA CRISTINA AMARIS;2;5; ; ; 
7;7;620;003;276;1;SOLORZANO SARRIA CESAR FAUSTO;1;2;1;1;15;15;0;150;150;BOHORQUEZ PANTOJA VALERIA DEL CARMEN;2;1; ; ; 
7;7;618;006;933;4;MENDOZA VIDAL ANGEL WILLIANS;1;2;1;1;8;8;0;80;80;VITE BUMBILA BETTY ARACELI;2;3; ; ; 
7;7;626;017;1206;3;ESCOBAR ORTIZ JOSE ALFREDO;1;2;1;1;8;8;0;80;80;MARIN FERRIN RICARDO ANTONIO;1;2; ; ; 
9;9;618;006;514;11;TARIRA ANGULO VICTORIA AURISTELA;2;2;1;1;0;0;0;0;0;PINZON AGUIRRE DIOMENEZ VICENTE;1;4; ; ; 
7;7;700;008;878;4;PEREA MERA DALIA CAROLINA;2;2;1;1;8;8;0;80;80;HURTADO AVILA ANGELA MARIA;2;3; ; ; 
7;7;626;017;1200;2;LARA PERLAZA BELINDA ALEXANDRA;2;2;1;1;8;8;0;80;80;GRAY ACOSTA MARJORIE FERNANDA;2;2; ; ; 
7;7;626;017;1192;1;SAAVEDRA CEVALLOS MARCO VINICIO;1;2;1;1;8;8;0;80;80;LARA SOLIS YURI LENIN;1;2; ; ; 
7;7;721;010;1162;3;ARROYO CASIERRA CARLOS ALBERTO;1;2;1;1;8;8;0;80;80;NARVAEZ BUSTOS KATHERINE VICTORIA;2;1; ; ; 
7;7;676;019;264;4;ANDRADE RODRIGUEZ MAYURY NOEMI;2;2;1;1;8;8;0;80;80;BURBANO MENDOZA LEIDY MARGARITA;2;1; ; ; 
7;7;588;018;1115;4;CHEME ORTIZ TANYA ISABEL;2;2;1;1;8;8;0;80;80;QUINTERO CADENA RENY RAMIRO;1;1; ; ; 
7;7;721;010;1292;2;ESPINOZA GARCIA ELSA ELIZABETH;2;1;1;1;17;17;3;173;173;CONDOR CHASIPANTA CARLOS ENRIQUE;1;4; ; ; 
7;7;700;008;864;3;PATIÑO ESTUPIÑAN MAURICIO WLADIMIR;1;1;1;1;8;8;0;80;80;COBEÑA ANCHUNDIA ANGEL EFREN;1;2; ; ; 
7;7;588;018;1107;2;MONTAÑO NAZARENO LEIDY DAYANA;2;1;1;1;8;8;0;80;80;CALDAS MONTES EDWIN;1;3; ; ; 
7;7;721;010;1304;4;SOLIS TENORIO RUTH SARA;2;1;1;1;17;17;3;173;173;GARCIA MURILLO SANTO RONEY;1;2; ; ; 
7;7;721;010;1166;4;BORJA COROZO YARIMA MERCEDES;2;1;1;1;8;8;0;80;80;CORREIA MACIAS ANTONY JAVIER;1;1; ; ; 
7;7;589;035;1604;4;ZAMBRANO FLORES ALEXANDRA CAROLINA;2;1;1;1;8;8;0;80;80;ROBINZON RIBERA EDISON DARIO;1;1; ; ; 
7;7;620;003;994;3;HUILA QUIÑONEZ MARIO JAVIER;1;1;1;1;8;8;0;80;80;CORTES NEIRA ELENA ELIZABETH;2;2; ; ; 
7;7;720;001;213;4;PRADO PANEZO DIANA STEFANIA;2;1;1;1;8;8;0;80;80;BONE SOLANO BEATRIZ KATHERINE;2;2; ; ; 
7;7;626;017;1212;4;SANCHEZ ANCHICO GABRIELA FERNANDA;2;1;1;1;8;8;0;80;80;JAEN REASCOS ROXANA;2;2; ; ; 
7;7;620;003;552;1;SICOURET OLVERA VICTOR HUGO;1;6;1;1;9;9;3;93;93;YANEZ SICOURET FABIANA MARIA;2;1; ; ; 
7;7;741;005;1530;3;MURILLO YULAN JORGE ARTURO;1;5;1;1;9;9;2;92;92;NUÑEZ PALACIOS MONICA DEL ROCIO;2;3; ; ; 
7;7;71;003008;1773;2;SANCHEZ CIFUENTES MARIA LENDI;2;5;1;1;22;22;0;220;220;RIVAS MINDIOLA RICARDO JAVIER;1;1; ; ; 
7;7;2;021023;259;5;BARRERA VELASQUEZ HECTOR VICENTE;1;6;1;1;9;9;2;92;92;SOLIS CORDERO JENNIFFER YULIANA;2;2; ; ; 
7;7;24;006075;279;1;ASAN WONSANG JOSE FRANCISCO;1;5;1;1;9;9;4;94;94;ZAMBRANO ALCIVAR MAGDA XIOMARA;2;4; ; ; 
7;7;2;021023;179;1;ROMERO LOAYZA FRANCO SEGUNDO;1;6;1;1;7;7;0;70;70;ARISTEGUIETA LOGROÑO MIRTHA STEPHANIE;2;2; ; ; 
9;9;676;019;1705;4;CEVALLOS MORANTE ISABEL VICTORIA;2;6;1;1;0;0;0;0;0;MOSCOSO CORAL SEGUNDO EFRAIN;1;5; ; ; 
7;7;718;002;446;2;CASTILLO GRANDA ELBA GRACIELA;2;5;1;1;9;9;4;94;94;BONILLA CASTRO ROGER HERIBERTO;1;4; ; ; 
7;7;676;019;1751;1;HUACON FERNANDEZ GLADYS GARDENIA;2;5;1;1;24;24;0;240;240;VELEZ INTRIAGO PASTOR AQUILES;1;5; ; ; 
7;7;61;035062;1224;2;CAMBALA MONTECE CARLOS ALBERTO;1;5;1;1;24;24;0;240;240;REYES LAINEZ ANGELA MARIA;2;3; ; ; 
7;7;2;021023;236;1;MINCHALA MURILLO ROMULO MARCELO;1;6;1;1;9;9;4;94;94;VERA CALDERON SILVIA LORENA;2;1; ; ; 
9;9;618;006;506;4;TACLE GALARRAGA MOISES FERNANDO;1;6;1;1;0;0;0;0;0;VILLAMIL MOSQUERA ANDREA ELIANA;2;1; ; ; 
7;7;676;019;1762;2;TOMALA ALEJANDRO ISIDRO LEONIDAS;1;5;1;1;24;24;0;240;240;VERA RODRIGUEZ ESTEFANIA MARIUXI;2;1; ; ; 
8;8;618;006;494;2;MORENO QUEZADA FRANKLIN BOLIVAR;1;6;1;1;0;0;0;0;0;BRAVO CHAVEZ EIMMY NICOLLE;2;1;AYCART GUERRA PIERO FRANCESCO;1;1
8;8;720;001;655;3;ESCOBAR CHAVEZ ALFREDO EDISON;1;6;1;1;0;0;0;0;0;VELEZ CEDEÑO STEFANIA PRISCILA;2;3;MONCAYO RIVERA RICARDO FRANCISCO;1;2
7;7;626;017;1303;3;AVECILLA ALARCON JAIME ANTONIO;1;6;1;1;9;9;3;93;93;NIETO ORTIZ INGRID JOHANNA;2;2; ; ; 
7;7;685;066;575;3;ZAMBRANO MORALES YORGEN;1;5;1;1;23;23;0;230;230;VELASQUEZ CEDENO LUIS ALBERTO;1;3; ; ; 
7;7;721;010;1725;5;MOROCHO SUAREZ MIGUEL ANGEL;1;6;1;1;9;9;2;92;92;ARANA OBANDO KIMBERLY ADRIANA;2;1; ; ; 
7;7;741;005;1519;1;CARRERA PEREZ CESAR ANIBAL;1;6;1;1;9;9;3;93;93;VITERI ANDRADE YEZTHER TATIANA;2;3; ; ; 
7;7;676;019;1666;1;OCHOA LUNA LUDGARDO SIGIFREDO;1;6;1;1;7;7;0;70;70;CONDOLO CONTRERAS KELY KARINA;2;2; ; ; 
9;9;721;010;1020;14;AGUIRRE RODRIGUEZ FRANCISCO XAVIER;1;6;1;1;0;0;0;0;0;ZARATE MORA GEOVANNA ALEXANDRA;2;3; ; ; 
7;7;620;003;542;1;ADUM ZIADE JORGE ALFREDO;1;6;1;1;9;9;4;94;94;CENTENO HENK EUDOXIA ALEMANIA;2;4; ; ; 
7;7;626;017;1272;4;TORRES ALVARADO DOMINGA ANASTACIA;2;5;1;1;9;9;4;94;94;BARAHONA MARTINEZ JORGE LUIS;1;2; ; ; 
7;7;718;002;444;1;ITURBURU SALVADOR JORGE DAVID;1;6;1;1;9;9;1;91;91;PITA BONE LUISA VERONICA;2;2; ; ; 
7;7;46;012002001061;1258;4;MEDINA FARIAS ISABEL JUSTINA;2;6;1;1;17;17;3;173;173;CARRILLO BASANTES PAHOLA CRISTINA;2;3; ; ; 
7;7;626;017;1269;1;PIN GUERRERO GABRIEL ELOY;1;6;1;1;9;9;2;92;92;PIN GUERRERO ROSA MARIA;2;5; ; ; 
7;7;699;062;72;2;VITERI BURGOS GRENNY DEL CONSUELO;2;5;1;1;9;9;2;92;92;FRANCO CAÑIZAREZ VICENTE AUGUSTO;1;1; ; ; 
9;9;740;007;1465;4;PONCE NOBOA ROBERTO JORGE;1;6;1;1;0;0;0;0;0;ARMIJO VILLAMAR VIVIANA THALIA;2;1; ; ; 
9;9;620;003;1807;13;ESPINOZA ALBURQUERQUE EMILIO FERNANDO;1;5;1;1;0;0;0;0;0;SANTAMARIA BENAVIDES TATIANA ELIZABETH;2;2; ; ; 
7;7;718;002;1111;4;PALMA MOREIRA MARIA MARIANA DE JESUS;2;6;1;1;9;9;3;93;93;VERGARA CASTILLO ISMAEL ENRIQUE;1;1; ; ; 
7;7;721;010;1422;3;MATEUS RODRIGUEZ JOSE VICENTE;1;5;1;1;24;24;0;240;240;MALAVE ILLESCAS NICOLE RAQUEL;2;1; ; ; 
7;7;700;008;819;2;PILLASAGUA DEL PEZO TULA VIRGINIA;2;6;1;1;24;24;0;240;240;GARCIA YEROVI VICENTE EFRAIN;1;5; ; ; 
7;7;626;017;1315;5;NARVAEZ MARIN JUAN BAUTISTA;1;6;1;1;9;9;3;93;93;ARROYO GARZON MIREYA DE LAS MERCEDES;2;4; ; ; 
9;9;720;001;607;1;NORERO GONZALEZ JORGE ALBERTO;1;5;1;1;0;0;0;0;0;AGUIRRE MORCILLO ANA MARIA;2;2; ; ; 
7;7;718;002;450;3;CABEZAS ESTUPIÑAN MARIO WALTER;1;5;1;1;9;9;1;91;91;BRIONES VERA OLINDA MAGALI;2;3; ; ; 
1;1;2;021023;16;1;LASSO MENDOZA GUILLERMO ALBERTO SANTIAGO;1;5;1;1;0;0;0;0;0;PAEZ BENALCAZAR ANDRES TARQUINO;1;4; ; ; 
7;7;614;051;1565;3;CUSTODE ECHEVERRIA FERNANDO ENRIQUE;1;5;1;1;9;9;2;92;92;ARAGON VALENCIA MARIA DEL PILAR;2;4; ; ; 
9;9;620;003;1763;7;FIGUEROA CHAVEZ SERGIO FREDDY;1;5;1;1;0;0;0;0;0;LOPEZ GIRALDO DARLING;2;2; ; ; 
7;7;626;017;1294;5;BAZURTO VELEZ JOSE TRIFIDO;1;5;1;1;9;9;2;92;92;TAPIA MACIAS PATRICIA MERCEDES;2;4; ; ; 
7;7;718;002;842;3;SANCHEZ SANCHEZ SEGUNDO RAFAEL;1;5;1;1;24;24;0;240;240;ANDRADE SANTOS VERONICA DE LOS ANGELES;2;3; ; ; 
7;7;700;008;527;1;GUZMAN MALDONADO RAUL ANTONIO;1;5;1;1;14;14;0;140;140;ZHUNIO CHABLA LOURDES JIMENA;2;1; ; ; 
7;7;47;006061;1173;1;GONZABAY PEREZ HEINERT AGUSTIN;1;5;1;1;21;21;0;210;210;SILVA CUSME LUZ MIRELIA;2;3; ; ; 
7;7;706;061;838;1;CANDELL SOTO JAIME ENRIQUE JIMMY;1;4;1;1;24;24;0;240;240;CAMPOS QUIÑONEZ LIDDA MERARI;2;3; ; ; 
7;7;614;051;764;1;FAJARDO COPPIANO TELMO BOLIVAR;1;5;1;1;24;24;0;240;240;SANDOVAL NATA MARIA JOSE;2;1; ; ; 
7;7;24;006075;283;3;FALCON ORTEGA KLEBER XAVIER;1;5;1;1;9;9;4;94;94;LOPEZ ZUMBA INES CRISTINA;2;4; ; ; 
7;7;66;001018;1421;1;FERNANDEZ BAIDAL RODOLFO VICENTE;1;5;1;1;7;7;0;70;70;TAMAYO YAGUAL SUSSY MARITZA;2;3; ; ; 
7;7;700;008;811;1;LAYANA BUSTAMANTE JORGE LUIS VICENTE;1;5;1;1;24;24;0;240;240;LAYANA VARAS ANA PATRICIA;2;2; ; ; 
7;7;699;062;70;1;SERRANO FIGUEROA LUIS ALBERTO;1;5;1;1;9;9;2;92;92;CAÑIZARES GUTIERREZ CARMEN ELIZABETH;2;4; ; ; 
7;7;589;035;629;4;VILLACRESES PEÑA OCTAVIO XAVIER ENRIQUE;1;5;1;1;9;9;2;92;92;ALEJANDRO MEDINA CRISTINA SORAYA;2;4; ; ; 
7;7;620;003;975;3;SALAZAR ALVAREZ JOSE MARIA;1;5;1;1;9;9;1;91;91;ARIAS ARANA WENDY VANESSA;2;2; ; ; 
8;8;614;051;1695;2;BAEZ JIMENEZ MERCY INES;2;5;1;1;0;0;0;0;0;SANTOS CARRASCO RAUL ALFREDO;1;3;AGUIRRE MALDONADO PATRICIA DEL CONSUELO;2;4
7;7;626;017;1281;3;HUERTAS CARRILLO ERNESTO;1;6;1;1;9;9;2;92;92;GUERRERO ESCOBAR GLORIA GENOVEVA;2;4; ; ; 
7;7;676;019;1805;3;LAVAYEN PACHECO VICTOR HUGO;1;5;1;1;9;9;2;92;92;LARA CASALOMBO LOURDES ELIZABETH;2;3; ; ; 
7;7;700;008;849;3;VERA RIVAS YOLANDA MARIA;2;4;1;1;9;9;4;94;94;BERMUDEZ ALVAREZ MELECIO TOMAS;1;6; ; ; 
7;7;626;017;1300;2;VALENCIA LOPEZ JOVITA EUFRACIA;2;5;1;1;9;9;3;93;93;FIORAVANTI TRIVIÑO CARLOS ALBERTO;1;2; ; ; 
7;7;721;010;1409;1;HERNANDEZ GUILCAPI CARLOS ALBERTO;1;5;1;1;24;24;0;240;240;HERNANDEZ CACAO KAYMARA GISSELLE;2;1; ; ; 
9;9;620;003;1717;2;VILLAVICENCIO RUILOVA ECMA PILAR;2;5;1;1;0;0;0;0;0;ESCOBAR BRAVO LEONARDO GERMAN;1;6; ; ; 
7;7;738;069;1205;5;CACERES SANCHEZ LENIN;1;5;1;1;12;12;0;120;120;ZUÑIGA LETURNEE EMILLY GABRIELA;2;1; ; ; 
7;7;618;006;885;1;JUPITER CORONEL XAVIER EDUARDO;1;5;1;1;24;24;0;240;240;HIDALGO ITZA ELVIRA MARISOL;2;4; ; ; 
7;7;614;051;1556;1;JIMENEZ MOSQUERA LUIS ANTONIO;1;4;1;1;9;9;2;92;92;SANCAN ALONZO NIEVE RAQUEL;2;2; ; ; 
7;7;740;007;460;6;CAMPI CARPIO GUSTAVO;1;5;1;1;12;12;0;120;120;FONTE ORTIZ MONICA ISABEL;2;2; ; ; 
7;7;620;003;736;5;RIERA BELTRAN JACINTO;1;4;1;1;9;9;2;92;92;TRIVIÑO BAJAÑA CARMEN YAJAIRA;2;1; ; ; 
7;7;24;006075;280;2;FUENTES FAJARDO LUCIA ROSA GRACIELA;2;6;1;1;9;9;4;94;94;VENEGAS ALAVA JOFFRE BOLIVAR;1;3; ; ; 
7;7;721;010;1579;5;GUZMAN SALBONET FELIX BOLIVAR;1;4;1;1;9;9;3;93;93;QUIÑONEZ ESCOBEDO ALEJANDRINA;2;6; ; ; 
7;7;620;003;718;2;LOPEZ FUENTES SONIA MARCELA;2;5;1;1;9;9;1;91;91;ORTIZ AGUIRRE LUIS ANTONIO;1;6; ; ; 
7;7;718;002;1105;3;NAVARRO RIPALDA OSWALDO FRANCISCO;1;5;1;1;9;9;3;93;93;MENDIETA ZAMBRANO PAMELA PATRICIA;2;2; ; ; 
7;7;24;006075;290;2;MONTAÑO GUISAMANO MAYRA MIGDONIA;2;4;1;1;9;9;1;91;91;CAMPOVERDE GONZALEZ RAUL FREDDY BOLIVAR;1;4; ; ; 
7;7;720;001;577;1;TORRES ALAVA JUAN JOSE;1;4;2;2;26;26;0;260;260;ARRIAGA GARCIA MARTHA TOMASA;2;3; ; ; 
9;9;676;019;1696;3;RIVERA ANCHUNDIA ELIEZER GABRIEL;1;4;1;1;0;0;0;0;0;HINOJOZA CARGUACHI AIDA BEATRIZ;2;3; ; ; 
7;7;626;017;1320;4;VIDAL VALENCIA ISABEL DE LOURDES;2;4;1;1;9;9;1;91;91;MOSQUERA SALGUERO ANDRES JACOBO;1;4; ; ; 
7;7;739;012;1402;2;FALCONI DUCHICELA KORY VILMA;2;4;1;1;20;20;0;200;200;VACA NORERO ERNESTO ARTURO;1;4; ; ; 
9;9;720;001;656;12;CAICEDO JIMENEZ DELIA CLEMENCIA;2;4;1;1;0;0;0;0;0;DUARTE SOLIS ANTONIO PLUTARCO;1;4; ; ; 
7;7;620;003;550;3;GARCIA BARZOLA PEDRO PABLO;1;5;1;1;9;9;4;94;94;VERA MEZA RUTH EUNICES;2;3; ; ; 
7;7;740;007;958;5;PINARGOTE ROBLES SITA MARILENE;2;4;1;1;13;13;2;132;132;CARDENAS REYES JULIO CESAR;1;4; ; ; 
7;7;626;017;1321;5;VAQUE VARGAS LUIS ERNESTO;1;4;1;1;9;9;1;91;91;CASTILLO REYES MARTHA MARGARITA;2;4; ; ; 
7;7;740;007;1135;1;CABANILLA AGUILAR ANGEL RAUL;1;4;2;2;26;26;0;260;260;MCPHERSON FEBRES CORDERO ANA MARIA;2;3; ; ; 
7;7;699;062;87;3;ARREAGA LEON TITO MILTON;1;5;1;1;9;9;3;93;93;ORTIZ HERNANDEZ NANCY MARIA;2;3; ; ; 
7;7;589;035;614;3;RIVERO DOGUER ANGEL ARMANDO;1;4;1;1;9;9;4;94;94;MOSQUERA YANEZ ISABEL PIEDAD;2;4; ; ; 
7;7;620;003;555;3;PARRALES PLAZA JOSE RAMIRO;1;4;1;1;9;9;3;93;93;FALLAIN REYES MAIRA AMARILY;2;2; ; ; 
7;7;61;035062;1219;1;ZAMBRANO CASTRO NORALMA ELIZABETH;2;4;1;1;24;24;0;240;240;PALACIOS ALEJANDRO CESAR GUSTAVO;1;3; ; ; 
7;7;620;003;1339;1;ALMEIDA MORAN PEDRO GONZALO;1;4;1;1;12;12;0;120;120;ALMEIDA FUENTES PEDRO AARON;1;1; ; ; 
8;8;740;007;1150;5;MONSERRATE YCAZA ERICK ERNESTO;1;4;1;1;0;0;0;0;0;HIDALGO BUCHELI CRUZ SANTA;2;5;GUZMAN BARRAGAN DIMAS RENE;1;6
7;7;589;035;645;5;GONZALEZ BUSTAMANTE TANYA MARYURI;2;4;1;1;9;9;3;93;93;TOMALA APOLO ROBERTO MOISES;1;3; ; ; 
7;7;699;062;75;4;JAIME CHICAIZA SILVIA MARLENE;2;4;1;1;9;9;2;92;92;SANCHEZ BARRE ENRIQUE HIPOLITO;1;6; ; ; 
7;7;741;005;1547;3;TAMBO TUNGUI CARLOS PEDRO;1;4;1;1;9;9;3;93;93;MARIN PONCE LUPE MARGARITA;2;4; ; ; 
7;7;718;002;459;5;CORAL TUMIPAMBA CARLOS ALBERTO;1;4;1;1;9;9;1;91;91;LOPEZ CALLAMPE MARTHA BELEN;2;1; ; ; 
7;7;721;010;1617;3;CORREA AGURTO FREDY CELCIO;1;4;1;1;9;9;1;91;91;NIETO MOSQUERA MARIA ANUNZIATTA;2;4; ; ; 
7;7;32;001012;347;2;SANDOVAL BAQUERIZO XAVIER ABDON;1;4;1;1;9;9;1;91;91;TORRES CEDEÑO ANDREA ELIZABETH;2;1; ; ; 
7;7;614;051;1676;4;OLVERA RONQUILLO VICTOR JULIO;1;4;1;1;9;9;1;91;91;AVILES LOZANO MARIA DEL CARMEN;2;2; ; ; 
9;9;618;006;515;12;BASURTO ANGEL BIENVENIDO;1;4;1;1;0;0;0;0;0;GOMEZ NARVAEZ NAOMI DOMENICA;2;1; ; ; 
9;9;620;003;1729;3;BORBOR RODRIGUEZ SANTO ABEL;1;5;1;1;0;0;0;0;0;RODRIGUEZ PASMIÑO ANITA DEL ROCIO;2;3; ; ; 
8;8;721;010;1004;1;JARA TRIVIÑO EDGAR ATAHUALPA;1;4;1;1;0;0;0;0;0;GUARTAN VINTIMILLA BELLA AZUCENA;2;2;ALVAREZ VILLAMAR LUIS ALBERTO FRANCISCO;1;4
7;7;620;003;41;2;NARVAEZ VEGA JOSE MARTIN;1;4;1;1;24;24;0;240;240;PAREDES BOLAÑOS OLGA MARITZA VIRGINIA;2;6; ; ; 
7;7;588;018;792;3;ARIAS GARCIA CORAZON ALEXANDER;1;4;1;1;17;17;1;171;171;RIERA RODRIGUEZ MARIA TERESA;2;4; ; ; 
7;7;720;001;475;1;ARAY ARTEAGA MONICA JACQUELINE;2;4;1;1;12;12;0;120;120;ALMEIDA ESPINEL VICTOR MANUEL;1;3; ; ; 
7;7;626;017;1782;2;VERA ZERNA EDILMA BEATRIZ;2;4;1;1;12;12;0;120;120;PETAO CAMPOVERDE JOULY DAYANARA;2;1; ; ; 
7;7;624;067;11;2;PALMA GONZALEZ GLENDA VICTORIA;2;4;1;1;24;24;0;240;240;CACAO CORTEZ JAIME ALEXANDER;1;1; ; ; 
7;7;676;019;1829;3;BELTRAN ORDOÑEZ KLEBER EUCLIDES;1;4;1;1;9;9;4;94;94;FERNANDEZ GUZMAN MAYI DEL CARMEN;2;3; ; ; 
7;7;740;007;949;3;MERO DELGADO MARGARITA ELIZABETH;2;4;1;1;13;13;2;132;132;LOOR MENDOZA EUDORO;1;4; ; ; 
7;7;2;021023;238;5;COCA TORRES JOSE REINALDO;1;4;1;1;9;9;3;93;93;HAIMAN CHOEZ ISABEL CRISTINA;2;5; ; ; 
7;7;718;002;443;1;ALFARO MIELES JULIO OLMEDO;1;4;1;1;9;9;4;94;94;SORIANO PROANO GLENDA ELIZABETH;2;3; ; ; 
7;7;741;005;1533;2;RIVERA ANCHUNDIA SUSANA RAQUEL;2;4;1;1;9;9;3;93;93;MENDOZA GUERRERO GALO ALBERTO;1;2; ; ; 
7;7;699;062;93;5;HIDALGO SANCHEZ WALTER WOLTER;1;4;1;1;9;9;1;91;91;GUERRERO BENAVIDES CONSUELO MARIA;2;4; ; ; 
7;7;2;021023;235;3;MOLINA PACHECO JORGE STIVEN;1;4;1;1;9;9;3;93;93;FABIANI QUEVEDO GINA DALINDA;2;5; ; ; 
7;7;700;008;867;2;KAROLYS MOSCOSO MARIANA IVON;2;4;1;1;9;9;3;93;93;FERNANDEZ VERA GEORGE JEFFERSON;1;2; ; ; 
7;7;620;003;40;1;BACIGALUPO ALAVA MARIA AUXILIADORA;2;4;1;1;24;24;0;240;240;JURADO CABRERA LUIS ANTONIO;1;6; ; ; 
7;7;739;012;438;3;RAMIREZ BASURTO ALEIDA DOLORES;2;4;1;1;24;24;0;240;240;GONZALEZ DEL PEZO HECTOR;1;4; ; ; 
7;7;740;007;679;3;PONCE CARTWRIGHT MAURICIO XAVIER;1;3;1;1;9;9;1;91;91;MERINO ROSALES RAQUEL ELVIRA;2;4; ; ; 
8;8;720;001;641;1;LEDESMA HUERTA RAUL CLEMENTE;1;3;1;1;0;0;0;0;0;OCHOA RODRIGUEZ ALICIA MAGDALENA;2;2;PEÑARANDA BUELE DANIEL EDUARDO;1;2
7;7;620;003;554;2;LAVAYEN VILLON TERESITA DE JESUS;2;4;1;1;9;9;3;93;93;DELGADO USCOCOVICH GUSTAVO ALFONSO;1;4; ; ; 
9;9;618;006;503;2;KRONFLE KOZHAYA HENRY FABIAN;1;3;1;1;0;0;0;0;0;JARAMILLO ZURITA PAOLA MICHAEL;2;1; ; ; 
9;9;718;002;924;1;HURTADO ANGULO JAIME LENIN;1;4;1;1;0;0;0;0;0;TERAN PINEDA PACHA LUCIA;2;2; ; ; 
7;7;718;002;1102;2;PERALTA LOPEZ ROSA GUILLERMINA;2;4;1;1;9;9;3;93;93;RIOS MORENO HOLGUER EDMUNDO;1;4; ; ; 
7;7;24;006075;287;1;CUCALON CAMACHO HENRY EDUARDO;1;3;1;1;9;9;1;91;91;ORDOÑEZ ZAMBRANO SANDRA DEL ROCIO;2;4; ; ; 
7;7;614;051;1147;3;DIRANI DE LA TORRE HUMBERTO ESTEBAN;1;3;1;1;17;17;1;171;171;CAICEDO ESPINOSA GABRIELA CAROLINA;2;1; ; ; 
7;7;32;001012;348;3;LOPEZ CUCALON PAULA MARIA;2;3;1;1;9;9;2;92;92;CAZORLA PINOS JORGE GUALBERTO;1;6; ; ; 
7;7;32;001012;351;5;BASANTES ARTEAGA MARIA ELEANOR;2;3;1;1;9;9;2;92;92;JAIRALA GUEVARA ALBERTO;1;1; ; ; 
7;7;2;021023;252;3;SALAME AGUIRRE FERNANDO XAVIER;1;4;1;1;9;9;2;92;92;GUTIERREZ IDROVO ANGELITA DE LAS MERCEDES;2;4; ; ; 
7;7;740;007;1177;1;NOBOA YCAZA LEON ANTONIO;1;3;1;1;7;7;0;70;70;NOBLECILLA QUINTANA LISLEY DOLORES;2;3; ; ; 
7;7;721;010;1590;1;AZAR AZAR EDUARDO GERALA;1;2;1;1;9;9;1;91;91;CEDEÑO ZAMBRANO LUZ MARIA;2;3; ; ; 
7;7;740;007;1143;2;PONCE WAGNER ROBERTO ANDRES;1;2;2;2;27;27;0;270;270;ESTRADA AQUINO ELEANA BEATRIZ;2;3; ; ; 
7;7;589;035;622;1;AGUINAGA VALLEJO MARCELA PAOLA;2;3;1;1;9;9;3;93;93;CHICA VITERI OSWALDO AUGUSTO;1;4; ; ; 
7;7;24;006075;291;5;LOOR ECHEVERRIA GUSTAVO ADRIAN;1;3;1;1;9;9;3;93;93;LOPEZ ALBAN MARTHA CECILIA;2;3; ; ; 
7;7;614;051;1688;5;TORRES ROSADO JUANA DOMITILA;2;4;1;1;9;9;1;91;91;MALDONADO MORAN JOSE MARTIN;1;3; ; ; 
7;7;24;006075;304;5;LOOR ZAMBRANO QUINCHE CONSUELO;2;4;1;1;9;9;2;92;92;MARTINEZ VALDIVIESO YOVIRE MANUEL;1;4; ; ; 
7;7;24;006075;301;2;TAIANO BASANTE VICENTE GIOVANNY;1;2;1;1;9;9;2;92;92;TACLE GARCIA SAMIA;2;2; ; ; 
9;9;700;008;1230;5;MEDINA URRESTA PEDRO ARTURO;1;4;1;1;0;0;0;0;0;HIDALGO ZAPATA TAMARA DE LOURDES;2;2; ; ; 
9;9;718;002;1002;14;CASTRO MORANTE MONICA HELENA;2;4;1;1;0;0;0;0;0;LOOR PICO JOSE GREGORIO;1;1; ; ; 
7;7;24;006075;285;5;BARCIA FIERRO AUGUSTO ANGEL;1;4;1;1;9;9;4;94;94;BASTIDAS MEJIA MARISELA VERONICA;2;1; ; ; 
7;7;721;010;1557;1;TORRES CARRILLO NELSON JAVIER;1;4;1;1;9;9;3;93;93;PARRAGA ALCIVAR KARINA MARIBEL;2;2; ; ; 
