DIGNIDAD_CODIGO;DIGNIDAD_NOMBRE;OP_CODIGO;NUM_PARTIDO;CANDIDATO_CODIGO;CANDIDATO_ORDEN_LISTA;CANDIDATO_NOMBRE;CANDIDATO_SEXO;CANDIDATO_GRUPO_EDAD;CANDIDATO_TERRITORIO_CODIGO;CANDIDATO_TERRITORIO_NOMBRE;CANDIDATO_PROVINCIA_CODIGO;CANDIDATO_PROVINCIA_NOMBRE;CANDIDATO_CIRCUNSCRIPCION_CODIGO_ORIGINAL;CANDIDATO_CIRCUNSCRIPCION_CODIGO;CANDIDATO_CIRCUNSCRIPCION_NOMBRE;SUPLENTE1_NOMBRE;SUPLENTE1_SEXO;SUPLENTE1_GRUPO_EDAD;SUPLENTE2_NOMBRE;SUPLENTE2_SEXO;SUPLENTE2_GRUPO_EDAD
7;7;741;005;1297;3;ROMO SALAZAR JULIA GENOVEVA;2;2;1;1;10;10;0;100;100;PEREZ VILLEGAS DIEGO MARCELO;1;3; ; ; 
7;7;697;021;257;2;MALDONADO CHAGNA MARIA YOLANDA;2;3;1;1;10;10;0;100;100;BENAVIDES RUANO DENISE ALEXANDRA;2;2; ; ; 
7;7;676;019;1448;3;RODRIGUEZ SALGUERO YADIRA ELIZABETH;2;2;1;1;5;5;0;50;50;TIPANLUISA PAREDES PEDRO JOSE;1;4; ; ; 
7;7;718;002;937;2;CAZAR VILLACIS ANDREA ELIZABETH;2;2;1;1;10;10;0;100;100;GUERRERO CABRERA GISSELA MARIANA;2;1; ; ; 
7;7;700;008;1371;3;MASACHE GUALAN BYRON GUSTAVO;1;2;1;1;10;10;0;100;100;HERNANDEZ SALTOS PAULINA VERONICA;2;3; ; ; 
7;7;629;023;600;2;VELASQUEZ MALES NELSON ENRIQUE;1;2;1;1;10;10;0;100;100;GUACHAMIN PROANO JOSE LEONIDAS;1;2; ; ; 
8;8;42;035017;525;4;AGUIRRE ZAMBONINO PAMELA ALEJANDRA;2;2;1;1;0;0;0;0;0;GARCIA DIAZ FABRICIO JOSE;1;1;CELI MEDINA CARLA CRISTINA;2;2
7;7;614;051;1260;1;NAVARRETE PEPINOS WILSON ERNESTO;1;2;1;1;10;10;0;100;100;CACUANGO CORDOVA LUIS ROLANDO;1;3; ; ; 
7;7;618;006;1301;2;COTACACHI CORDOVA ASTRID AMADA;2;2;1;1;10;10;0;100;100;LOPEZ CEVALLOS EVA MARIA;2;4; ; ; 
9;9;589;035;788;2;RIVADENEIRA BURBANO GABRIELA ALEJANDRA;2;2;1;1;0;0;0;0;0;AGUALSACA GUAMAN JOSE CLEMENTE;1;4; ; ; 
7;7;741;005;1306;4;POZO FONSECA JUAN CARLOS;1;1;1;1;10;10;0;100;100;CHAMORRO SANGOQUIZA VIVIANA MERCEDES;2;1; ; ; 
7;7;740;007;704;4;RECALDE MORENO JOHN JAIRO;1;1;1;1;10;10;0;100;100;LOPEZ AYALA ANA BELEN;2;1; ; ; 
7;7;614;051;1267;2;LOPEZ DAVILA STEPHANY ALEXANDRA;2;1;1;1;10;10;0;100;100;ESTRELLA LEON KATHERINE PAULINA;2;1; ; ; 
7;7;31;012018;436;2;CABASCANGO CHICAIZA MARIA PACHA;2;2;1;1;10;10;0;100;100;FUENTES YAMBERLA SOFIA REBECA;2;2; ; ; 
7;7;718;002;951;4;BAUTISTA CUSHCAGUA JENNYFER ESTRELLA;2;1;1;1;10;10;0;100;100;CAHUASQUI CORAL BEATRIZ MARIELA;2;1; ; ; 
7;7;721;010;1550;2;GONZALEZ FUEREZ MARIA SILVIA;2;1;1;1;10;10;0;100;100;PAREDES CADENA EDWIN NAPOLEON;1;4; ; ; 
7;7;720;001;1314;1;PASQUEL MANOSALVAS HUGO JAVIER;1;1;1;1;10;10;0;100;100;ZUBIRIA DELGADO NEMESSIS FERNANDA;2;1; ; ; 
7;7;42;035017;1168;4;CHICAIZA LECHON MARIBEL VERONICA;2;2;1;1;10;10;0;100;100;PIÑAN IBADANGO EDGAR FABIAN;1;3; ; ; 
7;7;697;021;261;3;BOLAÑOS BURBANO RAUL ESTEFANO;1;1;1;1;10;10;0;100;100;REYES GUZMAN JOSE GABRIEL;1;1; ; ; 
7;7;700;008;1365;2;MALDONADO LIMA VERONICA ELIZABETH;2;2;1;1;10;10;0;100;100;MUSO RIVERA PEDRO PABLO;1;4; ; ; 
7;7;740;007;698;3;SARMIENTO ASTUDILLO GHISSELA ELIZABETH;2;2;1;1;10;10;0;100;100;LARCO YEPEZ GUSTAVO;1;4; ; ; 
7;7;614;051;1273;3;ESTRELLA LEON ERIK ESTEBAN;1;1;1;1;10;10;0;100;100;HINOJOSA CAZAR HECTOR IVAN;1;2; ; ; 
7;7;629;023;603;3;BURGOS ORTIZ GISSELA JULIETA;2;1;1;1;10;10;0;100;100;RAMOS TAMBACO JESSICA STEFANY;2;1; ; ; 
7;7;676;019;1331;2;AMAGUAÑA CAJAS DIANA PAULINA;2;1;1;1;4;4;0;40;40;VALENCIA AMUY MARTIN SEBASTIAN;1;2; ; ; 
7;7;721;010;1558;4;FLORES MORENO ROSA GISSELA;2;1;1;1;10;10;0;100;100;MICHILENA QUINTANA JORGE OMAR;1;3; ; ; 
7;7;721;010;1553;3;ROSERO BALLESTEROS OSCAR EDUARDO;1;1;1;1;10;10;0;100;100;DE LA TORRE MALDONADO SILVIA ALEXANDRA;2;2; ; ; 
8;8;700;008;1338;3;TORRES ESPINOSA WILSON ENRIQUE;1;6;1;1;0;0;0;0;0;IZQUIERDO NARVAEZ CIELO ROMINA;2;1;MARRIOTT BURNEO JAVIER FERNANDO;1;2
7;7;614;051;910;3;PALACIOS JORGE HONORIO;1;6;1;1;11;11;0;110;110;VERA GUAMAN JOFFRE CRISTIAN;1;1; ; ; 
9;9;739;012;1081;8;ALVARADO VEINTIMILLA JORGE FRANCISCO;1;6;1;1;0;0;0;0;0;LLERENA PULLAS EVELYN MICHELLE;2;1; ; ; 
7;7;700;008;1655;2;LOAYZA LOAYZA CARLOS HUMBERTO;1;6;1;1;11;11;0;110;110;ACEVEDO SILVA RUTH ISABEL;2;4; ; ; 
9;9;720;001;635;5;MONTERO RODRIGUEZ JORGE CRISTOBAL;1;6;1;1;0;0;0;0;0;RAMIREZ CORTEZ ANGELA SOBEIDA;2;1; ; ; 
7;7;2;021023;268;1;AUQUILLA ORTEGA RAUL VICENTE;1;5;1;1;11;11;0;110;110;MALDONADO JARAMILLO MARIA ISABEL;2;2; ; ; 
7;7;721;010;1146;1;HIDALGO LUDEÑA RODRIGO GUSTAVO;1;4;1;1;11;11;0;110;110;JIJON HIDALGO CLAUDIA ALEXANDRA;2;3; ; ; 
7;7;740;007;256;3;SARANGO JUMBO SERGIO ENRIQUE;1;6;1;1;23;23;0;230;230;VERA VELIZ MARITZA YOCONDA;2;3; ; ; 
7;7;720;001;570;3;BUSTAMANTE ARMIJOS ANGEL ROBERTO;1;5;1;1;11;11;0;110;110;RODRIGUEZ CUEVA ANDREA MARITZA;2;3; ; ; 
7;7;589;035;1589;3;LOAIZA VALAREZO VICENTE ELEUTERIO;1;4;1;1;21;21;0;210;210;UCLES AGUIRRE ADRIANA MARIBEL;2;2; ; ; 
7;7;28;012018062002;1935;3;GRANDA ROMERO GILBERT LEONARDO;1;4;1;1;11;11;0;110;110;REYES CORDERO BRIGITTE VERENICE;2;1; ; ; 
7;7;50;035061;637;1;BUSTAMANTE MONTEROS RUBEN ALEJANDRO;1;4;1;1;11;11;0;110;110;HIDALGO JARAMILLO EDITH MARLENE;2;3; ; ; 
9;9;614;051;947;10;AREVALO VEGA MARIA BARBARITA;2;4;1;1;0;0;0;0;0;BARRERA PIJAL ROMAN BENITO;1;4; ; ; 
8;8;614;051;1669;1;GALLO QUEZADA LUIS ERNESTO;1;4;1;1;0;0;0;0;0;MOGOLLON RUIZ FANNY NOEMI;2;3;SANCHEZ LALAMA AGUSTIN SANTIAGO;1;2
7;7;620;003;1603;1;JIMENEZ CABRERA SANDRA JACQUELINE;2;4;1;1;11;11;0;110;110;TORRES GARCIA JUAN RAMON;1;2; ; ; 
7;7;721;010;1175;1;RODRIGUEZ CESAR PATRICIO;1;4;1;1;17;17;1;171;171;AJON VILLEGAS LINA JOSELIN;2;1; ; ; 
7;7;620;003;1542;5;BRAVO REQUELME ROLANDO COLON;1;4;1;1;7;7;0;70;70;MACIAS ROBLES ANA MARIA;2;3; ; ; 
7;7;588;018;1390;2;VERA ZAMBRANO JUANA EUDOMILIA;2;4;1;1;21;21;0;210;210;SANDA TAPUY MIGUEL;1;6; ; ; 
7;7;721;010;1152;4;CABRERA ROBLEZ NANCY DEL CARMEN;2;4;1;1;11;11;0;110;110;QUINCHE SUQUILANDA PAUL ISRAEL;1;2; ; ; 
7;7;700;008;1643;1;CUEVA VILLAVICENCIO MILENNE ROSARIO;2;4;1;1;11;11;0;110;110;BURNEO VILLAMAGUA JEAMIL SALOMON;1;3; ; ; 
7;7;759;081;1567;1;MORENO ROBLES EDUARDO RAMIRO;1;4;1;1;19;19;0;190;190;VEGA PARDO HAYDEE ESTHEFANIA;2;1; ; ; 
7;7;718;002;1039;2;CRIOLLO CHAMBA ZULAY ADALVICIA;2;4;1;1;19;19;0;190;190;PALADINES MORENO GABRIELA VERONICA;2;1; ; ; 
7;7;685;066;579;4;MORILLO CAMPOVERDE REGINA ELIZABETH;2;4;1;1;23;23;0;230;230;MENDOZA BRAVO JACQUELINE ELIZABETH;2;2; ; ; 
7;7;2;021023;423;1;CAMPOVERDE ROBLES EMILIO ABSALON;1;4;1;1;19;19;0;190;190;ORDOÑEZ QUEZADA ANDREINA SILVANA;2;1; ; ; 
7;7;626;017;1305;3;SOTOMAYOR MASACHE LUIS ALFREDO;1;4;1;1;11;11;0;110;110;ERIQUE CAMPOSANO ERIKA ESTEFANIA;2;2; ; ; 
7;7;620;003;1613;2;ARMIJOS BARRAZUETA RAMIRO EUGENIO;1;3;1;1;11;11;0;110;110;MONTAÑO LOZANO RITA DEL ROCIO;2;4; ; ; 
7;7;700;008;1683;4;CUEVA SALINAS UBERTINO MINOS;1;4;1;1;11;11;0;110;110;MELGAR CORONEL MONICA DEL CISNE;2;4; ; ; 
7;7;28;012018062002;1933;1;GARCIA TORRES GABRIEL ULPIANO;1;3;1;1;11;11;0;110;110;CUEVA ALBERCA NANCY EDITH;2;2; ; ; 
7;7;614;051;898;1;LUCERO CABRERA JOSE ANGEL;1;4;1;1;11;11;0;110;110;QUEZADA MENDOZA ROBIN GEOVANNY;1;3; ; ; 
7;7;720;001;566;1;MONTAÑO ARMIJOS JAIRO ROSALINO;1;3;1;1;11;11;0;110;110;MONTERO BERMEO SVETLHANA DEL CISNE;2;2; ; ; 
7;7;614;051;901;2;LUZON IRENE DEL CARMEN;2;3;1;1;11;11;0;110;110;ORDOÑEZ MALLA MARIA ELENA;2;2; ; ; 
7;7;34;012018;999;1;PEÑA ONTANEDA ELIO GERMAN;1;3;1;1;19;19;0;190;190;SUQUILANDA LIMA CARMEN MARGARITA;2;3; ; ; 
7;7;614;051;916;4;ESPARZA ROMERO DANIS GUADALUPE;2;3;1;1;11;11;0;110;110;RENGEL ESPINOSA ROSA JUDITH;2;6; ; ; 
7;7;620;003;1621;3;ORDOÑEZ MACAS MARIA ESTHER;2;4;1;1;11;11;0;110;110;SAMANIEGO JIMENEZ CARLOS VICENTE;1;2; ; ; 
7;7;720;001;569;2;MEDINA SARMIENTO NANCY DEL CARMEN;2;3;1;1;11;11;0;110;110;AGUIRRE VALDIVIESO RENATO;1;3; ; ; 
7;7;626;017;1289;1;SARMIENTO JARAMILLO JARKIE ESTEBAN;1;3;1;1;11;11;0;110;110;TOLEDO CARRION AURA DEL ROCIO;2;3; ; ; 
7;7;741;005;1384;1;AGUIRRE AGUILAR SENAIDA GRIMANEZA;2;3;1;1;17;17;3;173;173;LEIME HIDALGO KLEBER OSWALDO;1;3; ; ; 
7;7;700;008;548;3;GUAYA SIVISAPA ANGEL LEONARDO;1;3;1;1;17;17;4;174;174;FERIA GRANDA ANA ELIZABETH;2;3; ; ; 
7;7;589;035;620;4;CUESTA RIOS LIUBA ELISA;2;3;1;1;9;9;4;94;94;SUAREZ HUAYAMAVE CARLOS ALBERTO;1;2; ; ; 
7;7;2;021023;271;4;ROSERO POMA NANCY JANNETH;2;3;1;1;11;11;0;110;110;VIVANCO BRAVO ADRIAN FABRICIO;1;2; ; ; 
7;7;721;010;389;1;CASTILLO SALAZAR EDDIE MENECIO;1;3;1;1;19;19;0;190;190;NARVAEZ MARIN NINA MARIBEL;2;2; ; ; 
9;9;589;035;837;15;FARFAN APONTE RICHARD WILSON;1;3;1;1;0;0;0;0;0;MOSCOSO ARCOS MARIA FERNANDA;2;1; ; ; 
7;7;721;010;1148;2;CASTRO JARAMILLO LUISA MARIBEL;2;3;1;1;11;11;0;110;110;CARTUCHE MALLA JONDER ANTONIO;1;1; ; ; 
7;7;50;035061;662;3;IÑIGUEZ IÑIGUEZ MAX BLADIMIR;1;3;1;1;11;11;0;110;110;CORDOVA ALVARADO ROBERTA ISABEL;2;1; ; ; 
7;7;740;007;209;4;ESPINOZA ORDOÑEZ LUZ MARIA;2;2;1;1;11;11;0;110;110;JARAMILLO PEÑA EVELYN DOLORES;2;1; ; ; 
7;7;620;003;1529;3;MURGUEYTIO JARAMILLO PEDRO MIGUEL;1;2;1;1;7;7;0;70;70;ANDRADE ORDOÑEZ STEFANY CAROLINA;2;1; ; ; 
7;7;28;012018062002;1936;4;RIOFRIO MENDIETA MONICA PATRICIA;2;2;1;1;11;11;0;110;110;ERREYES QUIROLA CAMILO ENRRIQUE;1;4; ; ; 
9;9;626;017;1769;5;JARAMILLO HURTADO JOHE LUIS;1;2;1;1;0;0;0;0;0;VILLACIS PAEZ YOLANDA DEL CARMEN;2;2; ; ; 
7;7;34;012018;1009;2;ENRRIQUEZ JAYA ISABEL MARIA;2;2;1;1;19;19;0;190;190;MORALES MUÑOZ HECTOR RAUL;1;4; ; ; 
7;7;735;100;161;3;DIAZ GUAMAN ALEX HUMBERTO;1;2;1;1;7;7;0;70;70;OCHOA PIZARRO NIDIA JACQUELINE;2;1; ; ; 
9;9;676;019;1764;14;GAONA JIMENEZ JUDITH MAGALI;2;2;1;1;0;0;0;0;0;MORALES JOSE GUILLERMO;1;6; ; ; 
7;7;758;062;152;5;GRANDA CARDENAS FREDI HUMBERTO;1;2;1;1;17;17;2;172;172;AREQUIPA CALVOPIÑA CONSUELO MARIANA;2;2; ; ; 
7;7;740;007;206;1;QUEZADA SALAZAR JONATHAN ANDRES;1;1;1;1;11;11;0;110;110;ASTUDILLO CABRERA DIEGO FERNANDO;1;2; ; ; 
7;7;50;035061;664;4;ROMERO CORDOVA RITA MAIRA;2;2;1;1;11;11;0;110;110;PROCEL GONZALEZ MANUEL JOSE;1;2; ; ; 
7;7;626;017;909;2;JIMENEZ PARRA DAYSI GUICELA;2;2;1;1;19;19;0;190;190;MACHUCA MEDINA LIGIA ELENA;2;2; ; ; 
7;7;2;021023;269;2;CRUZ VACA JEANNINE DEL CISNE;2;2;1;1;11;11;0;110;110;ZARATE CASTRO JORGE EDUARDO;1;2; ; ; 
7;7;2;021023;270;3;SARZOSA BENAVIDES JUAN CARLOS;1;2;1;1;11;11;0;110;110;AGUIRRE JARAMILLO LY-THA PAOLA;2;3; ; ; 
7;7;67;002018;1475;1;SARANGO GUALAN LUIS ALBERTO;1;2;2;2;28;28;0;280;280;FREIRE HERRERA ANGEL RICARDO;1;3; ; ; 
7;7;626;017;1310;4;GARZON ACARO ROSA PAOLA;2;1;1;1;11;11;0;110;110;AYALA CUMBICOS PABLO ANIBAL;1;2; ; ; 
7;7;50;035061;658;2;ARIAS FERNANDEZ VERONICA ELIZABETH;2;2;1;1;11;11;0;110;110;TORRES CASTILLO JACKSON GUILLERMO;1;3; ; ; 
7;7;589;035;1733;2;UCHUARI LALANGUI PATRICIA ELIZABETH;2;2;1;1;19;19;0;190;190;GONZALEZ NUÑEZ JUAN CARLOS;1;2; ; ; 
7;7;626;017;1299;2;TORRES GUERRERO LAURA EFIGENIA;2;1;1;1;11;11;0;110;110;SILVA CUENCA ANGEL ISMAEL;1;1; ; ; 
7;7;740;007;208;3;BUELE POZO WILMAN ANDRES;1;1;1;1;11;11;0;110;110;POMA SOTO JORGE JONATHAN;1;1; ; ; 
9;9;626;017;1801;13;LIMA TOLEDO JORGE ALBERTO;1;1;1;1;0;0;0;0;0;QUIÑONEZ ANGULO LUISA MAGALY;2;1; ; ; 
7;7;740;007;207;2;ZUMBA CHINGO LIZBETH DEL CISNE;2;1;1;1;11;11;0;110;110;BARRAZUETA GUARNIZO ADRIANA ROCIO;2;1; ; ; 
7;7;740;007;388;2;SUAREZ MELGAR KIMBERLY PAMELA;2;1;1;1;19;19;0;190;190;ORTIZ VITERI RONALD DARIO;1;1; ; ; 
7;7;741;005;560;1;BHRUNIS LEMARIE PEDRO ROBERTO;1;5;1;1;12;12;0;120;120;BHRUNIS SANDOYA NATHALY STEFANIA;2;2; ; ; 
7;7;676;019;1237;2;CARVAJAL ALVAREZ SHEYLA MEREDITH;2;6;1;1;21;21;0;210;210;CUEVA CEVALLOS HERMOGENES VICTORIANO;1;5; ; ; 
7;7;741;005;564;4;RODRIGUEZ TERAN CATALINA CELOFE;2;5;1;1;12;12;0;120;120;CAMPOS BERMEO INOCENTE APARICIO;1;3; ; ; 
7;7;721;010;1473;4;DIAZ VASQUEZ JOSE LUIS;1;6;1;1;12;12;0;120;120;SOSA MONTOYA YOLANDA EUFEMIA;2;3; ; ; 
9;9;620;003;1746;5;JIMENEZ TOAZA NAPOLEON JOSE;1;5;1;1;0;0;0;0;0;SILVA DROUET PAMELA DE FATIMA;2;5; ; ; 
7;7;741;005;1408;1;NIVELA TOAZA MANUEL HUMBERTO;1;4;2;2;26;26;0;260;260;HARO RIVAS MANUEL EFREN;1;4; ; ; 
7;7;614;051;467;4;VELIZ CHEVEZ CARLOS ENRIQUE;1;5;1;1;12;12;0;120;120;BARRERA SAENZ DE VITERI CINTHIA NICOLE;2;1; ; ; 
7;7;740;007;453;4;TANDAZO DIAZ MANUEL IGNACIO;1;4;1;1;12;12;0;120;120;TANDAZO DIAZ EMMA CONSUELO;2;5; ; ; 
7;7;588;018;793;1;BARRAGAN MOREIRA JUAN GUALBERTO;1;4;1;1;17;17;4;174;174;QUINALUISA UVILLUS MONICA YESENIA;2;2; ; ; 
7;7;618;006;1191;1;TERAN SALCEDO RAMON FORTUNATO;1;4;1;1;12;12;0;120;120;MANOBANDA ALVAREZ JORGE ENRIQUE;1;2; ; ; 
7;7;700;008;1722;5;LOPEZ ZAVALA FABIAN FERNANDO;1;4;1;1;12;12;0;120;120;QUIROZ NIEVES ALEXANDRA VANESSA;2;1; ; ; 
9;9;626;017;1776;7;ICAZA SANTOS IVAN EUGENIO;1;4;1;1;0;0;0;0;0;CORREA GONZALEZ MARTHA ISABEL;2;4; ; ; 
7;7;718;002;418;1;CAMPBELL SUAREZ LEYDA ROSALIA;2;4;1;1;12;12;0;120;120;JIMENEZ VERGARA LEONARDO DAVID;1;2; ; ; 
7;7;614;051;1561;2;ENCALADA VASCONEZ YOLANDA ADRIANA;2;4;1;1;9;9;2;92;92;CANSIONG ARIAS CARLOS FRANCISCO;1;5; ; ; 
7;7;739;012;1779;2;AGUILERA PAZMIÑO AMALIA ESTHER;2;3;1;1;12;12;0;120;120;DAVILA JIMENEZ DIMAS RODRIGO;1;4; ; ; 
7;7;32;001012;342;3;LARA HIDALGO JOFFRE GUILLERMO;1;4;1;1;9;9;4;94;94;LLERENA SOLIZ NATASHA KRISTEL;2;1; ; ; 
7;7;2;021023;125;3;BRUNIS VILLACIS CARLOS EMILIO;1;4;1;1;17;17;2;172;172;MORENO VALVERDE DIANA JEANNETTE;2;4; ; ; 
7;7;738;069;1199;4;HIDALGO VERGARA MIRIANS MARIA;2;4;1;1;12;12;0;120;120;VERA MINDIOLA NORBERTO ENRIQUE;1;4; ; ; 
7;7;589;035;1555;4;YELA ACOSTA WERNER ANTONIO;1;4;1;1;12;12;0;120;120;OSPINA GARCES ELSY JODAMIA;2;3; ; ; 
7;7;614;051;1616;2;CARCACHE HUACON KENIA MARIA;2;4;1;1;9;9;3;93;93;BOLAÑOS MIRANDA RUBEN ARMANDO;1;3; ; ; 
7;7;700;008;1650;1;REVELO COLOMA LUIS EDUARDO;1;4;1;1;12;12;0;120;120;COCHA AVILES GABRIELA ISABEL;2;1; ; ; 
7;7;2;021023;230;2;RENDON MORETA MARIA EDUVIGES;2;4;2;2;26;26;0;260;260;MORA MUENTES BRAULIO SAUL;1;2; ; ; 
7;7;614;051;461;2;VELEZ ALCIVAR MANUEL ANTONIO;1;4;1;1;12;12;0;120;120;PASTUÑA GUANOLUISA YESSENIA ELIZABETH;2;1; ; ; 
7;7;700;008;906;5;RIVERA POSLIGUA VICTOR EMILIO;1;4;1;1;9;9;2;92;92;CEDEÑO FERNANDEZ DOLORES BIENVENIDA;2;4; ; ; 
7;7;740;007;458;5;MIRANDA FERNANDEZ SANDRA DEL ROCIO;2;4;1;1;12;12;0;120;120;ESCOBAR SOTOMAYOR ULBIO NICOLAS;1;5; ; ; 
7;7;700;008;1694;3;VERGARA CASTRO ANGEL;1;4;1;1;12;12;0;120;120;RIVADENEIRA SANTANA KARLA DOLORES;2;2; ; ; 
7;7;738;069;1195;3;YANSE SOTO PEDRO LEVERIO;1;4;1;1;12;12;0;120;120;JIMENEZ ZAMORA ROSA RAMONA;2;3; ; ; 
9;9;740;007;1486;10;POSLIGUA GALARZA AUGUSTO ELOY;1;3;1;1;0;0;0;0;0;MICHILENA LOPEZ NARCISA DEL ROSARIO;2;4; ; ; 
7;7;741;005;565;5;ASPIAZU SOTOMAYOR MANUEL ANTONIO;1;4;1;1;12;12;0;120;120;ALVARADO MEDINA MERCEDES ROSARIO;2;3; ; ; 
9;9;588;018;1051;10;ANZOATEGUI CARPIO FLORENCIA ERNESTINA;2;3;1;1;0;0;0;0;0;CHURUCHUMBI LECHON JESUS MANOLO;1;2; ; ; 
7;7;2;021023;231;2;CUADRO GASTEZZI DEYSI MARIA;2;3;1;1;12;12;0;120;120;CHICA CAMPUZANO CESAR ROMEO;1;1; ; ; 
9;9;700;008;1225;2;ZAJIA VASCONEZ MARJORIE JAQUELINE;2;3;1;1;0;0;0;0;0;VERA SERRANO HUGO ALFONSO;1;2; ; ; 
7;7;589;035;1560;5;PALACIOS VELASQUEZ SONIA LUCRECIA;2;3;1;1;12;12;0;120;120;BUSTAMANTE GARCIA JUAN FRANCISCO;1;3; ; ; 
7;7;626;017;1808;6;SANCHEZ CARRANZA YINNA MARIA;2;4;1;1;12;12;0;120;120;LEMA MACKENSEN MARITZA GABRIELA;2;1; ; ; 
7;7;589;035;1574;6;VILLAMAR CASAL JOSE LEONIDAS;1;3;1;1;12;12;0;120;120;VERA ESPIN YOLANDA DEL CARMEN;2;4; ; ; 
7;7;2;021023;226;4;BORJA BERZOSA MIRIAMS AURORA;2;3;1;1;12;12;0;120;120;MENESES CISNEROS SEGUNDO MIGUEL;1;3; ; ; 
9;9;589;035;830;12;ZAMBRANO BENITEZ MARITZA ALEXANDRA;2;3;1;1;0;0;0;0;0;HERRERA HERRERA ORLANDO VICENTE;1;4; ; ; 
7;7;700;008;1727;6;FRANCO URQUIZA MERCY JASMIN;2;3;1;1;12;12;0;120;120;CARRILLO LORENTY JOSE FERMIN;1;1; ; ; 
7;7;738;069;1189;2;AVILA CORDOVA DIANA FABIOLA;2;3;1;1;12;12;0;120;120;VASQUEZ AGUILERA MAXIMO GUALBERTO;1;4; ; ; 
7;7;588;018;809;1;PEÑAFIEL IZQUIERDO EDDY COLON;1;3;1;1;22;22;0;220;220;BUSTAMANTE BRICEÑO YONY ESPERANZA;2;3; ; ; 
7;7;718;002;428;6;RODRIGUEZ MARMOLEJO MARCOS ANTONIO;1;3;1;1;12;12;0;120;120;ULLOA MORAN CARMEN JOHANNA;2;2; ; ; 
7;7;614;051;429;1;ALVARADO GOYE SANTA MARITZA;2;3;1;1;12;12;0;120;120;ALMACHE GUANOLUISA ROBERTO FERNANDO;1;3; ; ; 
7;7;700;008;1673;2;BERRUZ TERAN GINA VERONICA;2;3;1;1;12;12;0;120;120;PLAZA COX MELANIO LUIS;1;3; ; ; 
7;7;721;010;1484;5;GALLEGOS MEJIA SANDRA PATRICIA;2;3;1;1;12;12;0;120;120;JARAMILLO MOSQUERA MANUEL DE JESUS;1;2; ; ; 
7;7;626;017;1795;4;ORTIZ TOVAR GABRIELA GRACIELA;2;3;1;1;12;12;0;120;120;MORA LASCANO SILVIA EUGENIA;2;2; ; ; 
7;7;676;019;1854;3;ALDAZ CAICEDO BYRON PATRICIO;1;3;1;1;9;9;3;93;93;JACOME ESPINOZA EDITA ARACELY;2;4; ; ; 
7;7;589;035;1540;1;CHAVEZ BAJAÑA KHARLA DEL ROCIO;2;3;1;1;12;12;0;120;120;TORRES TORRES EURO IGNACIO;1;3; ; ; 
7;7;2;021023;227;5;CARRIEL BARRETO ORLY ANDRES;1;3;1;1;12;12;0;120;120;QUIROZ BRAVO MAYRA ALEXANDRA;2;2; ; ; 
7;7;620;003;1353;5;DEL ROSARIO ARIAS RELINTONG VITERBO;1;3;1;1;12;12;0;120;120;FUENTES VERA VICTOR GERMAN;1;4; ; ; 
7;7;741;005;562;2;MORA FLORES EMILY OBDULIA;2;3;1;1;12;12;0;120;120;CEDEÑO BARRERA SERGIO ANTONIO;1;1; ; ; 
7;7;741;005;1382;4;CASTRO VALLE SANDRA ELIZABETH;2;3;1;1;17;17;1;171;171;JACOME BUNCES KAREN LUCIANA;2;1; ; ; 
7;7;618;006;1197;2;GARCIA ESPINEL KERLY BEATRIZ;2;3;1;1;12;12;0;120;120;NOROÑA ONOFRE JOHANNA YOSELIN;2;1; ; ; 
7;7;589;035;608;2;ESPIN REYES EUGENIA SOFIA;2;3;1;1;9;9;1;91;91;ALEAGA SANTOS RONNY XAVIER;1;2; ; ; 
7;7;589;035;1546;2;LITARDO CAICEDO CESAR ERNESTO;1;2;1;1;12;12;0;120;120;ASPIAZU INFANTE CARMEN MARJORIE;2;3; ; ; 
7;7;589;035;610;2;GUEVARA VILLACRES VERONICA MARGARITA;2;3;1;1;9;9;4;94;94;GOMEZ LOZANO RICHARD GARIS;1;2; ; ; 
7;7;739;012;1786;3;MONTALVAN CEREZO JUAN ALFONSO;1;2;1;1;12;12;0;120;120;CHERREZ RECALDE THELMA LIRA;2;2; ; ; 
7;7;721;010;1457;1;MOSQUERA CHAVEZ GLENDA VANESSA;2;2;1;1;12;12;0;120;120;MOSQUERA ZUÑIGA LUIS NAPOLEON;1;5; ; ; 
7;7;720;001;489;6;LOOR LOPEZ RICHARD GEOVANNY;1;3;1;1;12;12;0;120;120;VARGAS SILVA MARIA MARTHA;2;4; ; ; 
7;7;739;012;1796;5;SUCUNUTA LOZADA ALEX PAUL;1;2;1;1;12;12;0;120;120;VELARDE GALARZA YADIRA ELIZABETH;2;2; ; ; 
7;7;718;002;420;3;RIVADENEIRA AVILEZ GABRIELA MARIBEL;2;2;1;1;12;12;0;120;120;GARCIA ALCIVAR LUIS ENRIQUE;1;5; ; ; 
7;7;740;007;448;3;MARCHAN AGUIRRE GRACE DEL ROSARIO;2;2;1;1;12;12;0;120;120;JIBAJA ARREGUI SANDRO GABRIEL;1;2; ; ; 
8;8;740;007;1139;3;LORENCES CARDENAS JUAN ANDRES;1;1;1;1;0;0;0;0;0;TORRES CLARKE MARIA JOSE;2;1;MUZZIO ARGUELLO GIOVANNI FABRIZIO;1;3
